membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	2	3	3	3	3	3	1
UNMC-81	3	3	4	4	4	4	3
UNMC-18	2	2	5	2	2	1	4
HUMC-7	2	2	6	5	5	5	5
UNMC-16	2	2	2	2	2	2	2
UNMC-7	2	3	5	3	5	3	5
S92-5	2	2	2	4	6	4	3
UNMC-33	2	2	5	2	5	5	6
WCM062	2	2	2	2	2	2	2
GROUP4-9	2	3	3	3	3	6	4
UNMC-68-A2	2	2	6	5	5	5	5
M47-024	3	3	3	3	3	3	4
SPECS-3163	2	2	2	2	2	2	2
UNMC-5	2	2	2	2	2	2	2
S94-7	2	2	2	2	2	2	2
GROUP7-1	2	3	3	3	3	5	4
M47-027	2	2	2	2	3	6	4
SPECS-3155	1	1	1	1	1	1	7
GROUP7-15	1	1	1	1	1	1	7
WCM032	4	4	4	6	4	7	3
HUMC3	2	2	2	2	2	2	2
IA04	2	2	2	2	2	2	6
HUMC-15	3	3	4	4	6	4	3
IA1857	1	1	1	1	1	1	7
GROUP6-2	4	5	4	6	4	8	8
GROUP5-9	2	3	5	3	5	3	4
GROUP4-2	1	1	2	2	2	2	4
UNMC-62	4	4	6	5	7	6	9
SPECS-1917	2	4	6	3	7	6	9
IA2852	2	4	6	3	7	6	9
MCL-38	1	1	1	1	1	1	7
GROUP5-6	2	2	2	2	2	2	2
MCL-138	4	5	4	7	8	7	10
GROUP4-7	2	2	2	2	2	2	6
MCL-98	1	1	1	1	1	1	7
GROUP7-17	2	3	3	3	3	6	4
M47-029	2	3	5	2	5	5	6
M22-51	2	2	2	2	2	2	2
HUMC-6	4	5	4	7	8	2	2
S03-3	1	5	1	7	8	9	1
MCL-14	2	2	2	2	2	2	2
MCL-37	2	2	2	2	2	2	3
MCL-33	4	5	4	7	8	7	10
IA2268	2	3	3	3	3	6	4
GROUP4-1	1	2	2	2	2	2	4
GROUP4-4	2	3	3	3	3	6	4
MCL-40	2	3	3	3	3	6	4
GROUP7-13	1	5	1	7	8	9	1
UNMC-20	1	2	2	2	2	2	2
UNMC-69	4	5	4	6	4	8	4
SPECS-3158	2	2	3	3	3	3	4
IA4227	4	5	6	7	4	7	10
GROUP6-4	1	5	1	7	8	9	1
GROUP6-3	2	2	4	4	2	2	2
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	4	5	4	6	4	7	10
MCL-39	2	2	2	2	2	2	2
MCL-42	3	3	3	3	3	3	3
UNMC-90	4	5	1	7	8	9	1
UNMC-48	2	2	2	2	2	2	6
GROUP7-6	2	2	2	2	2	2	2
GROUP5-4	4	5	4	6	4	8	8
IA68	3	3	4	4	4	8	3
GROUP7-11	1	1	1	1	1	8	8
UNMC-6	1	1	1	1	3	6	4
SC86-6	3	3	5	3	3	3	3
IA4885	2	3	3	3	3	3	3
UNMC-55	3	3	5	4	4	5	5
UNMC-47	2	2	6	5	5	5	5
UNMC-87	4	4	6	5	4	7	10
GROUP7-9	4	5	6	5	4	7	10
GROUP7-20	2	2	6	5	5	5	5
GROUP5-10	2	2	6	5	5	5	5
UNMC-64	1	5	1	7	8	9	1
IA2745	1	1	1	1	1	1	7
HUMC4	2	2	6	5	2	5	5
UNMC-79-C1	2	3	5	3	5	3	5
IA2084	1	4	6	5	4	7	10
IA4203	4	2	6	5	5	5	5
IA1147	1	1	4	6	4	8	8
UNMC-61	3	3	3	4	4	4	3
MCL-128	1	1	1	1	1	1	7
GROUP7-14	1	1	1	3	3	3	4
GROUP4-6	4	5	4	6	4	8	8
GROUP7-2	1	1	1	1	8	9	7
HUMC5	2	3	3	3	3	6	4
MCL-35	1	1	1	1	1	1	7
MCL-75	4	5	4	4	6	4	10
UNMC-24	4	3	6	4	5	4	5
M47-023	2	3	3	3	3	3	9
UNMC-86	2	4	6	3	7	6	9
GROUP5-1	2	3	6	5	5	5	5
GROUP5-5	2	3	3	3	3	6	4
UNMC-8	4	1	4	7	4	7	10
GROUP6-1	1	1	1	1	1	1	9
UNMC-23	1	1	1	1	4	1	10
MCL-71	1	1	1	1	1	1	7
IA4289	4	4	6	6	7	8	5
S08-1	2	3	3	3	3	3	4
UNMC-84	2	3	3	3	3	3	4
SC02-11	4	1	4	6	4	8	8
UNMC-44	1	1	1	1	1	1	6
M47-022	3	3	3	4	3	4	3
BC04	3	3	3	3	3	3	3
HUMC-9	2	4	5	3	4	3	4
GROUP7-22	2	3	3	3	3	3	4
M47-3	1	1	1	1	1	1	7
UNMC-51	2	3	3	3	3	3	4
GROUP4-3	2	4	6	5	5	5	5
WCM045	2	2	6	5	5	5	5
UNMC-31	1	5	1	7	8	9	1
GROUP7-5	4	4	6	5	4	5	5
GROUP4-8	4	4	6	5	4	7	10
UNMC-97	4	5	6	7	4	7	8
HUMC1	2	2	6	5	5	5	5
MCL-61	4	5	1	7	8	9	1
S87-4	2	4	6	3	7	6	9
UNMC-85	2	3	3	3	3	6	4
SC08-2	2	3	3	3	7	6	9
S06-166	2	3	3	3	3	6	4
IA2334	2	4	6	3	7	6	9
MCL-122	2	4	6	3	7	6	9
GROUP5-3	1	2	1	1	1	5	5
GROUP5-7	1	1	1	1	1	1	7
S89-9	2	3	3	3	3	3	4
GROUP4-5	1	1	1	7	8	9	1
M47-025	2	3	3	3	3	6	4
IA834	2	3	3	3	3	6	4
HUMC-12	1	5	1	7	8	9	1
UNMC-88	1	1	1	1	1	1	7
GROUP4-11	4	5	6	6	4	7	8
UNMC-39	1	5	1	7	8	9	1
MCL-25	4	5	6	6	4	8	8
HUMC-10	1	1	4	6	4	8	8
GROUP7-19	4	5	4	6	4	8	8
GROUP5-8	2	3	3	3	3	6	4
SPECS-3164	2	3	5	3	5	3	9
UNMC-71-A5	2	3	5	3	5	3	5
MCL-24	1	1	1	1	1	1	7
UNMC-37	1	1	1	1	1	1	7
IA-02	1	1	1	1	1	8	8
GROUP7-3	4	5	4	7	4	8	8
S03-8	4	4	6	6	7	8	5
GROUP5-2	4	5	1	7	8	9	1
GROUP4-10	4	5	4	4	6	4	10
MCL-45	2	3	3	3	3	6	4
MCL-109	1	1	1	1	1	1	7
