membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	2	2	1	2
HUMC-8	2	2	2	3	2	1	3
UNMC-81	1	1	1	1	1	2	4
UNMC-18	1	1	1	2	2	1	1
HUMC-7	3	3	3	4	3	3	5
UNMC-16	4	4	4	2	2	1	6
UNMC-7	3	5	5	5	4	4	5
S92-5	2	5	3	6	5	5	7
UNMC-33	3	3	4	5	6	6	5
WCM062	2	4	2	2	2	1	2
GROUP4-9	2	2	2	3	2	7	8
UNMC-68-A2	2	3	3	6	5	8	9
M47-024	2	3	3	6	5	8	9
SPECS-3163	2	3	3	6	5	8	9
UNMC-5	2	4	2	2	2	1	2
S94-7	2	3	3	3	5	8	9
GROUP7-1	2	2	2	3	2	7	8
M47-027	2	2	2	3	2	7	8
SPECS-3155	2	3	3	6	5	8	9
GROUP7-15	1	1	1	1	1	2	1
WCM032	2	5	3	6	5	9	7
HUMC3	2	4	4	2	2	1	2
IA04	2	2	2	2	2	1	2
HUMC-15	3	5	4	2	4	4	6
IA1857	4	2	4	1	2	2	6
GROUP6-2	4	3	4	6	7	9	4
GROUP5-9	2	5	3	6	5	5	7
GROUP4-2	4	2	4	1	2	1	6
UNMC-62	2	3	3	4	3	3	9
SPECS-1917	2	3	3	6	5	8	9
IA2852	2	3	3	4	3	3	9
MCL-38	1	1	1	1	1	2	1
GROUP5-6	2	4	2	2	2	1	2
MCL-138	1	4	4	2	8	1	6
GROUP4-7	2	4	4	2	2	1	6
MCL-98	1	1	1	1	1	2	1
GROUP7-17	2	2	2	2	2	7	8
M47-029	2	2	2	3	2	7	8
M22-51	2	2	2	2	2	1	6
HUMC-6	2	4	4	7	2	1	2
S03-3	1	4	4	7	8	1	3
MCL-14	2	5	3	4	3	5	7
MCL-37	3	5	5	5	4	4	10
MCL-33	1	4	4	7	8	1	3
IA2268	2	2	2	2	2	7	8
GROUP4-1	2	2	2	2	2	1	6
GROUP4-4	2	2	2	3	2	7	8
MCL-40	2	2	2	3	2	7	8
GROUP7-13	1	1	4	7	7	1	4
UNMC-20	4	4	4	2	2	1	6
UNMC-69	4	4	4	7	7	9	4
SPECS-3158	2	3	3	6	5	8	9
IA4227	2	3	3	6	5	8	9
GROUP6-4	1	4	4	1	1	1	6
GROUP6-3	2	4	4	2	2	1	6
UNMC-28	1	3	1	2	1	1	1
SPECS-3157	4	4	4	7	7	9	4
MCL-39	2	2	2	2	2	1	2
MCL-42	3	5	5	5	4	4	10
UNMC-90	2	4	2	3	8	1	3
UNMC-48	4	4	4	7	7	9	4
GROUP7-6	2	2	2	5	2	6	2
GROUP5-4	4	4	4	7	7	9	4
IA68	4	4	4	7	7	9	4
GROUP7-11	1	1	1	7	7	9	4
UNMC-6	4	2	2	3	2	7	8
SC86-6	3	5	5	5	4	4	10
IA4885	3	5	2	5	4	4	10
UNMC-55	1	1	4	5	7	9	4
UNMC-47	3	3	3	4	3	3	5
UNMC-87	3	3	3	4	3	3	5
GROUP7-9	3	3	3	3	2	7	8
GROUP7-20	3	3	4	5	6	6	5
GROUP5-10	3	5	3	6	5	5	5
UNMC-64	1	1	1	1	5	6	4
IA2745	1	1	1	1	1	2	1
HUMC4	3	3	4	5	6	6	5
UNMC-79-C1	3	5	3	5	4	4	5
IA2084	1	1	1	1	6	6	1
IA4203	3	3	3	6	6	5	5
IA1147	4	4	4	7	7	9	4
UNMC-61	2	3	3	6	5	8	9
MCL-128	1	1	1	1	1	2	1
GROUP7-14	1	2	2	3	2	4	3
GROUP4-6	4	4	4	7	7	9	4
GROUP7-2	1	1	1	1	8	2	3
HUMC5	2	2	2	3	2	7	8
MCL-35	1	1	1	1	1	2	1
MCL-75	2	2	3	3	5	7	2
UNMC-24	3	5	2	5	4	4	10
M47-023	3	5	5	5	4	4	10
UNMC-86	2	3	3	4	3	3	9
GROUP5-1	2	5	3	6	5	5	7
GROUP5-5	2	2	2	3	2	7	8
UNMC-8	1	1	1	1	1	2	4
GROUP6-1	1	1	1	1	1	5	1
UNMC-23	1	1	1	1	1	2	1
MCL-71	1	1	1	1	1	2	1
IA4289	3	5	3	4	3	3	9
S08-1	2	3	3	3	4	8	9
UNMC-84	3	5	2	5	4	4	10
SC02-11	4	3	4	6	7	9	4
UNMC-44	1	1	1	1	1	2	1
M47-022	3	5	2	5	4	4	10
BC04	3	5	5	5	4	4	10
HUMC-9	2	5	3	6	5	5	7
GROUP7-22	2	5	3	6	5	5	7
M47-3	1	2	3	4	3	5	6
UNMC-51	3	5	5	5	4	4	10
GROUP4-3	2	3	3	4	3	3	9
WCM045	3	3	3	6	5	8	9
UNMC-31	1	4	4	7	8	1	3
GROUP7-5	3	3	3	4	3	8	9
GROUP4-8	3	3	3	4	6	3	5
UNMC-97	1	4	4	7	7	1	3
HUMC1	3	3	3	4	3	3	5
MCL-61	3	4	4	7	8	1	3
S87-4	2	3	3	4	3	8	9
UNMC-85	3	5	2	6	3	5	7
SC08-2	2	5	3	6	3	8	7
S06-166	2	3	3	6	5	8	9
IA2334	2	3	3	4	3	3	9
MCL-122	2	3	3	4	3	3	9
GROUP5-3	1	1	1	1	1	2	1
GROUP5-7	1	1	1	1	1	2	1
S89-9	2	3	3	6	5	8	9
GROUP4-5	1	1	1	7	8	1	3
M47-025	2	2	2	3	2	7	8
IA834	2	2	2	3	2	7	8
HUMC-12	1	4	4	7	8	1	3
UNMC-88	1	1	1	1	1	2	3
GROUP4-11	2	3	3	4	5	9	4
UNMC-39	1	4	4	7	8	1	3
MCL-25	4	4	3	7	7	9	4
HUMC-10	4	3	4	6	5	9	4
GROUP7-19	4	4	4	7	7	9	4
GROUP5-8	2	5	6	6	3	5	7
SPECS-3164	3	5	5	5	4	4	10
UNMC-71-A5	3	5	3	6	5	5	5
MCL-24	1	1	1	1	1	2	1
UNMC-37	1	1	1	1	1	2	1
IA-02	4	1	1	1	7	9	4
GROUP7-3	4	4	4	7	7	9	4
S03-8	3	5	3	4	3	3	9
GROUP5-2	1	4	4	7	8	1	3
GROUP4-10	1	4	4	2	7	1	6
MCL-45	1	2	2	3	2	7	8
MCL-109	1	1	1	1	1	2	1
SC01-10	2	3	3	6	5	8	1
WCM041	2	3	3	6	5	8	9
MCL-146	3	5	3	4	3	3	9
MCL-126	2	3	3	3	5	8	9
