membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	1	1	2	2
HUMC-8	1	1	1	2	2	3	1
UNMC-81	2	2	2	3	3	4	3
UNMC-18	1	1	1	1	1	5	1
HUMC-7	2	3	3	4	3	6	4
UNMC-16	1	1	1	2	1	2	2
UNMC-7	3	4	4	5	3	7	5
S92-5	1	5	2	4	4	5	6
UNMC-33	4	1	5	6	2	4	4
WCM062	1	1	1	1	1	2	2
GROUP4-9	1	1	5	2	2	3	2
UNMC-68-A2	3	3	3	4	5	7	7
M47-024	3	4	4	5	3	7	2
SPECS-3163	3	3	3	4	3	7	7
UNMC-5	1	1	1	2	1	2	2
S94-7	2	3	3	4	3	7	7
GROUP7-1	1	1	5	2	2	3	2
M47-027	1	1	5	2	2	3	2
SPECS-3155	3	3	3	4	3	7	7
GROUP7-15	1	4	6	1	6	1	8
WCM032	2	5	6	3	5	4	6
HUMC3	1	1	1	1	1	2	2
IA04	4	5	5	6	5	8	2
HUMC-15	2	2	2	7	7	5	9
IA1857	1	1	5	3	4	4	2
GROUP6-2	2	2	2	3	7	4	9
GROUP5-9	4	5	5	6	4	8	6
GROUP4-2	1	1	5	2	2	3	2
UNMC-62	2	3	2	4	4	5	9
SPECS-1917	2	3	3	4	3	7	9
IA2852	4	5	5	2	2	3	4
MCL-38	1	4	6	1	6	1	8
GROUP5-6	1	1	5	2	2	3	2
MCL-138	2	2	2	7	7	5	9
GROUP4-7	2	2	2	7	7	5	9
MCL-98	1	4	6	1	6	1	8
GROUP7-17	1	1	5	2	2	3	2
M47-029	4	5	5	2	5	8	2
M22-51	1	1	5	2	2	3	2
HUMC-6	1	1	1	2	2	2	1
S03-3	1	1	1	1	1	2	1
MCL-14	1	1	5	4	4	7	6
MCL-37	4	5	5	6	5	8	10
MCL-33	2	2	2	7	7	5	9
IA2268	2	1	5	7	2	5	9
GROUP4-1	1	1	5	2	2	3	2
GROUP4-4	4	1	5	2	2	3	2
MCL-40	4	5	5	6	5	8	10
GROUP7-13	1	1	1	1	1	2	3
UNMC-20	4	5	5	6	5	8	10
UNMC-69	2	2	2	7	7	5	9
SPECS-3158	2	2	4	7	7	7	10
IA4227	2	5	2	6	5	6	10
GROUP6-4	2	2	2	7	7	5	9
GROUP6-3	2	2	2	7	7	5	9
UNMC-28	1	1	6	1	6	1	8
SPECS-3157	2	2	2	7	7	5	9
MCL-39	1	1	5	2	2	3	2
MCL-42	3	4	4	5	3	7	5
UNMC-90	1	1	1	1	1	2	1
UNMC-48	4	5	5	6	5	8	10
GROUP7-6	4	1	5	6	2	3	4
GROUP5-4	2	2	2	3	7	4	3
IA68	2	2	4	3	7	9	5
GROUP7-11	2	2	2	3	7	4	3
UNMC-6	1	1	5	3	4	4	2
SC86-6	3	4	5	6	8	9	5
IA4885	3	4	4	5	8	9	5
UNMC-55	3	4	4	5	8	9	5
UNMC-47	4	5	3	6	4	6	4
UNMC-87	2	5	2	6	5	6	10
GROUP7-9	2	5	2	6	5	6	10
GROUP7-20	3	3	3	4	3	7	7
GROUP5-10	3	3	3	4	3	7	7
UNMC-64	1	1	1	1	1	2	2
IA2745	1	1	5	2	2	3	2
HUMC4	3	3	3	4	3	7	4
UNMC-79-C1	3	3	4	5	3	7	10
IA2084	2	5	2	6	5	6	10
IA4203	4	5	5	6	5	8	10
IA1147	2	2	2	3	7	4	9
UNMC-61	2	2	2	7	7	5	9
MCL-128	1	4	6	1	6	1	8
GROUP7-14	1	4	4	5	8	9	5
GROUP4-6	2	2	2	3	7	4	3
GROUP7-2	1	1	1	1	6	2	1
HUMC5	1	1	5	2	2	3	2
MCL-35	1	4	6	1	6	1	8
MCL-75	2	2	2	7	7	5	9
UNMC-24	3	4	4	6	4	9	5
M47-023	4	5	4	6	4	9	5
UNMC-86	1	1	5	2	4	3	4
GROUP5-1	3	3	3	4	3	7	7
GROUP5-5	3	3	3	4	2	3	4
UNMC-8	2	2	2	5	3	4	3
GROUP6-1	1	4	6	1	6	1	8
UNMC-23	1	4	6	1	6	1	7
MCL-71	1	4	6	1	6	1	8
IA4289	3	4	6	6	5	4	7
S08-1	3	4	4	5	8	9	5
UNMC-84	1	4	4	5	8	9	5
SC02-11	2	2	2	3	7	5	3
UNMC-44	4	5	5	6	5	8	10
M47-022	3	4	4	5	8	9	5
BC04	3	4	4	5	8	9	5
HUMC-9	3	4	6	3	5	6	6
GROUP7-22	4	5	5	6	4	8	6
M47-3	1	1	5	4	4	9	6
UNMC-51	3	4	4	5	8	9	5
GROUP4-3	4	5	3	6	4	6	4
WCM045	2	3	3	4	3	7	9
UNMC-31	1	1	1	3	1	2	1
GROUP7-5	2	3	3	4	3	6	4
GROUP4-8	2	3	2	4	3	6	4
UNMC-97	2	2	1	3	7	2	1
HUMC1	2	3	3	4	3	6	4
MCL-61	1	1	1	4	1	2	1
S87-4	3	3	3	4	3	7	7
UNMC-85	4	5	5	4	4	8	6
SC08-2	4	5	5	4	4	8	6
S06-166	3	3	4	5	3	7	10
IA2334	4	5	5	6	4	3	4
MCL-122	4	5	5	6	4	3	4
GROUP5-3	3	3	3	4	3	7	4
GROUP5-7	1	3	3	4	3	7	4
S89-9	3	3	3	4	3	7	7
GROUP4-5	1	1	1	1	1	2	1
M47-025	1	1	5	2	2	3	2
IA834	1	1	5	2	2	3	2
HUMC-12	2	2	1	7	7	2	9
UNMC-88	1	1	1	1	1	2	1
GROUP4-11	2	5	2	6	5	4	10
UNMC-39	1	1	1	1	1	2	1
MCL-25	2	2	2	3	4	4	6
HUMC-10	2	2	2	3	7	4	3
GROUP7-19	2	2	2	3	7	4	3
GROUP5-8	1	1	5	2	2	3	2
SPECS-3164	4	5	5	6	5	8	10
UNMC-71-A5	4	5	5	6	5	8	10
MCL-24	1	4	6	1	6	1	8
UNMC-37	1	4	6	1	6	1	8
IA-02	1	1	2	3	7	4	2
GROUP7-3	2	2	1	3	7	4	1
S03-8	2	1	2	3	4	4	4
GROUP5-2	1	1	1	1	1	2	1
GROUP4-10	2	2	2	7	7	5	9
MCL-45	2	2	2	7	7	5	9
MCL-109	1	4	6	1	6	1	8
SC01-10	1	4	6	1	6	1	8
WCM041	3	3	3	4	3	7	7
MCL-146	2	1	2	3	4	4	4
MCL-126	4	5	5	6	5	8	10
