membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	1	2	2	2	2	2
HUMC-8	3	2	3	3	3	3	1
UNMC-81	1	1	2	4	1	1	3
UNMC-18	1	1	1	2	2	2	4
HUMC-7	3	2	3	5	4	4	5
UNMC-16	3	3	1	5	4	4	5
UNMC-7	4	4	4	4	5	5	3
S92-5	4	4	5	6	6	6	6
UNMC-33	3	5	3	3	7	4	7
WCM062	3	3	1	5	4	4	1
GROUP4-9	3	2	3	5	3	4	5
UNMC-68-A2	2	4	4	4	7	5	7
M47-024	2	4	4	4	5	5	3
SPECS-3163	3	5	6	4	4	5	5
UNMC-5	3	3	1	5	4	4	5
S94-7	3	2	3	5	4	5	5
GROUP7-1	3	2	3	5	3	4	5
M47-027	3	2	3	5	3	4	5
SPECS-3155	4	4	6	4	5	5	3
GROUP7-15	1	1	2	7	1	1	4
WCM032	2	5	5	6	6	7	6
HUMC3	3	3	1	5	4	4	1
IA04	2	2	3	2	4	7	8
HUMC-15	3	5	6	2	7	3	9
IA1857	3	2	3	5	4	1	5
GROUP6-2	4	4	6	4	5	5	3
GROUP5-9	4	4	5	6	6	6	6
GROUP4-2	3	2	3	5	4	4	5
UNMC-62	3	2	3	5	4	4	5
SPECS-1917	3	2	6	4	5	5	3
IA2852	3	4	5	6	7	8	10
MCL-38	1	1	2	7	1	1	4
GROUP5-6	3	2	3	5	4	4	5
MCL-138	2	5	1	2	2	2	2
GROUP4-7	3	2	3	5	4	4	5
MCL-98	1	1	2	7	1	1	4
GROUP7-17	3	2	3	5	3	4	5
M47-029	3	2	3	5	7	4	8
M22-51	3	2	3	5	4	4	5
HUMC-6	3	5	1	5	2	9	5
S03-3	1	3	1	1	4	9	1
MCL-14	3	4	5	6	6	6	10
MCL-37	3	2	6	5	4	3	9
MCL-33	2	5	1	2	2	2	2
IA2268	3	2	3	5	3	4	5
GROUP4-1	1	2	3	5	4	4	5
GROUP4-4	3	2	3	5	7	4	8
MCL-40	3	2	3	5	3	4	5
GROUP7-13	1	3	1	5	4	9	1
UNMC-20	1	2	2	5	4	4	5
UNMC-69	2	5	1	2	2	2	2
SPECS-3158	4	2	6	4	5	5	3
IA4227	2	5	1	2	2	2	2
GROUP6-4	1	1	2	1	1	1	4
GROUP6-3	3	2	3	5	4	4	5
UNMC-28	1	3	1	1	4	5	1
SPECS-3157	2	5	1	2	2	2	2
MCL-39	3	2	3	5	4	4	5
MCL-42	4	4	6	4	5	3	9
UNMC-90	3	3	1	1	4	9	1
UNMC-48	3	2	3	5	4	4	8
GROUP7-6	3	2	3	5	4	4	5
GROUP5-4	2	3	4	3	8	5	7
IA68	3	5	6	3	3	3	9
GROUP7-11	1	1	2	7	1	1	4
UNMC-6	3	2	3	3	3	4	5
SC86-6	4	5	5	6	7	8	8
IA4885	3	2	3	5	3	3	9
UNMC-55	4	5	2	3	3	3	9
UNMC-47	4	4	4	4	7	8	7
UNMC-87	2	5	1	2	2	2	2
GROUP7-9	3	5	3	5	3	4	5
GROUP7-20	4	5	4	3	7	8	7
