membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	2	2	2
HUMC-8	2	3	3	3	3	3	3
UNMC-81	3	4	4	2	4	4	4
UNMC-18	3	1	1	1	1	5	1
HUMC-7	3	2	5	2	2	4	5
UNMC-16	4	4	6	4	5	6	6
UNMC-7	3	4	4	2	4	7	7
S92-5	3	5	6	5	6	2	2
UNMC-33	3	2	5	6	7	1	5
WCM062	2	3	3	6	5	8	8
GROUP4-9	2	3	3	3	3	3	9
UNMC-68-A2	2	3	3	6	5	8	8
M47-024	3	5	2	2	5	7	2
SPECS-3163	2	3	3	6	5	8	8
UNMC-5	2	3	3	6	5	8	8
S94-7	2	4	3	6	5	8	8
GROUP7-1	2	3	3	3	3	3	9
M47-027	2	3	3	3	5	3	9
SPECS-3155	2	3	1	1	1	5	1
GROUP7-15	1	1	1	1	1	5	1
WCM032	3	5	2	5	2	2	2
HUMC3	2	1	3	7	5	9	3
IA04	2	3	3	6	7	1	5
HUMC-15	4	4	5	6	4	3	7
IA1857	2	3	3	3	1	3	8
GROUP6-2	4	4	6	4	4	6	6
GROUP5-9	3	5	2	5	6	2	2
GROUP4-2	4	1	6	3	5	3	1
UNMC-62	2	4	3	6	5	8	8
SPECS-1917	2	3	3	6	5	8	2
IA2852	3	3	3	6	7	1	10
MCL-38	1	1	1	1	1	5	1
GROUP5-6	2	3	3	6	5	8	8
MCL-138	4	4	6	4	4	6	3
GROUP4-7	3	4	5	6	5	1	5
MCL-98	1	1	1	1	1	5	1
GROUP7-17	2	3	3	3	3	3	9
M47-029	3	3	5	6	7	1	5
M22-51	2	3	3	6	5	8	8
HUMC-6	2	3	3	6	5	8	8
S03-3	2	1	2	7	5	9	3
MCL-14	3	5	2	7	2	4	3
MCL-37	2	3	5	6	5	1	8
MCL-33	3	2	5	6	7	1	5
IA2268	2	3	3	3	5	6	6
GROUP4-1	4	4	6	3	5	6	6
GROUP4-4	2	3	3	3	3	3	9
MCL-40	2	3	5	3	3	3	9
GROUP7-13	1	1	1	7	8	9	3
UNMC-20	4	4	6	4	5	1	4
UNMC-69	4	4	6	4	4	6	6
SPECS-3158	2	4	3	6	5	6	8
IA4227	3	2	5	6	7	1	5
GROUP6-4	1	1	1	4	4	6	6
GROUP6-3	2	4	6	4	5	6	6
UNMC-28	1	1	1	1	1	9	2
SPECS-3157	4	4	6	4	4	6	6
MCL-39	2	3	3	3	5	8	8
MCL-42	3	4	4	2	4	7	7
UNMC-90	2	3	3	7	8	9	3
UNMC-48	3	2	5	6	7	1	5
GROUP7-6	2	3	3	6	5	1	8
GROUP5-4	4	1	6	7	2	9	4
IA68	3	4	4	2	4	4	4
GROUP7-11	1	1	1	1	1	5	1
UNMC-6	2	3	3	3	3	3	8
SC86-6	3	4	4	2	4	3	7
IA4885	2	4	3	3	3	3	7
UNMC-55	3	4	4	2	4	3	5
UNMC-47	3	2	5	6	7	1	5
UNMC-87	3	2	5	2	2	4	5
GROUP7-9	2	3	3	3	3	3	9
GROUP7-20	3	2	4	2	2	4	4
GROUP5-10	3	5	4	2	2	4	4
UNMC-64	1	1	1	7	1	5	1
IA2745	1	1	1	1	1	4	1
HUMC4	3	2	4	2	2	4	4
UNMC-79-C1	3	2	5	2	2	7	5
IA2084	3	2	5	2	2	4	5
IA4203	3	2	5	2	2	4	5
IA1147	4	4	6	4	4	6	6
UNMC-61	4	4	6	4	4	4	6
MCL-128	1	1	1	1	1	5	1
GROUP7-14	1	3	3	3	3	3	9
GROUP4-6	4	5	1	7	8	3	8
GROUP7-2	1	1	1	7	1	9	3
HUMC5	2	3	3	3	3	3	9
MCL-35	1	1	1	1	1	5	1
MCL-75	4	4	6	4	4	6	6
UNMC-24	2	4	2	3	3	3	10
M47-023	2	3	3	3	3	3	9
UNMC-86	2	5	2	5	6	2	10
GROUP5-1	3	5	2	5	6	2	2
GROUP5-5	2	3	3	3	3	3	9
UNMC-8	1	1	1	1	8	7	2
GROUP6-1	1	1	2	5	6	2	10
UNMC-23	1	1	1	1	1	5	2
MCL-71	1	1	1	1	1	5	1
IA4289	3	5	2	5	6	2	2
S08-1	2	3	3	3	3	3	9
UNMC-84	2	3	3	3	3	3	9
SC02-11	4	4	6	4	4	6	7
UNMC-44	1	1	1	1	1	5	1
M47-022	3	4	4	2	4	3	4
BC04	3	4	4	2	4	3	7
HUMC-9	3	5	2	5	6	2	2
GROUP7-22	3	5	2	5	6	2	2
M47-3	1	5	4	3	6	4	10
UNMC-51	2	4	4	3	4	3	9
GROUP4-3	3	2	5	6	7	1	5
WCM045	3	4	3	6	5	8	5
UNMC-31	1	1	1	7	8	9	3
GROUP7-5	1	5	4	2	2	4	4
GROUP4-8	3	2	5	2	2	4	2
UNMC-97	1	1	1	7	8	9	3
HUMC1	2	3	3	3	5	8	8
MCL-61	1	1	1	7	8	9	3
S87-4	2	5	2	6	6	2	10
UNMC-85	2	3	3	7	6	2	2
SC08-2	3	5	3	5	6	2	2
S06-166	2	3	3	6	5	8	2
IA2334	3	2	5	6	7	1	5
MCL-122	4	5	2	6	6	2	10
GROUP5-3	1	1	1	7	1	5	4
GROUP5-7	1	1	1	1	1	5	1
S89-9	3	5	2	5	6	2	2
GROUP4-5	1	1	1	7	8	9	3
M47-025	2	3	3	3	5	2	9
IA834	2	3	3	3	3	3	9
HUMC-12	1	1	1	7	8	9	3
UNMC-88	1	1	1	7	8	9	3
GROUP4-11	3	5	2	7	2	4	3
UNMC-39	2	1	2	7	8	9	3
MCL-25	4	4	6	4	2	6	6
HUMC-10	1	1	1	2	8	7	7
GROUP7-19	4	4	6	4	4	6	6
GROUP5-8	4	5	2	5	6	2	10
SPECS-3164	3	2	5	6	7	1	5
UNMC-71-A5	3	2	5	2	7	1	5
MCL-24	1	1	1	1	1	5	1
UNMC-37	1	1	1	1	1	5	1
IA-02	1	1	6	3	3	3	9
GROUP7-3	1	1	1	7	8	9	3
S03-8	3	5	2	6	2	4	10
GROUP5-2	2	1	1	7	8	8	3
GROUP4-10	4	4	6	4	4	6	6
MCL-45	1	3	1	3	3	3	9
MCL-109	1	1	1	1	1	5	1
SC01-10	3	1	2	6	5	8	2
WCM041	3	2	5	6	7	1	5
MCL-146	3	2	5	6	7	1	5
MCL-126	2	3	3	6	5	8	2
