membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	1	2	2	1	2	2
HUMC-8	2	1	2	2	1	3	3
UNMC-81	3	2	3	3	2	4	4
UNMC-18	2	3	2	2	3	1	3
HUMC-7	2	1	2	2	1	2	5
UNMC-16	2	1	2	2	1	2	5
UNMC-7	3	4	4	4	4	5	6
S92-5	3	3	2	3	1	2	7
UNMC-33	4	3	5	5	5	1	1
WCM062	2	1	2	2	1	2	5
GROUP4-9	2	1	6	2	6	3	8
UNMC-68-A2	4	1	4	4	4	5	2
M47-024	3	4	4	4	4	5	6
SPECS-3163	4	1	4	4	4	5	6
UNMC-5	2	1	2	2	1	2	5
S94-7	2	1	4	4	4	5	6
GROUP7-1	2	1	6	2	6	3	8
M47-027	2	1	6	2	6	3	8
SPECS-3155	3	4	4	4	4	5	6
GROUP7-15	3	5	1	1	7	6	2
WCM032	3	3	1	3	1	4	2
HUMC3	2	1	2	2	1	2	5
IA04	4	3	5	5	3	1	1
HUMC-15	3	2	5	5	3	1	1
IA1857	1	1	2	2	1	7	5
GROUP6-2	3	2	3	6	5	8	4
GROUP5-9	4	3	5	5	3	1	1
GROUP4-2	2	1	2	2	1	2	5
UNMC-62	3	1	2	2	1	2	5
SPECS-1917	2	4	4	4	4	5	6
IA2852	4	3	5	5	3	7	1
MCL-38	1	5	1	1	7	6	9
GROUP5-6	2	1	2	2	1	2	5
MCL-138	1	2	3	3	1	2	3
GROUP4-7	4	3	5	5	3	1	1
MCL-98	1	1	1	1	7	6	9
GROUP7-17	2	1	6	2	6	3	8
M47-029	4	3	5	5	3	1	1
M22-51	2	1	2	2	1	2	5
HUMC-6	2	1	2	2	1	2	3
S03-3	1	1	2	2	1	2	3
MCL-14	3	3	2	7	8	2	7
MCL-37	4	2	4	3	3	2	5
MCL-33	4	2	5	5	3	1	1
IA2268	2	1	6	2	6	3	5
GROUP4-1	2	1	2	2	1	2	5
GROUP4-4	2	1	6	2	6	3	8
MCL-40	4	3	5	5	3	1	1
GROUP7-13	1	2	2	2	1	8	4
UNMC-20	2	3	2	2	1	2	5
UNMC-69	3	2	3	6	5	8	4
SPECS-3158	3	4	4	4	4	5	6
IA4227	4	3	5	5	3	1	1
GROUP6-4	1	1	1	2	7	6	3
GROUP6-3	2	1	2	2	1	2	5
UNMC-28	1	1	1	2	1	5	5
SPECS-3157	3	2	3	6	5	8	4
MCL-39	2	1	2	2	6	2	5
MCL-42	3	2	4	3	2	4	6
UNMC-90	2	1	2	2	1	2	3
UNMC-48	4	3	5	5	3	1	1
GROUP7-6	4	3	5	5	1	2	5
GROUP5-4	3	2	3	6	5	8	4
IA68	3	2	3	3	2	4	4
GROUP7-11	3	2	3	6	5	8	4
UNMC-6	2	1	6	2	6	3	8
SC86-6	4	3	5	3	3	7	10
IA4885	2	1	6	2	2	3	10
UNMC-55	3	2	3	6	2	4	4
UNMC-47	4	3	5	5	3	1	1
UNMC-87	4	3	5	5	3	1	1
GROUP7-9	2	1	6	2	6	3	8
GROUP7-20	3	4	4	4	4	3	2
GROUP5-10	3	4	4	4	4	5	2
UNMC-64	1	1	1	2	1	2	3
IA2745	2	1	2	2	1	2	5
HUMC4	3	1	4	4	7	3	2
UNMC-79-C1	3	4	4	4	4	5	6
IA2084	4	5	1	1	7	6	9
IA4203	4	3	5	5	4	5	1
IA1147	3	2	3	6	5	8	4
UNMC-61	3	2	2	3	1	5	7
MCL-128	1	5	1	1	7	6	9
GROUP7-14	2	1	6	2	6	3	8
GROUP4-6	3	2	3	6	5	8	4
GROUP7-2	1	1	2	2	1	2	9
HUMC5	2	1	6	2	6	3	8
MCL-35	2	5	1	1	7	6	9
MCL-75	3	2	3	3	5	4	10
UNMC-24	3	1	6	3	2	4	10
M47-023	4	1	6	3	6	3	8
UNMC-86	3	3	2	7	8	7	2
GROUP5-1	3	4	4	4	4	5	2
GROUP5-5	4	1	6	2	6	9	2
UNMC-8	3	2	3	4	4	9	4
GROUP6-1	4	5	1	7	8	9	2
UNMC-23	1	5	1	1	7	6	2
MCL-71	4	5	1	1	7	6	9
IA4289	4	5	1	7	8	9	2
S08-1	3	1	6	2	6	3	8
UNMC-84	2	1	6	2	6	3	8
SC02-11	3	2	3	6	5	8	4
UNMC-44	4	3	5	5	3	1	1
M47-022	3	2	6	3	2	4	10
BC04	3	2	3	3	2	4	10
HUMC-9	3	3	1	3	1	4	2
GROUP7-22	4	3	5	5	3	1	1
M47-3	3	1	5	7	7	3	2
UNMC-51	3	1	6	3	2	4	10
GROUP4-3	4	3	5	7	8	7	2
WCM045	4	3	5	5	4	1	1
UNMC-31	1	1	2	2	1	2	3
GROUP7-5	3	1	4	4	7	3	2
GROUP4-8	4	3	3	6	5	8	4
UNMC-97	1	2	2	6	1	8	4
HUMC1	2	1	2	2	1	2	5
MCL-61	1	1	2	2	1	2	3
S87-4	3	4	4	4	4	5	2
UNMC-85	2	1	6	2	6	3	8
SC08-2	3	3	2	7	8	7	2
S06-166	3	4	4	4	4	5	6
IA2334	4	3	5	7	8	7	2
MCL-122	4	3	3	7	5	7	2
GROUP5-3	2	1	2	3	1	2	7
GROUP5-7	3	5	4	1	7	6	2
S89-9	3	4	4	4	4	5	6
GROUP4-5	1	1	2	2	1	2	3
M47-025	2	1	6	2	6	3	8
IA834	2	1	6	2	6	3	8
HUMC-12	1	1	2	2	1	2	3
UNMC-88	1	1	2	2	1	2	3
GROUP4-11	3	2	3	6	5	8	4
UNMC-39	1	1	2	2	1	2	3
MCL-25	3	3	2	6	5	8	4
HUMC-10	3	2	3	6	5	5	4
GROUP7-19	3	2	3	6	5	8	4
GROUP5-8	4	1	2	7	8	9	2
SPECS-3164	4	3	5	5	3	7	1
UNMC-71-A5	4	3	5	5	4	5	1
MCL-24	1	5	1	1	7	6	9
UNMC-37	1	5	1	1	7	6	9
IA-02	1	2	3	6	5	8	4
GROUP7-3	3	2	3	6	5	8	4
S03-8	4	3	3	6	5	8	4
GROUP5-2	1	1	2	2	1	2	3
GROUP4-10	3	2	3	3	5	4	10
MCL-45	2	1	6	2	6	3	8
MCL-109	1	5	1	1	7	6	9
SC01-10	1	4	1	1	4	5	9
WCM041	4	3	5	5	4	5	1
MCL-146	4	3	5	5	3	1	1
MCL-126	4	3	5	5	3	1	1
