membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	1	1	2	2	2	1
HUMC-8	3	2	2	3	3	3	1
UNMC-81	4	3	3	4	4	4	2
UNMC-18	1	1	1	2	5	2	3
HUMC-7	2	1	4	2	5	5	4
UNMC-16	2	2	5	3	2	3	5
UNMC-7	4	4	6	4	6	4	2
S92-5	2	4	6	5	7	4	6
UNMC-33	2	1	3	2	4	5	7
WCM062	3	2	2	3	2	6	1
GROUP4-9	3	2	2	3	3	3	8
UNMC-68-A2	3	2	2	3	3	3	9
M47-024	3	2	6	3	3	4	2
SPECS-3163	3	2	2	3	3	3	9
UNMC-5	2	1	2	3	2	6	1
S94-7	3	2	2	3	3	3	9
GROUP7-1	3	2	2	3	3	3	8
M47-027	3	2	2	3	3	3	8
SPECS-3155	3	2	2	3	3	3	9
GROUP7-15	1	5	1	1	1	1	3
WCM032	4	4	6	5	3	7	7
HUMC3	3	2	2	3	2	6	1
IA04	2	3	4	3	3	8	4
HUMC-15	4	3	6	4	6	4	2
IA1857	2	3	4	3	3	8	9
GROUP6-2	4	3	3	6	4	7	7
GROUP5-9	3	4	6	5	8	9	6
GROUP4-2	1	5	5	3	3	3	5
UNMC-62	2	3	4	3	7	8	9
SPECS-1917	3	2	2	3	3	3	9
IA2852	2	1	4	3	3	8	4
MCL-38	1	5	1	1	1	1	3
GROUP5-6	2	2	2	3	3	3	5
MCL-138	4	3	4	2	5	2	4
GROUP4-7	2	3	2	3	4	8	8
MCL-98	1	5	1	1	1	1	3
GROUP7-17	3	2	2	3	3	3	8
M47-029	2	3	2	3	3	8	8
M22-51	3	2	2	3	3	3	5
HUMC-6	2	1	4	3	2	6	1
S03-3	3	2	6	3	2	6	1
MCL-14	3	2	6	5	8	6	1
MCL-37	4	3	6	3	3	4	2
MCL-33	1	3	4	2	5	2	4
IA2268	3	2	2	3	3	3	8
GROUP4-1	1	5	5	3	3	3	5
GROUP4-4	2	2	2	3	3	3	8
MCL-40	3	2	2	3	3	3	8
GROUP7-13	4	2	1	6	2	6	7
UNMC-20	1	5	5	3	3	3	5
UNMC-69	4	3	4	6	4	7	4
SPECS-3158	3	2	6	3	3	4	2
IA4227	2	3	4	2	5	2	4
GROUP6-4	1	5	1	1	4	1	3
GROUP6-3	4	3	1	3	4	8	2
UNMC-28	1	5	1	1	2	1	1
SPECS-3157	2	3	4	6	4	7	4
MCL-39	2	2	2	3	3	3	5
MCL-42	4	3	6	4	6	4	2
UNMC-90	3	2	2	3	3	6	1
UNMC-48	2	3	4	3	4	7	7
GROUP7-6	2	1	2	3	3	3	8
GROUP5-4	4	3	3	6	4	7	7
IA68	4	3	3	4	4	4	2
GROUP7-11	1	5	3	1	1	7	7
UNMC-6	4	3	3	6	4	8	8
SC86-6	1	1	1	2	6	4	2
IA4885	4	3	6	4	6	4	2
UNMC-55	4	3	3	4	4	7	2
UNMC-47	2	1	4	2	5	5	4
UNMC-87	2	1	4	2	5	5	4
GROUP7-9	1	1	2	2	3	2	4
GROUP7-20	2	1	5	7	5	5	4
