membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	1	2	2	2	1
HUMC-8	3	3	2	1	3	3	2
UNMC-81	2	2	2	3	4	4	3
UNMC-18	3	2	1	4	1	3	1
HUMC-7	2	2	2	3	5	5	4
UNMC-16	3	4	2	3	5	3	4
UNMC-7	2	2	2	3	4	1	5
S92-5	3	2	3	5	6	6	6
UNMC-33	2	5	3	1	2	5	2
WCM062	3	4	4	1	1	3	7
GROUP4-9	3	4	5	1	3	3	7
UNMC-68-A2	3	4	3	5	6	6	7
M47-024	1	1	3	1	5	6	5
SPECS-3163	3	4	5	1	6	3	7
UNMC-5	3	4	5	1	1	3	7
S94-7	3	4	5	1	3	3	7
GROUP7-1	3	4	5	1	3	3	7
M47-027	3	4	5	1	3	3	7
SPECS-3155	3	4	5	1	3	3	7
GROUP7-15	2	1	1	6	1	7	8
WCM032	2	2	3	7	6	4	3
HUMC3	3	4	4	1	1	3	7
IA04	3	2	5	2	2	2	9
HUMC-15	3	3	6	4	7	8	10
IA1857	3	4	5	1	3	3	7
GROUP6-2	3	3	6	4	7	8	10
GROUP5-9	3	2	3	5	6	6	6
GROUP4-2	3	4	5	1	3	3	7
UNMC-62	3	4	5	4	3	3	7
SPECS-1917	3	4	3	5	6	6	7
IA2852	3	4	5	1	3	3	7
MCL-38	1	1	1	6	1	1	8
GROUP5-6	3	4	5	1	3	3	7
MCL-138	4	3	6	7	7	2	1
GROUP4-7	3	4	5	4	3	3	10
MCL-98	1	1	1	6	1	1	8
GROUP7-17	3	4	5	1	3	3	7
M47-029	3	4	5	1	3	3	7
M22-51	3	4	5	1	3	3	7
HUMC-6	1	3	5	1	3	3	7
S03-3	1	3	4	1	1	3	1
MCL-14	3	2	3	5	6	6	6
MCL-37	2	5	2	3	4	1	5
MCL-33	4	3	6	7	7	2	1
IA2268	3	4	5	4	3	3	10
GROUP4-1	3	4	5	5	6	6	7
GROUP4-4	3	4	5	1	3	3	7
MCL-40	3	4	5	1	3	3	7
GROUP7-13	1	3	4	1	1	3	1
UNMC-20	3	4	5	1	3	4	3
UNMC-69	4	3	6	4	7	8	10
SPECS-3158	3	4	5	5	6	6	7
IA4227	4	3	6	7	7	2	1
GROUP6-4	1	3	4	7	1	3	1
GROUP6-3	3	4	5	4	3	3	10
UNMC-28	1	1	1	1	1	1	8
SPECS-3157	4	3	6	7	7	2	10
MCL-39	3	4	5	1	3	3	7
MCL-42	2	5	2	3	4	1	5
UNMC-90	1	3	4	1	1	3	1
UNMC-48	3	4	5	1	3	3	7
GROUP7-6	3	4	5	1	3	3	7
GROUP5-4	3	3	4	1	5	4	1
IA68	2	2	2	3	4	4	3
GROUP7-11	1	1	1	6	1	1	8
UNMC-6	2	1	1	1	4	1	3
SC86-6	2	1	2	3	4	7	3
IA4885	2	5	2	3	4	7	3
UNMC-55	2	5	2	3	4	7	3
UNMC-47	2	2	2	3	6	5	4
UNMC-87	4	2	6	7	5	2	4
GROUP7-9	4	3	6	7	7	2	1
GROUP7-20	2	2	2	3	5	5	4
