membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	1	3	3	2	3	2	3
UNMC-81	3	3	3	3	3	3	4
UNMC-18	1	4	1	1	4	1	1
HUMC-7	4	2	4	4	5	4	5
UNMC-16	2	5	2	5	2	5	3
UNMC-7	3	3	3	3	3	3	4
S92-5	4	2	5	6	6	6	6
UNMC-33	4	2	5	6	6	7	7
WCM062	2	4	2	2	2	2	2
GROUP4-9	2	5	2	5	2	5	3
UNMC-68-A2	2	2	4	6	2	5	2
M47-024	1	4	1	2	2	2	2
SPECS-3163	2	5	2	2	2	5	2
UNMC-5	2	4	2	2	2	2	2
S94-7	2	5	2	5	2	5	3
GROUP7-1	2	5	2	5	2	5	3
M47-027	2	5	2	5	2	5	3
SPECS-3155	1	1	2	1	4	5	2
GROUP7-15	1	1	1	1	4	1	1
WCM032	4	2	6	6	4	4	2
HUMC3	2	4	2	2	2	2	2
IA04	2	2	5	6	7	7	8
HUMC-15	3	3	3	3	3	3	4
IA1857	2	5	5	5	2	7	8
GROUP6-2	2	3	2	5	8	8	9
GROUP5-9	4	2	5	6	6	6	6
GROUP4-2	2	5	2	5	2	5	3
UNMC-62	2	2	5	4	7	7	8
SPECS-1917	2	2	5	4	7	7	8
IA2852	2	5	2	5	2	9	8
MCL-38	1	1	1	1	4	1	1
GROUP5-6	2	5	2	5	2	5	3
MCL-138	1	4	6	7	1	8	10
GROUP4-7	2	5	2	5	2	5	3
MCL-98	1	1	1	1	4	1	1
GROUP7-17	2	5	2	5	2	5	3
M47-029	3	2	5	5	2	7	7
M22-51	2	5	2	5	2	5	3
HUMC-6	2	5	2	5	2	2	3
S03-3	1	4	1	2	1	2	1
MCL-14	4	4	5	6	5	6	6
MCL-37	3	3	3	6	3	3	4
MCL-33	1	4	6	7	1	8	10
IA2268	2	5	2	5	2	5	3
GROUP4-1	2	5	2	5	2	5	3
GROUP4-4	2	5	2	5	2	5	3
MCL-40	4	2	5	6	6	7	7
GROUP7-13	1	4	1	2	1	2	1
UNMC-20	2	5	2	5	2	5	3
UNMC-69	2	4	3	3	1	8	10
SPECS-3158	2	5	2	3	2	3	3
IA4227	4	2	6	7	5	8	10
GROUP6-4	1	4	1	1	1	1	1
GROUP6-3	2	5	2	5	2	5	3
UNMC-28	1	1	1	2	1	2	2
SPECS-3157	4	4	6	7	5	8	10
MCL-39	2	5	2	5	2	5	3
MCL-42	3	3	3	3	3	3	4
UNMC-90	2	4	2	2	2	2	3
UNMC-48	4	2	5	6	6	7	7
GROUP7-6	2	5	2	5	2	5	3
GROUP5-4	4	4	6	7	1	8	9
IA68	3	3	3	3	3	3	4
GROUP7-11	1	1	1	1	4	1	1
UNMC-6	1	1	1	1	7	7	8
SC86-6	3	3	3	3	3	3	4
IA4885	3	3	3	3	3	3	4
UNMC-55	3	3	3	3	3	3	4
UNMC-47	4	2	4	4	5	4	5
UNMC-87	4	2	6	7	5	4	10
GROUP7-9	4	2	6	7	5	8	10
GROUP7-20	4	2	4	4	5	4	5
GROUP5-10	4	2	4	4	5	4	5
UNMC-64	1	4	1	2	2	2	1
IA2745	1	3	1	1	2	1	3
HUMC4	4	2	4	4	5	4	5
UNMC-79-C1	4	3	3	3	3	3	4
IA2084	4	2	6	7	5	4	10
IA4203	4	2	6	4	5	4	5
IA1147	2	3	3	3	8	8	9
UNMC-61	3	3	3	2	8	3	4
MCL-128	1	1	1	1	4	1	1
GROUP7-14	1	1	1	3	3	3	4
GROUP4-6	2	4	4	4	7	5	8
GROUP7-2	1	4	1	2	1	1	1
HUMC5	2	5	2	5	2	5	3
MCL-35	1	1	1	1	4	1	1
MCL-75	2	5	2	2	2	5	2
UNMC-24	3	3	4	3	3	9	4
M47-023	3	3	3	3	3	3	4
UNMC-86	2	2	4	4	7	9	8
GROUP5-1	4	2	5	6	6	6	6
GROUP5-5	2	2	4	6	2	9	3
UNMC-8	1	1	1	7	1	8	10
GROUP6-1	1	1	1	1	7	1	1
UNMC-23	1	1	1	1	4	1	2
MCL-71	1	1	1	1	4	1	1
IA4289	2	2	4	6	7	9	8
S08-1	2	3	3	3	3	3	4
UNMC-84	2	3	3	3	3	3	4
SC02-11	3	3	3	3	3	3	4
UNMC-44	1	1	1	1	4	1	1
M47-022	3	3	3	3	3	3	4
BC04	3	3	3	3	3	3	4
HUMC-9	4	2	5	6	6	6	6
GROUP7-22	4	2	5	6	6	6	6
M47-3	1	1	4	1	7	9	8
UNMC-51	3	3	3	3	3	3	4
GROUP4-3	4	2	4	4	5	4	5
WCM045	2	2	5	4	7	4	2
UNMC-31	1	4	1	2	1	2	1
GROUP7-5	4	2	4	4	5	4	5
GROUP4-8	4	2	6	7	5	4	10
UNMC-97	1	4	6	7	1	2	10
HUMC1	2	4	2	2	2	2	2
MCL-61	1	4	1	2	1	2	1
S87-4	4	2	4	4	7	9	8
UNMC-85	4	2	5	6	6	6	6
SC08-2	4	2	5	6	6	6	6
S06-166	4	3	3	3	3	3	4
IA2334	4	2	4	4	7	6	8
MCL-122	4	2	4	4	7	9	8
GROUP5-3	4	1	1	6	5	1	4
GROUP5-7	1	1	1	1	4	1	1
S89-9	4	2	5	6	6	6	6
GROUP4-5	1	4	1	2	1	2	1
M47-025	4	2	4	4	7	9	8
IA834	2	5	2	5	2	5	3
HUMC-12	1	4	6	7	1	2	3
UNMC-88	1	1	1	2	4	1	1
GROUP4-11	4	2	6	7	5	8	10
UNMC-39	1	4	1	2	1	2	1
MCL-25	4	4	3	7	8	8	9
HUMC-10	1	3	3	3	3	3	4
GROUP7-19	2	1	1	5	8	8	3
GROUP5-8	2	5	2	5	2	5	3
SPECS-3164	4	2	4	4	7	6	8
UNMC-71-A5	4	2	5	6	6	6	6
MCL-24	1	1	1	1	4	1	1
UNMC-37	1	1	1	1	4	1	1
IA-02	2	1	1	1	4	1	3
GROUP7-3	1	4	6	7	1	2	9
S03-8	4	2	4	4	7	6	8
GROUP5-2	2	4	2	2	2	2	3
GROUP4-10	4	4	6	7	8	8	9
MCL-45	1	1	1	1	4	1	1
MCL-109	1	1	1	1	4	1	1
