membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	2	2	2
HUMC-8	2	3	3	3	3	3	3
UNMC-81	3	4	4	4	4	4	4
UNMC-18	1	1	1	1	1	5	1
HUMC-7	4	2	5	2	5	6	2
UNMC-16	2	2	3	5	1	3	5
UNMC-7	3	4	4	6	6	4	4
S92-5	3	4	4	4	5	4	6
UNMC-33	2	3	5	7	7	6	7
WCM062	2	3	3	5	2	2	1
GROUP4-9	2	3	3	3	3	3	3
UNMC-68-A2	4	2	3	5	2	2	8
M47-024	1	2	3	5	2	2	1
SPECS-3163	2	3	3	5	2	2	8
UNMC-5	2	2	3	5	1	3	5
S94-7	2	3	3	5	7	2	8
GROUP7-1	2	3	3	3	3	3	3
M47-027	2	3	3	3	3	3	3
SPECS-3155	2	1	3	5	2	2	1
GROUP7-15	1	1	1	1	8	5	1
WCM032	4	2	6	2	2	2	2
HUMC3	2	3	3	5	1	1	1
IA04	4	3	5	2	7	6	7
HUMC-15	3	4	4	6	6	4	4
IA1857	3	3	6	3	5	7	3
GROUP6-2	4	5	6	4	4	7	9
GROUP5-9	2	3	3	7	7	2	3
GROUP4-2	1	1	1	1	8	3	1
UNMC-62	4	3	5	2	5	6	2
SPECS-1917	2	3	3	5	2	2	8
IA2852	2	3	5	7	7	3	7
MCL-38	1	1	1	1	8	5	1
GROUP5-6	2	2	3	5	1	3	8
MCL-138	4	5	5	4	1	1	5
GROUP4-7	2	3	5	7	7	3	7
MCL-98	1	1	1	1	8	5	1
GROUP7-17	2	3	3	3	3	3	3
M47-029	2	3	5	7	7	6	7
M22-51	2	3	3	5	2	2	8
HUMC-6	2	5	5	7	1	3	3
S03-3	1	2	3	5	1	1	1
MCL-14	2	3	5	5	1	3	8
MCL-37	2	3	5	7	7	6	7
MCL-33	4	5	5	4	1	8	5
IA2268	2	3	3	3	3	3	3
GROUP4-1	2	3	3	5	1	3	8
GROUP4-4	2	3	3	3	3	3	3
MCL-40	2	3	5	3	3	3	3
GROUP7-13	1	5	1	4	1	1	5
UNMC-20	4	3	5	7	7	6	7
UNMC-69	3	5	6	4	4	7	9
SPECS-3158	2	3	3	5	1	2	8
IA4227	4	2	5	7	4	6	7
GROUP6-4	1	1	1	4	1	1	5
GROUP6-3	2	4	4	4	1	3	8
UNMC-28	1	1	1	1	1	5	1
SPECS-3157	4	5	5	4	4	7	9
MCL-39	2	3	3	5	1	3	8
MCL-42	3	4	4	6	6	4	4
UNMC-90	2	3	3	5	1	1	5
UNMC-48	2	3	5	7	7	6	7
GROUP7-6	2	3	5	7	7	6	7
GROUP5-4	3	5	6	4	4	7	9
IA68	3	4	4	4	4	7	4
GROUP7-11	3	5	1	1	4	5	9
UNMC-6	3	5	6	3	3	7	3
SC86-6	3	4	4	6	6	4	4
IA4885	2	4	3	3	6	4	4
UNMC-55	3	4	4	4	4	7	4
UNMC-47	4	2	5	7	5	6	2
UNMC-87	4	2	5	7	4	6	7
GROUP7-9	4	2	5	7	4	6	7
GROUP7-20	4	2	2	2	5	9	10
GROUP5-10	4	2	2	2	5	9	10
UNMC-64	1	5	1	4	1	1	5
IA2745	2	1	1	1	8	3	3
HUMC4	4	2	2	2	5	9	10
UNMC-79-C1	3	4	4	6	6	4	4
IA2084	4	2	5	7	4	6	7
IA4203	4	2	5	7	7	6	7
IA1147	3	5	6	4	4	7	9
UNMC-61	3	3	3	5	2	2	6
MCL-128	1	1	1	1	8	5	1
GROUP7-14	1	1	3	3	3	9	3
GROUP4-6	3	5	6	4	4	7	9
GROUP7-2	1	1	1	1	1	5	1
HUMC5	2	3	3	3	3	3	3
MCL-35	1	1	1	1	8	5	1
MCL-75	4	4	4	4	1	8	6
UNMC-24	3	4	4	2	5	8	2
M47-023	2	4	3	3	3	4	3
UNMC-86	2	3	3	3	3	3	3
GROUP5-1	4	2	2	2	2	2	2
GROUP5-5	2	3	3	3	3	3	3
UNMC-8	1	1	1	4	8	5	5
GROUP6-1	1	1	1	1	8	5	10
UNMC-23	1	1	1	1	8	5	1
MCL-71	1	1	1	1	8	5	1
IA4289	4	2	2	2	2	2	2
S08-1	2	3	3	3	6	4	4
UNMC-84	2	3	3	3	6	4	4
SC02-11	3	4	4	4	4	4	4
UNMC-44	1	1	1	1	8	5	1
M47-022	3	4	4	4	6	4	4
BC04	3	4	4	6	6	4	4
HUMC-9	4	2	2	2	2	2	2
GROUP7-22	2	3	3	7	7	3	3
M47-3	3	1	2	2	5	9	10
UNMC-51	3	4	4	6	6	4	4
GROUP4-3	4	2	5	2	5	6	2
WCM045	4	2	5	2	5	6	7
UNMC-31	1	5	1	4	1	1	5
GROUP7-5	4	2	2	2	5	9	2
GROUP4-8	4	2	5	7	4	6	2
UNMC-97	3	5	6	4	4	6	5
HUMC1	4	2	5	2	5	6	2
MCL-61	1	5	1	4	1	1	5
S87-4	4	2	2	2	5	9	8
UNMC-85	2	3	3	3	3	3	3
SC08-2	2	3	3	5	2	2	7
S06-166	2	3	3	5	2	2	8
IA2334	2	2	5	7	7	6	7
MCL-122	3	2	2	2	5	9	10
GROUP5-3	1	2	1	1	5	5	10
GROUP5-7	1	1	1	1	8	5	1
S89-9	2	3	3	5	2	2	8
GROUP4-5	1	1	1	4	1	1	5
M47-025	2	3	3	5	3	9	8
IA834	2	3	3	3	3	3	8
HUMC-12	1	1	1	1	1	1	5
UNMC-88	1	1	1	1	1	5	1
GROUP4-11	4	5	5	7	4	6	9
UNMC-39	1	3	3	5	1	1	5
MCL-25	3	5	5	7	4	6	7
HUMC-10	3	5	4	4	4	7	9
GROUP7-19	3	5	6	4	4	7	9
GROUP5-8	2	3	2	5	3	9	10
SPECS-3164	2	2	5	7	7	6	7
UNMC-71-A5	4	2	5	7	7	6	7
MCL-24	1	1	1	1	8	5	1
UNMC-37	1	1	1	1	8	5	1
IA-02	2	5	3	3	3	3	3
GROUP7-3	3	5	6	4	4	7	9
S03-8	3	2	2	2	5	9	10
GROUP5-2	1	5	3	4	1	1	5
GROUP4-10	4	5	5	4	1	8	6
MCL-45	2	3	3	3	3	3	3
MCL-109	1	1	1	1	8	5	1
SC01-10	1	2	3	5	2	2	1
WCM041	2	2	5	7	7	6	7
MCL-146	3	2	2	2	5	9	10
MCL-126	2	3	3	5	2	2	8
