membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	1	1	2	2
HUMC-8	1	2	2	2	1	3	3
UNMC-81	2	3	3	2	2	4	4
UNMC-18	1	1	4	1	3	1	4
HUMC-7	3	4	5	3	4	5	5
UNMC-16	1	2	2	4	1	2	2
UNMC-7	2	3	4	2	2	3	4
S92-5	2	5	3	1	2	4	4
UNMC-33	1	2	6	5	5	6	1
WCM062	1	2	2	4	1	2	2
GROUP4-9	1	2	2	4	3	3	3
UNMC-68-A2	2	4	5	6	6	7	6
M47-024	2	4	4	6	6	7	6
SPECS-3163	2	4	5	6	6	7	6
UNMC-5	1	2	2	4	1	2	2
S94-7	2	4	5	6	6	7	6
GROUP7-1	1	2	2	4	3	3	3
M47-027	1	2	2	4	1	2	2
SPECS-3155	2	4	5	6	6	7	6
GROUP7-15	4	1	1	7	7	8	4
WCM032	2	3	4	2	3	3	4
HUMC3	1	2	2	4	1	2	2
IA04	3	2	6	5	5	6	1
HUMC-15	3	5	3	1	8	4	7
IA1857	4	2	2	7	2	3	4
GROUP6-2	3	4	3	1	8	4	7
GROUP5-9	1	2	4	5	3	3	4
GROUP4-2	4	1	1	4	3	8	8
UNMC-62	3	2	3	1	2	5	5
SPECS-1917	2	4	5	6	6	7	6
IA2852	1	2	6	5	5	6	1
MCL-38	4	1	1	7	7	8	8
GROUP5-6	1	2	2	4	1	2	2
MCL-138	3	5	3	1	8	4	7
GROUP4-7	1	2	6	5	5	6	1
MCL-98	4	1	1	7	7	8	8
GROUP7-17	1	2	2	4	3	3	3
M47-029	1	2	6	5	5	6	1
M22-51	1	2	2	4	1	2	2
HUMC-6	1	1	2	4	1	2	2
S03-3	1	2	2	4	1	2	2
MCL-14	1	2	2	4	1	2	2
MCL-37	1	2	6	4	1	2	2
MCL-33	3	5	3	1	8	9	9
IA2268	1	2	2	4	3	4	7
GROUP4-1	4	5	2	4	3	3	4
GROUP4-4	1	2	2	4	1	2	2
MCL-40	1	2	2	4	3	3	3
GROUP7-13	4	1	2	1	1	2	2
UNMC-20	1	2	6	5	1	2	2
UNMC-69	3	5	3	1	8	4	7
SPECS-3158	2	4	5	6	6	7	6
IA4227	3	5	3	5	8	9	9
GROUP6-4	3	5	3	1	8	4	7
GROUP6-3	3	5	3	1	8	4	7
UNMC-28	4	1	1	7	1	1	8
SPECS-3157	3	5	3	1	8	4	9
MCL-39	1	2	2	4	1	2	2
MCL-42	2	3	4	2	2	3	4
UNMC-90	1	2	2	4	1	2	2
UNMC-48	1	2	6	5	5	6	1
GROUP7-6	1	2	6	5	5	6	2
GROUP5-4	1	1	2	4	1	2	10
IA68	2	3	3	1	2	4	4
GROUP7-11	4	4	1	7	7	8	8
UNMC-6	4	2	2	4	2	3	3
SC86-6	2	3	4	2	2	3	4
IA4885	2	3	4	2	2	3	4
UNMC-55	2	3	4	2	2	3	4
UNMC-47	1	2	6	5	5	6	5
UNMC-87	3	5	3	3	4	9	5
GROUP7-9	3	5	3	3	8	9	9
GROUP7-20	2	4	5	3	4	5	5
GROUP5-10	2	4	5	3	4	5	5
UNMC-64	4	1	1	1	1	8	2
IA2745	4	2	4	4	3	2	8
HUMC4	2	4	5	3	4	5	5
UNMC-79-C1	2	3	4	5	6	6	1
IA2084	3	2	3	7	8	9	9
IA4203	1	2	6	5	5	6	1
IA1147	3	5	3	1	8	4	7
UNMC-61	2	5	3	1	8	4	4
MCL-128	4	1	1	7	7	8	8
GROUP7-14	4	3	2	2	2	3	3
GROUP4-6	4	4	1	3	2	3	10
GROUP7-2	4	1	1	2	1	3	8
HUMC5	1	2	2	4	3	3	3
MCL-35	4	2	2	7	7	8	3
MCL-75	3	4	3	1	8	4	7
UNMC-24	2	3	4	2	4	3	4
M47-023	2	3	4	2	2	3	3
UNMC-86	1	4	5	3	3	5	5
GROUP5-1	2	4	5	6	6	7	6
GROUP5-5	1	4	2	3	3	3	3
UNMC-8	4	5	3	1	8	9	9
GROUP6-1	1	1	1	3	7	8	8
UNMC-23	4	1	1	7	7	8	10
MCL-71	4	1	1	7	7	8	8
IA4289	3	5	5	3	4	5	5
S08-1	2	3	4	2	2	3	3
UNMC-84	2	3	4	2	2	3	3
SC02-11	2	4	5	6	8	7	7
UNMC-44	1	2	6	5	5	6	1
M47-022	2	3	4	2	2	3	4
BC04	2	3	4	2	2	3	4
HUMC-9	2	3	4	2	3	3	4
GROUP7-22	1	2	4	5	3	3	4
M47-3	2	4	1	3	7	8	5
UNMC-51	2	3	4	2	2	3	4
GROUP4-3	3	4	5	3	4	5	5
WCM045	3	2	5	3	4	6	5
UNMC-31	4	1	1	2	1	2	2
GROUP7-5	2	4	5	3	4	5	5
GROUP4-8	3	4	5	3	4	5	5
UNMC-97	3	5	3	1	8	9	9
HUMC1	1	1	2	3	4	2	10
MCL-61	4	1	1	3	1	2	2
S87-4	2	4	5	6	6	7	6
UNMC-85	1	2	2	4	3	3	3
SC08-2	1	2	5	6	6	7	6
S06-166	2	4	5	6	6	7	6
IA2334	1	2	6	5	5	6	1
MCL-122	2	4	5	3	6	5	5
GROUP5-3	1	2	2	4	1	2	2
GROUP5-7	2	4	5	3	4	5	5
S89-9	2	4	5	6	6	7	6
GROUP4-5	4	1	1	2	1	3	8
M47-025	2	2	2	3	6	3	3
IA834	1	2	5	6	6	3	3
HUMC-12	3	1	2	1	1	2	2
UNMC-88	4	1	1	1	1	2	2
GROUP4-11	3	5	3	1	8	9	9
UNMC-39	4	1	2	1	1	2	2
MCL-25	3	5	3	1	8	4	9
HUMC-10	2	4	1	6	6	7	6
GROUP7-19	3	1	1	7	8	8	8
GROUP5-8	1	4	4	3	3	3	8
SPECS-3164	1	2	6	5	5	6	1
UNMC-71-A5	1	2	5	5	5	6	1
MCL-24	4	1	1	7	7	8	8
UNMC-37	4	1	1	7	7	8	8
IA-02	4	1	1	7	7	8	8
GROUP7-3	3	5	3	1	8	9	9
S03-8	3	5	5	3	4	5	5
GROUP5-2	1	1	2	4	1	2	2
GROUP4-10	3	5	3	1	8	4	7
MCL-45	1	2	2	4	3	3	3
MCL-109	4	1	1	7	7	8	8
SC01-10	2	4	5	6	6	7	6
WCM041	1	2	6	5	5	6	1
MCL-146	1	2	6	5	5	6	1
MCL-126	1	2	5	6	6	6	6
