membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	1	2	2	2
HUMC-8	2	1	2	2	3	3	3
UNMC-81	1	2	1	1	4	4	4
UNMC-18	2	3	2	1	1	2	5
HUMC-7	2	3	2	3	2	2	2
UNMC-16	2	3	2	3	2	2	2
UNMC-7	3	4	3	4	5	5	6
S92-5	2	3	4	5	6	6	5
UNMC-33	4	3	4	6	4	4	4
WCM062	2	1	2	3	2	2	2
GROUP4-9	2	3	2	3	2	2	7
UNMC-68-A2	3	4	3	4	2	7	8
M47-024	3	4	3	4	5	7	8
SPECS-3163	3	4	3	4	2	7	8
UNMC-5	2	3	2	3	2	2	2
S94-7	2	4	2	4	2	7	8
GROUP7-1	2	3	2	3	2	2	5
M47-027	2	3	2	2	2	7	7
SPECS-3155	1	4	3	4	5	7	8
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	4	5	7	7	2	4
HUMC3	2	1	2	3	3	3	3
IA04	2	3	4	5	6	4	9
HUMC-15	3	4	3	2	7	5	6
IA1857	2	3	4	5	6	4	9
GROUP6-2	4	2	4	6	4	4	4
GROUP5-9	2	3	2	7	7	2	5
GROUP4-2	1	1	1	1	2	1	1
UNMC-62	2	3	4	5	6	4	9
SPECS-1917	2	5	3	4	5	8	9
IA2852	3	5	5	5	6	6	10
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	3	2	3	2	2	2
MCL-138	1	1	2	3	3	3	3
GROUP4-7	2	3	2	3	2	2	2
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	3	2	7	2	9	5
M47-029	1	1	4	5	6	4	5
M22-51	2	3	2	3	2	2	2
HUMC-6	2	3	2	3	2	2	2
S03-3	1	1	2	3	3	3	3
MCL-14	2	5	4	5	6	6	5
MCL-37	2	3	2	3	2	5	6
MCL-33	1	1	2	3	3	3	3
IA2268	2	3	2	3	2	2	2
GROUP4-1	1	1	1	1	2	1	2
GROUP4-4	2	3	2	3	2	2	2
MCL-40	2	5	6	2	2	8	7
GROUP7-13	1	2	2	6	3	3	4
UNMC-20	2	3	2	3	2	2	2
UNMC-69	4	2	4	6	4	4	4
SPECS-3158	2	4	3	4	5	7	8
IA4227	4	5	5	7	6	9	5
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	2	3	2	3	2	2	2
UNMC-28	1	1	1	1	5	1	1
SPECS-3157	4	3	4	6	4	4	4
MCL-39	2	3	2	3	2	2	7
MCL-42	3	4	3	4	7	5	6
UNMC-90	2	1	2	3	3	3	3
UNMC-48	4	3	4	6	4	4	4
GROUP7-6	2	3	2	3	2	2	2
GROUP5-4	4	2	4	6	4	4	4
IA68	4	4	3	2	4	5	4
GROUP7-11	1	1	1	6	4	1	8
UNMC-6	2	3	6	5	2	4	9
SC86-6	3	4	3	7	7	8	6
IA4885	3	4	3	2	7	5	6
UNMC-55	4	2	4	2	4	5	4
UNMC-47	3	5	5	5	6	6	10
UNMC-87	4	5	5	7	6	9	5
GROUP7-9	3	5	6	2	2	8	7
GROUP7-20	3	4	3	2	8	5	8
GROUP5-10	3	4	3	4	5	7	8
UNMC-64	1	1	2	3	3	3	3
IA2745	2	3	2	3	2	2	2
HUMC4	3	4	3	2	8	5	8
UNMC-79-C1	3	4	3	4	5	5	8
IA2084	1	1	5	7	6	9	5
