membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	2	2	2	2
HUMC-8	2	2	3	3	3	3	3
UNMC-81	3	3	4	4	4	4	4
UNMC-18	1	1	3	5	1	2	1
HUMC-7	4	4	2	2	5	5	5
UNMC-16	2	2	3	5	6	2	6
UNMC-7	3	3	5	4	7	4	4
S92-5	4	2	5	6	4	4	7
UNMC-33	2	2	3	2	4	2	8
WCM062	2	2	3	5	6	2	6
GROUP4-9	2	2	3	5	6	2	6
UNMC-68-A2	4	4	6	6	8	6	9
M47-024	4	4	6	6	8	6	9
SPECS-3163	4	4	6	6	8	6	9
UNMC-5	2	2	3	5	6	3	6
S94-7	4	4	6	6	8	2	9
GROUP7-1	2	2	3	5	6	2	6
M47-027	2	2	3	5	6	2	6
SPECS-3155	4	4	6	6	8	6	9
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	3	5	2	7	7	10
HUMC3	2	5	3	5	3	2	6
IA04	4	2	2	2	5	2	2
HUMC-15	3	3	5	4	7	4	4
IA1857	2	2	3	5	1	2	6
GROUP6-2	4	4	6	6	8	6	9
GROUP5-9	4	2	3	5	7	2	6
GROUP4-2	2	2	3	5	6	2	6
UNMC-62	4	4	2	6	5	8	5
SPECS-1917	4	4	6	6	8	6	9
IA2852	4	4	2	6	5	8	5
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	2	3	5	6	2	6
MCL-138	2	5	3	3	3	9	2
GROUP4-7	2	2	3	5	6	2	6
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	2	3	5	6	2	6
M47-029	1	3	3	5	6	2	8
M22-51	2	2	3	5	6	2	6
HUMC-6	2	5	3	3	3	9	3
S03-3	2	2	3	3	3	3	3
MCL-14	4	2	2	6	5	8	5
MCL-37	3	2	5	4	7	4	4
MCL-33	2	5	3	3	3	9	2
IA2268	2	2	3	5	6	2	6
GROUP4-1	2	2	3	5	6	2	6
GROUP4-4	2	2	3	5	6	2	6
MCL-40	3	4	3	4	5	4	4
GROUP7-13	2	5	4	3	4	3	10
UNMC-20	1	2	3	5	6	2	6
UNMC-69	2	5	3	7	4	9	10
SPECS-3158	3	4	6	6	8	6	9
IA4227	4	4	2	2	3	9	2
GROUP6-4	2	5	3	3	1	9	1
GROUP6-3	2	2	3	5	6	2	6
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	2	5	4	7	3	9	2
MCL-39	2	2	3	5	6	2	6
MCL-42	3	3	5	4	7	4	4
UNMC-90	2	5	3	3	3	3	3
UNMC-48	2	2	3	2	5	2	8
GROUP7-6	2	2	3	5	6	2	6
GROUP5-4	1	5	4	7	4	9	10
IA68	3	3	4	2	4	4	7
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	1	1	1	1	1	1	10
