membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	3	3	3	3	3
UNMC-81	1	1	4	1	1	4	1
UNMC-18	1	2	1	1	4	1	1
HUMC-7	2	4	5	4	5	5	2
UNMC-16	3	3	3	3	6	6	4
UNMC-7	1	1	6	5	7	4	5
S92-5	2	2	2	2	4	2	6
UNMC-33	2	2	2	2	4	7	7
WCM062	3	3	3	3	6	6	4
GROUP4-9	3	3	3	3	3	3	3
UNMC-68-A2	2	3	3	3	6	6	4
M47-024	1	1	6	5	7	4	2
SPECS-3163	2	3	3	5	6	6	4
UNMC-5	3	3	3	3	6	6	4
S94-7	3	3	3	3	6	6	4
GROUP7-1	3	3	3	3	4	3	3
M47-027	3	3	3	3	3	3	3
SPECS-3155	4	4	4	5	7	4	4
GROUP7-15	1	1	1	1	1	1	1
WCM032	2	2	4	6	8	2	2
HUMC3	3	3	3	3	6	8	8
IA04	2	2	2	2	4	7	2
HUMC-15	2	2	2	2	4	7	5
IA1857	1	3	3	6	8	3	6
GROUP6-2	4	4	4	6	8	9	9
GROUP5-9	2	2	2	2	4	7	7
GROUP4-2	3	1	3	3	6	6	4
UNMC-62	2	4	5	4	5	5	6
SPECS-1917	2	4	5	4	7	5	6
IA2852	3	3	3	3	4	6	7
MCL-38	1	1	1	1	1	1	1
GROUP5-6	3	3	3	3	6	6	4
MCL-138	2	2	2	2	4	8	10
GROUP4-7	3	3	3	2	4	7	7
MCL-98	1	1	1	1	1	1	1
GROUP7-17	3	3	3	3	3	3	3
M47-029	2	2	2	2	4	7	7
M22-51	3	3	3	3	6	6	4
HUMC-6	3	3	3	3	6	6	4
S03-3	3	3	3	3	6	8	8
MCL-14	3	3	2	4	5	5	6
MCL-37	3	1	6	5	6	7	5
MCL-33	2	2	2	2	4	2	10
IA2268	3	3	3	3	3	6	3
GROUP4-1	3	1	3	3	6	6	4
GROUP4-4	3	3	3	3	3	6	3
MCL-40	3	3	3	7	4	7	7
GROUP7-13	3	3	3	3	6	9	9
UNMC-20	3	3	3	3	6	6	4
UNMC-69	2	4	4	2	8	9	9
SPECS-3158	3	3	3	3	7	4	4
IA4227	2	2	2	2	4	5	2
GROUP6-4	1	1	1	1	1	8	1
GROUP6-3	3	3	3	3	6	6	4
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	2	4	4	6	8	5	9
MCL-39	3	3	3	3	6	6	4
MCL-42	1	1	6	5	7	4	5
UNMC-90	3	3	3	3	6	8	8
UNMC-48	2	2	2	2	4	7	7
GROUP7-6	3	3	3	3	6	6	4
GROUP5-4	4	4	4	6	8	9	9
IA68	4	2	5	6	8	5	9
GROUP7-11	4	4	4	6	8	9	9
UNMC-6	3	3	5	6	8	3	3
SC86-6	1	1	5	7	7	3	5
IA4885	3	3	5	7	3	3	3
UNMC-55	1	1	2	7	8	3	5
UNMC-47	2	2	2	2	4	7	7
UNMC-87	2	2	2	2	4	5	2
GROUP7-9	2	2	2	2	4	5	2
GROUP7-20	4	4	5	6	5	5	6
GROUP5-10	4	4	5	6	5	5	6
UNMC-64	3	1	1	3	6	9	8
IA2745	3	1	3	3	1	6	4
HUMC4	4	4	5	6	5	5	6
UNMC-79-C1	1	1	6	5	7	4	5
IA2084	2	2	2	2	4	5	2
IA4203	2	2	2	2	4	7	7
IA1147	4	4	4	6	8	9	9
UNMC-61	3	3	3	3	6	6	4
MCL-128	1	1	1	1	1	1	1
GROUP7-14	1	1	5	7	3	3	3
GROUP4-6	4	4	4	6	8	9	9
GROUP7-2	1	1	1	1	1	1	1
HUMC5	3	3	3	7	3	3	3
MCL-35	1	1	1	1	1	1	1
MCL-75	4	4	5	6	5	5	6
UNMC-24	3	2	5	4	2	3	5
M47-023	3	3	5	7	3	3	3
UNMC-86	2	4	5	4	5	5	6
GROUP5-1	4	2	2	2	2	2	2
GROUP5-5	3	3	3	7	2	2	3
UNMC-8	1	1	4	2	2	2	10
GROUP6-1	1	1	1	1	2	2	1
UNMC-23	1	1	1	1	2	2	2
MCL-71	1	1	1	1	1	1	1
IA4289	2	2	2	4	2	2	2
S08-1	3	3	5	7	3	3	3
UNMC-84	3	3	5	7	3	3	3
SC02-11	4	4	4	6	7	4	9
UNMC-44	1	1	1	2	2	3	1
M47-022	3	1	5	7	3	3	3
BC04	1	1	5	7	7	3	5
HUMC-9	2	2	2	2	2	2	2
GROUP7-22	2	2	2	2	4	7	7
M47-3	1	4	5	6	5	5	6
UNMC-51	1	1	5	7	3	3	3
GROUP4-3	2	4	5	4	5	5	2
WCM045	2	2	2	4	5	5	2
UNMC-31	1	1	1	3	6	8	8
GROUP7-5	4	4	5	6	5	5	6
GROUP4-8	2	4	5	4	5	5	2
UNMC-97	2	4	2	2	4	5	10
HUMC1	2	4	5	4	5	5	2
MCL-61	3	1	1	3	6	8	8
S87-4	4	4	4	6	7	5	4
UNMC-85	3	3	3	7	3	3	6
SC08-2	2	2	2	2	4	7	2
S06-166	1	1	6	5	7	4	5
IA2334	2	2	2	2	4	7	7
MCL-122	4	4	5	6	7	5	6
GROUP5-3	1	1	1	1	1	6	4
GROUP5-7	1	1	1	1	1	1	1
S89-9	4	4	4	5	7	4	4
GROUP4-5	3	1	1	3	6	8	8
M47-025	3	3	3	3	3	3	3
IA834	3	3	3	7	3	3	3
HUMC-12	3	1	3	3	6	6	8
UNMC-88	1	1	1	1	1	1	1
GROUP4-11	4	4	4	6	7	5	2
UNMC-39	3	3	1	3	6	8	8
MCL-25	4	4	2	2	4	9	2
HUMC-10	4	4	4	6	7	4	9
GROUP7-19	4	4	4	6	8	9	9
GROUP5-8	1	5	3	3	2	2	1
SPECS-3164	2	2	2	2	4	7	7
UNMC-71-A5	2	2	2	2	4	7	7
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	3	1	6	8	9	3
GROUP7-3	2	4	1	6	8	9	9
S03-8	4	4	5	6	5	5	6
GROUP5-2	3	3	3	3	6	6	4
GROUP4-10	4	4	5	6	5	5	6
MCL-45	1	1	5	7	3	3	3
MCL-109	1	1	1	1	1	1	1
