membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	2	2	2	1
HUMC-8	2	2	2	3	3	3	2
UNMC-81	3	1	3	4	4	4	2
UNMC-18	1	1	4	5	5	2	1
HUMC-7	4	3	5	6	6	5	3
UNMC-16	3	4	5	6	2	2	3
UNMC-7	4	3	6	7	7	4	4
S92-5	3	3	6	7	5	6	5
UNMC-33	3	4	4	4	4	2	6
WCM062	1	1	1	2	1	2	1
GROUP4-9	2	2	2	3	3	3	7
UNMC-68-A2	2	3	2	2	2	2	7
M47-024	1	1	1	1	7	1	4
SPECS-3163	2	3	2	2	2	2	7
UNMC-5	2	4	2	2	2	2	7
S94-7	3	4	2	2	2	2	7
GROUP7-1	2	2	2	3	3	3	7
M47-027	2	4	2	2	2	3	7
SPECS-3155	2	3	2	7	7	7	4
GROUP7-15	1	1	1	1	1	8	1
WCM032	3	5	3	4	4	9	8
HUMC3	1	1	1	2	1	2	1
IA04	3	4	4	5	5	2	6
HUMC-15	3	4	4	5	5	9	9
IA1857	2	2	2	3	2	8	7
GROUP6-2	3	5	4	5	4	9	8
GROUP5-9	4	3	6	2	7	7	7
GROUP4-2	2	2	2	3	2	8	7
UNMC-62	4	4	5	7	6	7	3
SPECS-1917	4	3	5	7	7	7	4
IA2852	2	2	5	7	6	7	3
MCL-38	1	1	6	1	1	8	1
GROUP5-6	2	4	2	2	2	2	7
MCL-138	3	4	4	5	5	9	9
GROUP4-7	3	4	4	5	5	2	9
MCL-98	1	1	1	1	1	8	1
GROUP7-17	2	2	2	3	3	3	7
M47-029	2	2	2	3	3	3	2
M22-51	2	4	2	2	2	3	7
HUMC-6	2	4	2	2	2	2	7
S03-3	1	1	1	2	1	1	1
MCL-14	2	5	6	7	6	7	5
MCL-37	2	4	2	2	2	2	2
MCL-33	3	4	4	5	5	9	9
IA2268	2	4	2	5	3	3	9
GROUP4-1	2	2	2	5	3	3	7
GROUP4-4	2	2	2	3	3	3	7
MCL-40	2	2	2	3	3	3	2
GROUP7-13	1	1	1	4	4	9	8
UNMC-20	2	4	4	2	5	2	7
UNMC-69	3	4	4	5	4	9	9
SPECS-3158	3	4	4	5	7	7	4
IA4227	4	3	5	6	8	5	6
GROUP6-4	1	4	4	5	5	9	9
