membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	1	2	1	2
HUMC-8	2	3	3	2	3	2	3
UNMC-81	1	3	4	3	4	3	4
UNMC-18	1	2	2	1	2	1	1
HUMC-7	3	2	2	4	5	4	5
UNMC-16	3	2	2	4	5	4	5
UNMC-7	2	2	4	4	5	3	5
S92-5	4	4	2	5	3	5	6
UNMC-33	3	2	2	4	5	4	7
WCM062	2	3	3	2	2	2	2
GROUP4-9	2	3	3	2	3	2	3
UNMC-68-A2	4	4	5	6	6	6	8
M47-024	4	3	4	3	4	6	3
SPECS-3163	4	4	5	6	6	6	8
UNMC-5	2	3	3	2	2	2	2
S94-7	4	3	5	2	6	6	8
GROUP7-1	2	3	3	2	3	5	3
M47-027	2	3	3	2	2	2	2
SPECS-3155	4	4	5	6	6	6	8
GROUP7-15	1	1	1	7	1	1	1
WCM032	4	5	6	1	7	7	4
HUMC3	2	3	3	2	2	2	2
IA04	3	4	2	5	5	4	7
HUMC-15	2	3	4	3	4	3	3
IA1857	1	1	1	7	1	1	1
GROUP6-2	4	4	5	6	7	6	8
GROUP5-9	4	4	2	5	3	5	6
GROUP4-2	1	3	1	7	1	1	1
UNMC-62	2	3	3	2	2	8	4
SPECS-1917	4	4	5	6	6	6	8
IA2852	3	3	3	5	2	2	2
MCL-38	1	1	1	7	1	1	1
GROUP5-6	2	3	3	2	2	2	2
MCL-138	3	5	2	1	8	9	7
GROUP4-7	3	4	2	5	5	4	7
MCL-98	1	1	1	7	1	1	1
GROUP7-17	2	3	3	2	3	5	6
M47-029	3	2	2	5	5	4	7
M22-51	2	3	3	2	2	2	2
HUMC-6	2	3	3	1	2	9	2
S03-3	1	3	3	2	8	2	9
MCL-14	4	4	2	1	8	5	9
MCL-37	2	3	3	2	2	2	2
MCL-33	3	5	2	1	8	9	7
IA2268	2	3	3	2	3	2	2
GROUP4-1	2	3	3	2	3	5	6
GROUP4-4	2	3	3	2	3	2	2
MCL-40	2	3	3	2	3	2	3
GROUP7-13	1	1	6	1	2	7	4
UNMC-20	1	3	1	5	2	2	2
UNMC-69	3	5	6	1	7	7	4
SPECS-3158	4	4	5	6	6	6	8
IA4227	3	4	2	1	6	9	7
GROUP6-4	1	1	1	1	1	9	9
GROUP6-3	2	3	3	2	2	2	2
