membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	1	1	1	1
HUMC-8	2	2	2	2	2	2	1
UNMC-81	1	3	3	3	3	3	2
UNMC-18	1	1	1	1	1	1	1
HUMC-7	2	2	4	4	4	4	3
UNMC-16	2	1	1	1	1	1	4
UNMC-7	3	3	2	3	5	3	2
S92-5	3	4	4	3	4	4	2
UNMC-33	2	2	5	4	4	5	3
WCM062	2	1	1	1	1	1	1
GROUP4-9	2	2	2	2	2	2	5
UNMC-68-A2	3	4	6	5	6	6	6
M47-024	3	5	6	5	6	6	6
SPECS-3163	3	5	6	5	6	6	6
UNMC-5	2	1	1	1	1	1	4
S94-7	3	5	6	5	6	6	6
GROUP7-1	2	2	2	2	2	2	5
M47-027	2	2	2	2	2	2	5
SPECS-3155	3	5	6	5	6	6	6
GROUP7-15	1	3	1	6	7	7	7
WCM032	2	4	3	4	3	8	8
HUMC3	2	1	1	1	1	1	1
IA04	2	2	5	4	4	5	3
HUMC-15	3	3	2	3	5	3	2
IA1857	1	3	1	6	7	7	7
GROUP6-2	3	1	6	5	3	8	6
GROUP5-9	3	2	6	5	6	6	6
GROUP4-2	1	3	1	6	7	7	7
UNMC-62	3	5	4	2	8	9	9
SPECS-1917	3	5	6	5	6	6	6
IA2852	2	2	5	2	4	9	9
MCL-38	1	3	1	6	7	7	7
GROUP5-6	2	2	1	2	1	1	4
MCL-138	1	1	1	1	1	1	1
GROUP4-7	2	2	5	4	4	1	4
MCL-98	1	3	1	6	7	7	7
GROUP7-17	2	2	2	2	2	2	5
M47-029	2	2	5	4	4	5	3
M22-51	3	5	6	5	2	6	5
HUMC-6	2	2	1	1	1	1	4
S03-3	1	1	1	1	1	1	1
MCL-14	3	1	4	1	8	9	9
MCL-37	2	2	5	4	4	5	2
MCL-33	1	1	1	1	1	1	1
IA2268	2	1	1	1	2	2	4
GROUP4-1	1	1	1	6	2	2	5
GROUP4-4	2	2	5	4	2	2	8
MCL-40	2	2	5	4	2	2	5
GROUP7-13	1	1	1	1	3	1	1
UNMC-20	2	1	5	1	4	1	4
UNMC-69	1	1	3	1	3	8	10
SPECS-3158	3	5	6	5	6	6	6
IA4227	3	2	6	5	6	6	6
GROUP6-4	1	1	1	1	7	1	1
GROUP6-3	1	1	1	1	1	1	1
UNMC-28	1	3	1	6	7	7	7
SPECS-3157	3	1	6	7	3	8	10
MCL-39	2	2	2	2	2	2	4
MCL-42	3	3	2	3	5	3	2
UNMC-90	1	1	1	1	1	1	1
UNMC-48	2	2	5	4	4	5	3
GROUP7-6	2	2	5	4	4	5	3
GROUP5-4	1	1	3	7	3	8	10
IA68	1	3	3	3	3	8	2
GROUP7-11	1	3	3	7	3	8	10
UNMC-6	1	2	3	7	2	2	5
SC86-6	1	3	2	3	5	3	2
IA4885	2	3	2	3	5	3	2
UNMC-55	1	3	3	3	5	3	2
UNMC-47	2	2	5	4	4	5	3
UNMC-87	2	2	5	4	4	5	3
GROUP7-9	2	2	5	4	2	2	5
GROUP7-20	2	4	4	4	4	4	3
GROUP5-10	3	4	4	4	4	4	3
UNMC-64	1	1	1	1	1	1	1
IA2745	2	3	2	6	4	7	7
HUMC4	2	4	4	4	4	4	3
UNMC-79-C1	3	3	2	4	5	3	2
IA2084	2	2	5	4	4	5	3
IA4203	2	2	5	4	4	5	3
IA1147	1	1	3	7	3	8	10
UNMC-61	3	4	2	5	6	6	5
MCL-128	1	3	1	6	7	7	7
GROUP7-14	2	3	2	2	2	2	5
GROUP4-6	1	3	3	7	3	8	10
GROUP7-2	1	1	1	1	7	1	1
HUMC5	2	2	2	2	2	2	5
MCL-35	2	2	2	2	2	2	5
MCL-75	2	5	2	5	8	2	5
UNMC-24	1	4	2	4	8	4	8
M47-023	2	4	2	3	5	3	8
UNMC-86	3	2	4	2	8	9	5
GROUP5-1	3	4	4	5	8	4	8
GROUP5-5	3	4	4	4	8	4	5
UNMC-8	1	3	1	6	7	7	7
GROUP6-1	1	3	4	4	7	7	8
UNMC-23	1	3	1	6	7	7	7
MCL-71	1	3	1	6	7	7	7
IA4289	1	4	4	4	8	4	8
S08-1	2	2	2	2	2	2	5
UNMC-84	2	2	2	2	5	2	5
SC02-11	1	3	3	7	3	8	2
UNMC-44	1	3	1	7	4	5	3
M47-022	1	3	2	3	5	3	2
BC04	1	3	2	3	5	3	2
HUMC-9	3	4	4	4	4	4	8
GROUP7-22	2	2	2	4	2	2	5
M47-3	1	4	4	7	4	9	9
UNMC-51	2	3	2	3	5	3	8
GROUP4-3	2	4	4	4	4	4	3
WCM045	3	5	6	5	6	6	6
UNMC-31	1	1	1	1	1	1	1
GROUP7-5	3	4	4	7	4	4	3
GROUP4-8	1	3	4	4	4	4	3
UNMC-97	1	1	1	7	1	1	1
HUMC1	1	1	1	1	8	4	1
MCL-61	1	1	1	1	1	1	1
S87-4	3	5	6	5	6	6	6
UNMC-85	2	2	2	2	2	2	5
SC08-2	3	5	6	5	6	6	6
S06-166	3	5	6	5	6	6	6
IA2334	2	2	5	4	4	5	3
MCL-122	3	5	4	7	8	9	9
GROUP5-3	2	4	4	4	4	4	2
GROUP5-7	4	4	4	6	4	7	3
S89-9	3	5	6	5	6	6	6
GROUP4-5	1	1	1	1	1	1	1
M47-025	2	2	2	2	2	2	5
