membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	1	2	2	2
HUMC-8	2	2	2	2	3	3	3
UNMC-81	1	3	1	1	4	1	1
UNMC-18	1	1	1	1	2	1	1
HUMC-7	3	4	3	3	5	4	4
UNMC-16	4	5	4	4	4	5	5
UNMC-7	3	3	5	5	5	6	6
S92-5	2	2	3	6	6	7	7
UNMC-33	3	4	3	5	5	8	4
WCM062	2	2	2	1	3	2	2
GROUP4-9	2	2	2	2	3	2	8
UNMC-68-A2	2	2	3	2	6	2	2
M47-024	1	3	1	1	7	6	1
SPECS-3163	2	2	2	2	3	2	2
UNMC-5	2	2	2	1	3	2	2
S94-7	4	5	2	4	4	5	5
GROUP7-1	2	2	2	2	3	2	8
M47-027	2	2	2	2	3	2	2
SPECS-3155	1	1	1	1	1	1	1
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	2	3	5	6	8	9
HUMC3	2	2	2	1	3	2	2
IA04	4	2	4	3	4	9	2
HUMC-15	4	5	4	4	4	5	5
IA1857	2	2	4	3	4	9	2
GROUP6-2	4	5	4	4	4	5	5
GROUP5-9	2	2	3	2	6	7	7
GROUP4-2	2	1	2	2	3	1	2
UNMC-62	4	2	4	3	4	9	2
SPECS-1917	2	2	5	2	3	9	8
IA2852	2	2	2	2	3	2	2
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	2	2	2	3	2	2
MCL-138	4	5	4	4	4	3	5
GROUP4-7	4	5	4	4	4	5	5
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	2	2	2	3	2	8
M47-029	2	2	1	1	4	9	1
M22-51	2	2	2	2	3	2	2
HUMC-6	2	2	2	2	3	2	3
S03-3	2	2	2	1	3	3	3
MCL-14	2	2	3	6	6	4	7
MCL-37	3	3	5	2	7	6	6
MCL-33	4	5	4	4	4	3	5
IA2268	2	2	2	4	4	5	5
GROUP4-1	2	5	4	4	4	5	5
GROUP4-4	2	2	5	2	3	2	2
MCL-40	2	2	5	2	3	9	8
GROUP7-13	1	5	6	5	8	8	9
UNMC-20	2	5	4	4	4	5	5
UNMC-69	4	5	4	4	4	5	5
SPECS-3158	4	5	5	4	4	5	5
IA4227	4	5	3	4	2	3	10
GROUP6-4	1	5	4	4	4	5	5
GROUP6-3	4	5	4	4	4	5	5
UNMC-28	1	1	1	1	3	1	2
SPECS-3157	4	5	4	4	4	5	5
MCL-39	2	2	2	2	3	2	2
MCL-42	3	3	5	7	7	6	6
UNMC-90	2	2	2	1	3	3	3
UNMC-48	4	5	6	5	8	8	9
GROUP7-6	2	2	2	2	3	2	2
GROUP5-4	4	5	6	5	8	8	9
IA68	4	5	6	5	8	6	9
GROUP7-11	1	1	1	5	1	8	9
UNMC-6	2	3	5	7	8	9	8
SC86-6	3	3	5	7	7	6	6
IA4885	3	3	5	7	7	6	6
UNMC-55	3	3	6	5	8	6	9
UNMC-47	3	4	3	3	5	4	4
UNMC-87	3	4	3	3	5	4	10
GROUP7-9	3	2	3	3	5	3	10
GROUP7-20	3	4	3	3	5	4	4
GROUP5-10	3	4	3	5	5	4	4
UNMC-64	1	1	1	1	2	3	3
