membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	2	1	1	2
HUMC-8	2	2	2	2	1	1	3
UNMC-81	1	3	3	3	2	2	4
UNMC-18	1	3	1	1	3	1	1
HUMC-7	2	4	4	4	4	3	5
UNMC-16	2	1	5	2	5	1	2
UNMC-7	3	2	6	5	2	4	6
S92-5	3	2	5	5	6	5	7
UNMC-33	2	4	4	6	7	6	8
WCM062	2	1	2	2	1	1	2
GROUP4-9	2	2	5	2	5	7	9
UNMC-68-A2	2	2	5	7	8	5	10
M47-024	3	2	5	5	2	4	7
SPECS-3163	2	2	5	2	5	7	9
UNMC-5	2	1	2	2	1	1	2
S94-7	2	2	5	2	5	7	9
GROUP7-1	2	2	5	2	5	7	9
M47-027	2	2	5	2	5	7	9
SPECS-3155	1	3	1	1	3	8	1
GROUP7-15	1	3	1	1	3	8	1
WCM032	2	4	4	6	6	2	7
HUMC3	2	1	2	2	1	1	2
IA04	2	4	5	6	7	6	8
HUMC-15	3	2	6	5	2	4	6
IA1857	2	4	5	4	2	2	4
GROUP6-2	4	4	3	3	2	2	4
GROUP5-9	3	2	5	5	6	5	7
GROUP4-2	1	3	1	2	5	1	7
UNMC-62	2	4	4	4	4	3	5
SPECS-1917	2	4	5	4	4	3	5
IA2852	2	4	4	4	4	3	5
MCL-38	1	3	1	1	3	8	1
GROUP5-6	2	1	5	2	5	1	2
MCL-138	3	2	2	2	1	4	7
GROUP4-7	2	4	5	6	7	6	8
MCL-98	1	3	1	1	3	8	1
GROUP7-17	2	2	5	2	6	7	7
M47-029	2	4	5	6	7	6	8
M22-51	1	1	5	2	5	1	2
HUMC-6	2	1	2	2	1	1	3
S03-3	1	1	2	2	1	1	3
MCL-14	2	1	5	2	5	1	2
MCL-37	2	2	6	6	7	6	8
MCL-33	1	1	4	2	1	6	3
IA2268	2	2	5	2	5	7	9
GROUP4-1	1	1	5	2	5	1	2
GROUP4-4	2	2	5	6	5	7	9
MCL-40	2	2	6	6	5	6	9
GROUP7-13	1	1	2	2	1	1	3
UNMC-20	1	1	4	2	5	1	2
UNMC-69	4	4	5	3	2	2	4
SPECS-3158	3	2	5	5	6	4	7
IA4227	2	4	4	6	7	6	5
GROUP6-4	1	3	1	1	3	1	1
GROUP6-3	2	1	5	2	5	1	7
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	4	4	3	3	2	2	4
MCL-39	2	2	5	2	5	7	2
MCL-42	3	2	6	5	2	4	6
UNMC-90	2	1	2	2	1	1	3
UNMC-48	2	4	4	6	7	6	8
GROUP7-6	2	4	4	6	7	6	8
GROUP5-4	4	4	3	3	2	2	4
IA68	3	4	3	3	2	2	4
GROUP7-11	1	3	1	3	3	2	4
UNMC-6	1	4	5	4	2	2	4
SC86-6	3	2	6	5	2	4	6
IA4885	3	2	6	5	2	4	6
UNMC-55	1	4	3	3	2	4	4
UNMC-47	2	4	4	4	4	3	5
UNMC-87	2	4	4	6	4	3	5
GROUP7-9	2	4	4	6	5	6	8
GROUP7-20	3	5	4	7	8	9	10
GROUP5-10	3	5	4	7	8	9	10
UNMC-64	1	1	2	2	1	1	3
IA2745	1	3	1	1	6	7	7
HUMC4	3	5	4	7	8	9	10
UNMC-79-C1	3	2	6	5	2	4	6
IA2084	1	4	4	6	3	8	1
IA4203	2	4	4	6	7	6	8
IA1147	1	4	3	3	2	2	4
UNMC-61	3	2	5	5	6	4	7
MCL-128	1	3	1	1	3	8	1
GROUP7-14	3	3	6	7	8	9	6
GROUP4-6	4	4	3	3	2	2	4
GROUP7-2	1	3	1	1	3	1	1
HUMC5	2	2	5	2	5	7	9
MCL-35	1	3	1	1	3	8	1
MCL-75	2	2	5	2	5	7	9
UNMC-24	3	5	6	7	8	9	5
M47-023	3	2	6	5	2	4	6
UNMC-86	2	4	4	4	4	3	5
GROUP5-1	3	2	5	5	6	5	7
GROUP5-5	2	2	5	4	5	7	9
UNMC-8	1	3	3	3	3	2	4
GROUP6-1	1	3	1	1	3	8	1
UNMC-23	1	3	1	1	3	8	1
MCL-71	1	3	1	1	3	8	1
IA4289	4	4	4	4	4	3	5
S08-1	3	2	6	5	6	7	6
UNMC-84	3	2	6	5	6	7	6
SC02-11	1	4	3	3	2	4	4
UNMC-44	1	3	1	1	3	8	1
M47-022	3	2	6	5	2	4	6
BC04	3	2	6	5	2	4	6
HUMC-9	3	2	5	5	6	5	7
GROUP7-22	3	2	5	5	6	5	7
M47-3	1	3	1	1	3	8	1
UNMC-51	3	2	6	5	6	4	6
GROUP4-3	2	4	4	4	4	3	5
WCM045	2	4	4	4	4	6	5
UNMC-31	1	1	3	3	1	1	3
GROUP7-5	3	5	4	7	4	9	5
GROUP4-8	2	4	4	7	4	3	5
UNMC-97	1	1	3	3	1	2	3
HUMC1	2	5	4	7	4	3	5
MCL-61	1	5	2	2	1	1	3
S87-4	2	4	4	4	4	3	5
UNMC-85	2	4	5	4	5	7	9
SC08-2	2	2	5	5	6	5	7
S06-166	3	2	6	4	5	7	9
IA2334	2	4	4	4	4	3	5
MCL-122	2	4	4	4	4	3	5
GROUP5-3	1	3	1	1	3	9	1
GROUP5-7	1	3	1	1	3	8	1
S89-9	3	2	5	5	6	5	7
GROUP4-5	1	1	2	2	1	1	3
M47-025	2	2	5	2	5	7	9
IA834	2	2	5	2	5	7	9
HUMC-12	1	1	1	2	1	1	3
UNMC-88	1	3	1	1	3	1	1
GROUP4-11	2	4	4	6	4	2	5
UNMC-39	1	1	2	2	1	1	3
MCL-25	2	4	4	6	4	6	5
HUMC-10	1	4	3	3	2	2	4
GROUP7-19	1	3	3	3	2	2	4
GROUP5-8	3	2	5	5	6	4	7
SPECS-3164	2	2	4	6	7	6	8
UNMC-71-A5	2	2	4	6	7	6	8
MCL-24	1	3	1	1	3	8	1
UNMC-37	1	3	1	1	3	8	1
IA-02	1	3	1	3	2	2	4
GROUP7-3	1	4	3	3	1	2	4
S03-8	4	4	4	4	4	3	5
GROUP5-2	1	1	2	2	1	1	3
GROUP4-10	1	1	1	7	8	9	8
MCL-45	2	2	6	4	5	7	9
MCL-109	1	3	1	1	3	8	1
SC01-10	1	3	1	1	3	8	1
WCM041	2	4	4	7	8	6	8
MCL-146	4	4	4	4	4	3	5
MCL-126	2	4	4	6	7	6	8
