membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	1	2	2	2	1
HUMC-8	2	3	2	2	3	3	2
UNMC-81	3	4	3	3	4	4	3
UNMC-18	1	1	1	2	5	1	1
HUMC-7	4	5	4	4	6	5	4
UNMC-16	2	2	4	2	2	2	5
UNMC-7	4	5	2	3	4	3	4
S92-5	2	2	5	5	5	6	6
UNMC-33	4	5	4	4	6	5	4
WCM062	1	1	1	2	2	1	1
GROUP4-9	2	3	6	2	3	7	2
UNMC-68-A2	2	5	6	2	7	2	7
M47-024	1	1	1	1	7	3	8
SPECS-3163	2	3	6	2	7	2	7
UNMC-5	2	2	6	2	2	2	5
S94-7	2	3	6	2	3	2	5
GROUP7-1	2	3	6	2	3	7	2
M47-027	2	3	6	2	3	7	5
SPECS-3155	2	3	6	2	3	2	7
GROUP7-15	1	5	5	1	7	8	7
WCM032	3	2	5	6	7	4	7
HUMC3	2	1	1	2	2	1	1
IA04	2	2	5	5	7	6	6
HUMC-15	4	3	2	3	4	6	8
IA1857	1	3	3	6	8	4	9
GROUP6-2	3	4	3	6	8	4	3
GROUP5-9	1	2	5	5	5	6	6
GROUP4-2	1	3	6	2	2	7	2
UNMC-62	2	3	5	4	6	9	9
SPECS-1917	2	3	6	2	6	9	9
IA2852	2	3	6	2	2	2	9
MCL-38	1	1	2	3	4	8	8
GROUP5-6	2	2	6	2	2	2	5
MCL-138	4	2	5	6	5	6	3
GROUP4-7	2	2	5	5	2	6	5
MCL-98	1	1	1	1	1	8	10
GROUP7-17	2	3	6	2	3	7	2
M47-029	2	3	6	5	4	7	6
M22-51	2	3	6	2	2	2	5
HUMC-6	1	3	6	6	5	2	5
S03-3	1	1	1	2	2	1	1
MCL-14	2	2	5	2	2	2	5
MCL-37	4	2	6	2	2	2	8
MCL-33	3	2	5	6	5	6	3
IA2268	2	3	6	2	3	7	2
GROUP4-1	1	3	6	2	2	7	2
GROUP4-4	2	3	6	2	3	7	5
MCL-40	2	3	6	2	3	7	2
GROUP7-13	1	1	3	6	8	4	1
UNMC-20	1	2	1	2	2	2	5
UNMC-69	3	4	3	6	8	4	3
SPECS-3158	2	3	2	2	3	3	8
IA4227	3	2	5	6	5	6	3
GROUP6-4	1	1	5	6	5	6	1
GROUP6-3	2	3	6	2	2	2	5
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	3	2	3	6	5	6	3
MCL-39	2	3	6	2	2	2	5
MCL-42	4	3	2	3	4	3	8
UNMC-90	1	1	1	7	2	1	1
UNMC-48	2	2	5	5	2	6	6
GROUP7-6	2	3	6	2	2	2	4
GROUP5-4	3	4	3	6	8	4	3
IA68	2	3	2	3	7	4	8
GROUP7-11	3	4	3	6	8	4	10
UNMC-6	2	3	3	6	8	4	2
SC86-6	1	3	2	3	4	3	8
IA4885	2	3	2	3	3	3	8
UNMC-55	4	3	2	3	4	4	8
UNMC-47	4	5	4	4	6	5	4
UNMC-87	4	5	4	4	6	5	4
GROUP7-9	2	5	4	2	3	7	2
GROUP7-20	4	5	4	4	6	5	4
GROUP5-10	4	5	4	4	6	5	4
UNMC-64	1	1	1	1	1	8	4
IA2745	1	3	2	2	2	3	5
HUMC4	4	5	4	4	6	5	4
UNMC-79-C1	4	5	2	3	4	3	8
IA2084	1	5	1	1	1	8	4
IA4203	4	5	4	4	6	5	4
IA1147	3	4	3	6	8	4	3
UNMC-61	2	3	2	2	3	3	1
MCL-128	1	1	1	1	1	8	10
GROUP7-14	2	3	2	2	3	3	8
GROUP4-6	2	4	3	6	8	4	7
GROUP7-2	1	1	2	7	5	1	1
HUMC5	2	3	6	2	3	7	5
MCL-35	1	1	1	1	1	8	2
MCL-75	2	3	6	2	3	2	7
UNMC-24	2	5	2	3	7	3	8
M47-023	2	3	2	3	3	3	8
UNMC-86	2	3	6	4	6	9	9
GROUP5-1	2	5	5	4	7	6	7
GROUP5-5	2	3	6	2	3	7	2
UNMC-8	4	4	5	6	5	6	3
GROUP6-1	1	1	1	1	1	8	10
UNMC-23	1	1	1	1	1	8	7
MCL-71	1	1	1	1	1	8	10
IA4289	2	5	5	4	7	8	7
S08-1	2	3	2	2	3	3	8
UNMC-84	2	3	2	2	3	3	8
SC02-11	4	4	2	3	8	4	3
UNMC-44	1	1	1	1	1	8	8
M47-022	2	3	2	2	3	3	8
BC04	4	3	2	3	4	3	8
HUMC-9	1	2	5	5	7	6	6
GROUP7-22	1	2	5	5	5	6	6
M47-3	1	5	5	1	7	9	10
UNMC-51	2	3	2	3	3	3	8
GROUP4-3	4	5	4	4	6	5	4
WCM045	2	5	4	4	6	5	4
UNMC-31	1	1	2	7	5	1	1
GROUP7-5	4	5	4	4	6	5	4
GROUP4-8	4	5	4	4	6	5	4
UNMC-97	3	4	3	6	5	6	3
HUMC1	4	5	4	4	6	5	4
MCL-61	1	1	1	7	5	1	1
S87-4	2	5	5	4	6	9	9
UNMC-85	2	3	6	5	3	7	6
SC08-2	2	2	5	5	2	6	5
S06-166	4	3	6	7	3	7	2
IA2334	3	5	5	4	6	9	9
MCL-122	2	5	5	4	6	9	9
GROUP5-3	2	2	6	4	6	2	4
GROUP5-7	2	5	4	4	6	9	4
S89-9	2	2	5	5	5	6	6
GROUP4-5	1	1	2	7	5	1	1
M47-025	2	3	6	2	3	7	5
IA834	2	3	6	2	3	7	2
HUMC-12	1	1	1	7	5	1	1
UNMC-88	1	1	1	1	5	1	1
GROUP4-11	3	4	3	6	8	4	3
UNMC-39	1	1	1	7	5	1	1
MCL-25	3	4	3	6	8	4	3
HUMC-10	1	4	2	6	8	4	3
GROUP7-19	3	4	3	6	8	4	10
GROUP5-8	2	3	6	2	2	3	5
SPECS-3164	3	5	5	4	6	9	9
UNMC-71-A5	4	5	4	4	6	5	4
MCL-24	1	1	1	1	1	8	10
UNMC-37	1	1	1	1	1	8	10
IA-02	1	4	6	6	8	7	2
GROUP7-3	3	4	3	6	8	4	3
S03-8	3	5	5	4	6	9	9
GROUP5-2	1	1	6	2	2	2	5
GROUP4-10	4	5	5	4	6	5	4
MCL-45	2	3	6	2	3	7	2
MCL-109	1	1	1	1	1	8	10
SC01-10	1	1	1	1	1	8	10
WCM041	2	5	4	4	6	5	4
MCL-146	3	5	5	4	6	9	9
MCL-126	2	2	6	2	2	2	5
