membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	2	3	3	1	3
UNMC-81	4	4	3	4	4	3	3
UNMC-18	4	3	4	5	3	4	4
HUMC-7	2	2	5	6	2	5	5
UNMC-16	3	5	6	5	2	6	6
UNMC-7	4	4	3	4	1	3	7
S92-5	2	2	5	2	5	7	2
UNMC-33	2	2	5	6	6	5	5
WCM062	1	3	2	1	3	1	6
GROUP4-9	3	3	2	3	3	6	6
UNMC-68-A2	2	2	2	2	2	2	2
M47-024	1	1	4	1	1	1	7
SPECS-3163	3	3	2	3	3	6	6
UNMC-5	3	3	2	3	3	6	6
S94-7	3	3	2	3	3	6	4
GROUP7-1	3	3	2	3	3	6	6
M47-027	3	3	2	3	3	6	6
SPECS-3155	3	3	2	3	3	6	6
GROUP7-15	1	3	1	7	7	8	8
WCM032	2	2	5	2	4	2	2
HUMC3	1	3	6	1	3	1	6
IA04	2	2	5	6	6	9	9
HUMC-15	4	5	6	5	8	4	4
IA1857	3	3	1	3	5	9	3
GROUP6-2	4	5	6	5	8	4	4
GROUP5-9	2	3	5	2	5	7	2
GROUP4-2	3	3	2	3	3	6	6
UNMC-62	3	5	6	5	5	4	6
SPECS-1917	3	5	6	5	5	4	6
IA2852	3	3	2	3	3	6	6
MCL-38	1	1	1	7	7	8	8
GROUP5-6	3	3	2	3	3	6	6
MCL-138	4	5	6	5	8	4	4
GROUP4-7	3	3	2	3	3	6	4
MCL-98	1	1	4	1	7	8	8
GROUP7-17	3	3	2	2	3	6	6
M47-029	3	3	5	6	6	9	9
M22-51	3	3	2	3	3	6	6
HUMC-6	3	3	2	3	3	6	6
S03-3	1	1	4	1	1	1	1
MCL-14	2	2	5	2	3	7	3
MCL-37	3	3	5	3	3	9	6
MCL-33	4	5	6	5	8	4	4
IA2268	3	3	2	3	3	6	6
GROUP4-1	3	3	2	5	3	6	6
GROUP4-4	3	3	2	3	3	6	6
MCL-40	2	2	5	6	6	9	9
GROUP7-13	1	1	4	1	1	1	1
UNMC-20	3	5	5	3	3	9	6
UNMC-69	4	5	6	5	8	4	4
SPECS-3158	3	4	2	4	4	3	4
IA4227	2	2	5	6	8	5	5
GROUP6-4	4	5	6	5	8	4	4
GROUP6-3	4	5	6	5	8	4	4
UNMC-28	1	1	4	1	1	1	1
SPECS-3157	4	5	6	5	8	4	4
MCL-39	3	3	2	3	3	6	6
MCL-42	4	4	3	4	1	3	7
UNMC-90	3	3	2	3	1	1	1
UNMC-48	2	2	5	6	6	9	9
GROUP7-6	3	3	2	3	3	6	9
GROUP5-4	1	1	2	1	1	2	1
IA68	4	4	3	4	4	3	3
GROUP7-11	1	1	1	7	7	8	8
UNMC-6	3	3	1	3	4	8	3
SC86-6	4	4	3	4	4	3	7
IA4885	4	4	3	4	4	3	7
UNMC-55	4	4	3	4	4	3	7
UNMC-47	2	2	5	6	2	5	5
UNMC-87	2	2	5	6	8	5	5
GROUP7-9	2	2	5	6	8	5	5
GROUP7-20	2	2	5	6	2	5	5
GROUP5-10	2	2	5	6	2	5	5
UNMC-64	2	1	5	1	7	2	5
IA2745	3	3	2	7	3	6	6
HUMC4	2	2	5	6	2	5	5
UNMC-79-C1	4	4	5	4	1	3	7
IA2084	2	2	5	6	8	5	5
IA4203	2	2	5	6	2	5	5
IA1147	4	5	6	5	8	4	4
UNMC-61	4	4	3	4	4	3	3
MCL-128	1	1	1	7	7	8	8
GROUP7-14	1	4	4	4	4	3	7
GROUP4-6	1	4	3	4	4	3	3
GROUP7-2	1	1	4	4	1	1	1
HUMC5	3	3	2	3	3	6	6
MCL-35	1	1	1	7	7	8	8
MCL-75	4	5	6	5	8	4	4
UNMC-24	4	4	3	4	4	3	3
M47-023	4	4	3	4	4	3	3
UNMC-86	3	2	2	2	3	7	2
GROUP5-1	2	2	2	2	5	7	2
GROUP5-5	2	2	2	2	2	6	2
UNMC-8	1	1	4	1	8	1	7
GROUP6-1	1	1	1	2	7	8	8
UNMC-23	1	1	4	2	7	2	2
MCL-71	2	2	1	7	7	8	8
IA4289	2	2	2	2	2	2	2
S08-1	4	4	3	4	4	3	7
UNMC-84	4	4	3	4	4	3	7
SC02-11	4	5	3	4	8	4	4
UNMC-44	1	1	1	2	7	9	9
M47-022	4	4	3	4	4	3	3
BC04	4	4	3	4	4	3	7
HUMC-9	2	2	5	2	5	7	2
GROUP7-22	2	3	5	2	5	7	2
M47-3	1	1	1	3	7	8	10
UNMC-51	4	4	3	4	4	3	7
GROUP4-3	2	2	5	6	2	5	5
WCM045	2	2	5	5	8	5	5
UNMC-31	1	1	4	1	1	1	1
GROUP7-5	2	2	5	6	2	5	5
GROUP4-8	2	2	5	6	2	5	5
UNMC-97	1	1	4	1	8	1	5
HUMC1	3	4	3	6	2	5	3
MCL-61	1	1	4	1	2	1	1
S87-4	2	2	5	2	7	5	10
UNMC-85	2	2	5	2	5	7	2
SC08-2	2	3	5	2	5	7	2
S06-166	4	4	3	4	1	3	7
IA2334	2	2	5	6	6	9	9
MCL-122	1	1	1	2	7	8	10
GROUP5-3	2	2	5	2	2	5	3
GROUP5-7	2	2	5	7	2	5	5
S89-9	2	2	5	2	5	7	2
GROUP4-5	1	1	4	1	1	1	1
M47-025	1	1	1	2	7	8	10
IA834	3	3	2	3	3	6	6
HUMC-12	1	1	4	1	1	1	1
UNMC-88	1	1	4	1	1	1	1
GROUP4-11	4	2	5	1	8	1	5
UNMC-39	1	1	4	1	1	1	1
MCL-25	4	5	5	5	8	4	5
HUMC-10	1	1	1	7	7	8	7
GROUP7-19	4	1	1	5	7	8	6
GROUP5-8	3	4	3	2	3	7	2
SPECS-3164	2	2	5	6	6	9	9
UNMC-71-A5	2	2	5	6	6	9	9
MCL-24	1	1	1	7	7	8	8
UNMC-37	1	1	1	7	7	8	8
IA-02	1	1	1	7	7	8	6
GROUP7-3	1	3	4	1	8	1	5
S03-8	2	2	5	5	4	7	10
GROUP5-2	3	3	2	3	1	6	6
GROUP4-10	4	5	6	5	8	4	4
MCL-45	4	5	6	5	8	4	4
MCL-109	1	1	1	7	7	8	8
