membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	2	2	2
HUMC-8	2	3	3	3	3	3	3
UNMC-81	1	1	1	1	4	1	1
UNMC-18	1	2	1	4	3	4	2
HUMC-7	2	2	2	2	2	2	2
UNMC-16	2	2	2	2	2	2	2
UNMC-7	3	4	3	5	4	5	4
S92-5	4	5	4	6	5	6	5
UNMC-33	4	5	5	4	5	4	6
WCM062	2	2	2	2	2	2	2
GROUP4-9	2	3	3	7	6	7	7
UNMC-68-A2	2	2	2	2	2	8	8
M47-024	1	5	2	2	6	2	8
SPECS-3163	2	2	2	2	2	8	8
UNMC-5	2	2	2	2	2	2	2
S94-7	2	2	2	2	2	2	2
GROUP7-1	2	3	3	7	6	7	7
M47-027	2	2	3	7	6	7	7
SPECS-3155	2	2	2	2	2	8	8
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	5	4	2	5	6	5
HUMC3	2	2	2	2	2	2	2
IA04	4	5	4	2	5	2	9
HUMC-15	3	4	5	5	4	5	4
IA1857	4	5	4	2	5	2	9
GROUP6-2	4	2	6	2	4	9	10
GROUP5-9	4	5	5	4	5	4	6
GROUP4-2	3	3	1	7	6	7	7
UNMC-62	4	5	4	2	5	2	2
SPECS-1917	2	2	2	2	2	8	8
IA2852	4	5	4	6	5	6	5
MCL-38	1	1	1	1	1	1	1
GROUP5-6	4	2	2	2	2	2	2
MCL-138	3	2	6	3	7	3	3
GROUP4-7	4	5	5	4	5	4	6
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	3	3	7	6	7	7
M47-029	4	5	5	4	5	4	6
M22-51	2	2	2	2	2	2	2
HUMC-6	2	2	2	3	3	3	2
S03-3	2	2	2	2	2	2	2
MCL-14	4	5	4	6	5	6	5
MCL-37	2	4	2	2	4	2	4
MCL-33	1	2	6	3	3	3	3
IA2268	2	2	3	7	6	7	2
GROUP4-1	1	1	1	2	6	2	7
GROUP4-4	3	3	3	7	6	4	7
MCL-40	3	3	3	7	5	7	7
GROUP7-13	1	2	2	3	3	3	2
UNMC-20	2	2	2	2	2	2	2
UNMC-69	3	4	6	3	4	9	10
SPECS-3158	2	2	2	2	2	2	2
IA4227	4	5	5	4	5	4	6
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	2	2	2	2	2	2	2
UNMC-28	1	2	1	1	1	2	1
SPECS-3157	2	2	2	2	4	9	10
MCL-39	2	2	2	2	2	2	2
MCL-42	3	4	3	5	4	5	4
UNMC-90	2	2	2	3	2	3	2
UNMC-48	4	5	5	4	5	4	6
GROUP7-6	4	5	5	7	6	2	10
GROUP5-4	2	2	2	2	6	2	4
IA68	3	3	3	7	4	5	4
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	3	3	3	7	6	7	7
SC86-6	3	4	3	5	4	5	4
IA4885	3	3	3	7	6	5	4
UNMC-55	3	4	3	5	4	5	4
UNMC-47	4	5	5	4	5	4	6
UNMC-87	4	5	4	4	5	6	5
GROUP7-9	3	3	3	7	6	7	7
GROUP7-20	4	3	5	6	8	6	8
GROUP5-10	4	3	5	6	8	6	8
UNMC-64	1	2	6	3	3	3	3
IA2745	1	1	1	1	1	1	3
HUMC4	4	3	5	6	8	6	8
UNMC-79-C1	3	5	3	5	5	4	6
IA2084	1	1	1	1	1	1	1
IA4203	4	5	5	4	5	4	6
IA1147	3	4	6	3	4	9	10
UNMC-61	2	2	2	3	3	3	3
MCL-128	1	1	1	1	1	1	1
GROUP7-14	3	3	3	7	6	7	8
GROUP4-6	2	2	6	2	6	3	4
GROUP7-2	1	2	1	1	1	1	1
HUMC5	2	3	3	7	6	7	7
MCL-35	1	1	1	1	1	1	1
MCL-75	2	2	2	2	6	8	8
UNMC-24	3	3	3	7	6	5	4
M47-023	3	3	3	7	6	5	4
UNMC-86	4	5	4	6	5	6	5
GROUP5-1	4	5	4	6	8	6	8
GROUP5-5	4	3	3	7	8	6	7
UNMC-8	1	1	1	5	1	1	1
GROUP6-1	1	1	1	4	7	1	1
UNMC-23	1	1	1	1	1	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	4	5	4	2	8	6	4
S08-1	3	3	3	7	6	5	4
UNMC-84	3	3	3	7	6	5	4
SC02-11	3	4	3	5	4	5	4
UNMC-44	1	1	1	1	1	1	1
M47-022	3	3	3	7	6	5	4
BC04	3	4	3	5	4	5	4
HUMC-9	4	5	4	6	5	6	5
GROUP7-22	4	5	5	6	5	4	6
M47-3	4	3	5	6	5	6	5
UNMC-51	3	3	3	7	6	5	4
GROUP4-3	4	5	4	6	5	6	5
WCM045	4	5	5	4	5	4	6
UNMC-31	1	2	6	3	3	3	3
GROUP7-5	2	3	5	2	8	6	8
GROUP4-8	4	5	4	4	5	6	5
UNMC-97	1	2	6	3	3	3	3
HUMC1	2	2	2	2	6	2	4
MCL-61	1	2	6	3	3	3	3
S87-4	4	5	4	6	5	6	5
UNMC-85	4	5	4	7	5	6	7
SC08-2	4	5	4	6	5	6	5
S06-166	2	2	2	2	2	8	8
IA2334	4	5	4	6	5	6	5
MCL-122	4	5	4	6	5	6	5
GROUP5-3	1	1	1	1	1	1	2
GROUP5-7	1	1	1	1	1	1	1
S89-9	4	5	4	6	5	6	5
GROUP4-5	1	2	1	1	3	3	3
M47-025	2	2	2	2	2	8	8
IA834	2	3	2	2	2	8	7
HUMC-12	1	2	2	3	3	3	2
UNMC-88	1	1	1	1	3	3	1
GROUP4-11	4	4	4	4	5	6	5
UNMC-39	2	2	6	3	3	3	3
MCL-25	3	4	6	3	5	9	3
HUMC-10	1	4	3	5	4	5	4
GROUP7-19	1	1	1	4	4	9	10
GROUP5-8	1	1	6	4	7	9	10
SPECS-3164	4	5	3	4	5	4	7
UNMC-71-A5	4	5	5	4	5	4	6
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	1	1	6	1	7
GROUP7-3	1	2	6	3	3	3	3
S03-8	4	5	5	6	5	6	5
GROUP5-2	2	2	2	3	3	3	2
GROUP4-10	2	2	6	3	4	9	10
MCL-45	1	3	3	7	6	7	7
MCL-109	1	1	1	1	1	1	1
SC01-10	1	1	1	1	1	1	1
WCM041	4	5	5	4	5	4	6
MCL-146	4	5	5	4	5	4	6
MCL-126	2	2	2	2	2	8	8
