membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	1	1	1	1
HUMC-8	2	3	3	2	2	2	1
UNMC-81	1	1	1	3	3	3	2
UNMC-18	1	1	1	2	4	3	3
HUMC-7	3	4	4	4	5	4	4
UNMC-16	2	2	2	1	1	1	3
UNMC-7	4	3	5	3	6	5	2
S92-5	3	3	4	5	5	4	5
UNMC-33	2	3	3	2	2	6	3
WCM062	2	2	2	1	1	1	1
GROUP4-9	2	3	3	2	2	6	3
UNMC-68-A2	3	4	6	6	4	7	6
M47-024	3	4	6	6	4	5	4
SPECS-3163	3	4	6	6	4	7	6
UNMC-5	2	2	2	1	1	1	3
S94-7	2	3	3	6	4	7	6
GROUP7-1	2	3	3	2	2	6	3
M47-027	2	3	3	2	1	6	3
SPECS-3155	3	4	6	6	4	7	6
GROUP7-15	1	1	1	7	3	3	7
WCM032	3	4	6	4	4	5	4
HUMC3	2	2	2	1	1	1	1
IA04	2	3	3	2	5	8	3
HUMC-15	4	5	5	5	7	9	8
IA1857	2	3	3	2	5	8	5
GROUP6-2	3	5	6	5	7	9	8
GROUP5-9	3	4	6	6	4	5	3
GROUP4-2	2	3	3	2	2	6	3
UNMC-62	2	3	4	5	5	4	5
SPECS-1917	3	4	6	6	4	7	6
IA2852	2	3	3	2	2	6	3
MCL-38	1	1	1	7	3	3	7
GROUP5-6	2	3	3	2	1	6	3
MCL-138	4	5	5	5	7	9	8
GROUP4-7	2	3	3	2	7	9	8
MCL-98	1	1	1	7	3	3	7
GROUP7-17	2	3	3	2	2	6	3
M47-029	2	3	4	2	2	8	9
M22-51	2	3	3	2	2	6	3
HUMC-6	2	3	3	2	1	6	3
S03-3	3	2	2	1	1	1	1
MCL-14	3	2	4	5	5	4	5
MCL-37	2	3	2	2	1	6	3
MCL-33	4	5	2	5	7	9	8
IA2268	2	3	3	2	2	6	3
GROUP4-1	2	3	3	2	2	6	3
GROUP4-4	2	3	3	2	2	6	3
MCL-40	2	3	3	2	1	6	3
GROUP7-13	1	2	2	1	1	1	1
UNMC-20	1	2	3	2	1	6	3
UNMC-69	4	5	5	5	7	9	8
SPECS-3158	3	4	6	6	4	7	6
IA4227	3	4	6	6	4	7	6
GROUP6-4	1	2	5	5	7	9	8
GROUP6-3	4	5	5	5	7	9	8
UNMC-28	1	2	2	1	1	1	1
SPECS-3157	3	5	6	5	7	9	8
