membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	2	1	2
HUMC-8	2	2	2	2	3	1	3
UNMC-81	1	1	1	3	4	2	4
UNMC-18	1	3	1	1	2	1	5
HUMC-7	3	4	3	4	5	3	6
UNMC-16	4	4	3	5	5	3	5
UNMC-7	3	4	4	4	6	2	7
S92-5	2	4	3	6	7	4	8
UNMC-33	3	4	5	4	5	3	6
WCM062	2	2	2	2	2	5	2
GROUP4-9	2	2	2	2	5	5	2
UNMC-68-A2	2	2	2	2	2	5	9
M47-024	2	2	2	2	2	5	9
SPECS-3163	2	2	2	2	2	5	9
UNMC-5	2	2	2	2	2	5	2
S94-7	4	3	2	2	2	6	9
GROUP7-1	2	2	2	2	2	5	2
M47-027	2	2	2	2	2	5	9
SPECS-3155	2	2	2	2	2	5	9
GROUP7-15	1	1	1	1	1	7	1
WCM032	2	4	5	3	4	8	4
HUMC3	4	2	2	2	2	1	2
IA04	3	4	5	4	5	3	10
HUMC-15	4	3	6	5	7	6	5
IA1857	1	1	2	2	2	5	2
GROUP6-2	4	3	6	3	7	8	5
GROUP5-9	2	4	5	4	5	3	9
GROUP4-2	1	1	2	2	1	7	2
UNMC-62	4	3	6	5	7	6	5
SPECS-1917	2	2	2	7	2	5	9
IA2852	2	4	3	6	8	4	8
MCL-38	1	1	1	1	1	7	1
GROUP5-6	2	2	2	6	2	5	2
MCL-138	4	3	6	5	7	6	5
GROUP4-7	4	3	6	5	7	6	5
MCL-98	1	1	1	1	1	7	1
GROUP7-17	2	2	2	2	2	5	2
M47-029	3	4	5	4	5	3	10
M22-51	2	2	2	2	2	5	2
HUMC-6	2	2	2	2	3	5	3
S03-3	2	2	2	2	3	1	3
MCL-14	2	4	3	6	8	4	8
MCL-37	3	3	2	2	6	2	7
MCL-33	4	3	6	5	7	6	5
IA2268	4	3	6	5	7	6	5
GROUP4-1	4	3	6	5	7	6	5
GROUP4-4	2	2	2	2	2	5	2
MCL-40	3	4	5	4	5	3	10
GROUP7-13	1	1	1	3	4	8	4
UNMC-20	3	4	2	2	7	5	2
UNMC-69	4	3	6	5	7	8	5
SPECS-3158	4	3	6	5	7	6	5
IA4227	3	4	5	4	5	3	10
GROUP6-4	4	3	6	5	7	6	5
GROUP6-3	4	3	6	5	7	6	5
UNMC-28	1	1	1	1	1	7	1
SPECS-3157	4	3	6	5	7	8	5
MCL-39	2	2	2	2	2	5	2
MCL-42	3	5	4	7	6	2	7
UNMC-90	2	2	2	2	3	1	3
UNMC-48	3	4	5	4	5	3	10
GROUP7-6	3	2	2	2	5	5	2
GROUP5-4	4	1	1	3	4	8	4
IA68	1	1	1	3	4	8	4
GROUP7-11	1	1	1	3	4	8	4
UNMC-6	3	1	1	3	6	2	9
SC86-6	3	5	4	7	6	2	7
IA4885	3	5	4	7	6	2	7
UNMC-55	3	1	1	3	4	2	4
UNMC-47	3	4	5	4	5	3	6
UNMC-87	3	4	5	4	5	3	10
GROUP7-9	3	4	4	4	5	2	10
GROUP7-20	2	4	3	4	5	3	6
GROUP5-10	2	4	3	4	5	3	6
UNMC-64	1	1	1	1	3	3	3
