membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	2	2	2	1
HUMC-8	2	2	3	3	3	3	2
UNMC-81	1	1	1	1	1	1	1
UNMC-18	1	1	2	2	2	2	3
HUMC-7	2	3	4	4	4	4	4
UNMC-16	3	3	2	5	5	4	5
UNMC-7	4	4	5	6	6	4	6
S92-5	4	3	6	6	6	5	7
UNMC-33	2	3	6	4	5	6	5
WCM062	2	1	2	2	2	2	3
GROUP4-9	2	2	3	3	7	3	2
UNMC-68-A2	4	4	5	6	6	7	6
M47-024	4	4	5	6	6	7	6
SPECS-3163	4	4	5	6	6	7	6
UNMC-5	2	3	2	2	2	6	3
S94-7	4	3	5	6	6	7	6
GROUP7-1	2	2	3	3	7	3	2
M47-027	2	2	3	3	7	3	2
SPECS-3155	4	4	5	6	6	7	6
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	4	5	6	6	5	7
HUMC3	1	1	2	2	2	2	3
IA04	2	3	6	4	5	6	5
HUMC-15	3	3	2	5	5	6	8
IA1857	2	3	6	3	5	5	5
GROUP6-2	3	3	2	6	5	8	8
GROUP5-9	4	4	5	6	6	5	6
GROUP4-2	2	3	2	1	5	6	8
UNMC-62	4	3	6	3	5	5	5
SPECS-1917	4	4	5	6	6	7	6
IA2852	2	3	6	3	5	6	5
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	3	2	5	5	6	5
MCL-138	3	1	2	5	2	8	8
GROUP4-7	3	3	6	3	5	6	8
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	2	3	3	7	3	2
M47-029	2	3	6	4	5	6	5
M22-51	2	3	2	5	5	6	8
HUMC-6	1	1	2	5	2	6	5
S03-3	1	1	2	2	2	2	3
MCL-14	2	3	2	5	5	6	5
MCL-37	2	3	6	4	5	6	5
MCL-33	3	1	2	5	2	8	8
IA2268	3	3	2	3	5	3	8
GROUP4-1	2	3	2	5	5	6	8
GROUP4-4	2	2	3	3	7	3	2
MCL-40	2	3	6	4	5	6	5
GROUP7-13	1	1	2	2	2	2	3
UNMC-20	3	3	2	5	5	6	5
UNMC-69	3	3	2	5	5	8	8
SPECS-3158	4	3	5	6	6	7	6
IA4227	3	1	6	5	4	8	8
GROUP6-4	1	1	2	5	2	8	8
GROUP6-3	3	3	2	5	5	8	8
UNMC-28	1	1	5	2	1	2	1
SPECS-3157	3	3	2	5	2	8	8
MCL-39	2	3	2	5	5	6	5
MCL-42	4	5	1	6	3	3	9
UNMC-90	2	1	2	3	2	2	3
UNMC-48	2	3	6	4	5	6	5
GROUP7-6	2	3	6	4	5	6	5
GROUP5-4	3	1	5	2	6	2	7
IA68	3	2	3	7	4	9	9
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	2	2	3	3	3	3	2
SC86-6	1	5	1	6	3	3	9
IA4885	3	2	3	3	3	3	9
UNMC-55	1	5	1	6	3	6	9
UNMC-47	2	2	4	4	4	6	4
UNMC-87	2	3	6	4	4	4	4
GROUP7-9	2	3	6	4	4	8	8
GROUP7-20	4	2	4	7	4	4	4
GROUP5-10	4	4	5	7	4	4	4
UNMC-64	1	1	2	2	2	4	3
IA2745	1	1	1	1	4	4	4
HUMC4	4	2	4	7	4	4	4
UNMC-79-C1	4	4	5	6	6	6	6
IA2084	1	1	1	1	4	4	4
IA4203	2	3	4	4	4	6	4
IA1147	3	3	2	5	5	8	8
UNMC-61	3	4	2	6	6	7	6
MCL-128	1	1	1	1	1	1	1
GROUP7-14	4	2	3	1	7	3	9
GROUP4-6	4	2	3	7	8	7	9
GROUP7-2	1	1	2	2	1	1	1
HUMC5	2	2	3	3	7	3	2
MCL-35	1	1	1	1	1	1	1
MCL-75	3	3	2	5	5	8	8
UNMC-24	3	2	3	3	3	9	9
M47-023	4	2	3	3	3	3	2
UNMC-86	4	2	3	3	7	9	2
GROUP5-1	4	4	5	6	6	5	7
GROUP5-5	2	2	3	3	7	3	2
UNMC-8	1	1	1	1	1	8	8
GROUP6-1	1	1	1	1	1	1	1
UNMC-23	1	1	1	1	1	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	4	2	3	7	3	9	7
S08-1	4	2	3	3	3	3	9
UNMC-84	3	2	3	3	3	3	9
SC02-11	4	5	5	6	6	7	6
UNMC-44	1	1	1	1	1	1	1
