membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	2	1	2	1
HUMC-8	2	2	2	2	2	1	2
UNMC-81	1	1	3	3	3	3	3
UNMC-18	3	3	4	1	1	1	1
HUMC-7	4	2	2	4	4	4	4
UNMC-16	3	3	5	5	5	2	5
UNMC-7	4	2	2	6	6	5	6
S92-5	2	2	5	7	7	6	7
UNMC-33	2	3	5	5	5	6	6
WCM062	2	3	5	5	2	2	5
GROUP4-9	2	3	5	5	5	2	5
UNMC-68-A2	2	4	2	6	4	4	4
M47-024	4	5	2	6	6	5	2
SPECS-3163	2	2	2	6	6	5	6
UNMC-5	2	3	5	5	5	2	5
S94-7	3	5	2	5	6	5	6
GROUP7-1	2	3	5	5	5	2	5
M47-027	2	3	5	5	5	2	5
SPECS-3155	4	2	2	6	6	5	6
GROUP7-15	1	1	1	1	1	1	1
WCM032	2	3	3	3	3	3	8
HUMC3	2	5	6	5	2	1	2
IA04	2	3	5	5	5	6	6
HUMC-15	3	3	4	5	6	7	9
IA1857	2	2	3	7	7	6	7
GROUP6-2	3	5	4	3	3	3	10
GROUP5-9	2	3	5	5	5	6	6
GROUP4-2	3	3	5	5	5	2	1
UNMC-62	4	2	2	7	7	6	7
SPECS-1917	4	2	2	7	7	6	7
IA2852	4	2	2	7	7	6	7
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	3	5	5	5	2	5
MCL-138	3	5	4	2	2	7	9
GROUP4-7	2	3	4	5	3	7	9
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	3	5	5	5	2	5
M47-029	2	3	5	5	5	6	6
M22-51	3	3	5	5	5	2	5
HUMC-6	2	3	5	2	5	2	5
S03-3	1	5	6	2	2	1	2
MCL-14	2	2	5	7	7	6	7
MCL-37	2	3	5	5	5	8	6
MCL-33	3	5	4	2	2	7	9
IA2268	3	3	5	5	5	2	9
GROUP4-1	3	3	5	5	5	2	5
GROUP4-4	2	3	5	5	5	2	5
MCL-40	2	3	5	5	5	6	6
GROUP7-13	3	5	6	3	3	3	10
UNMC-20	3	3	5	5	5	2	5
UNMC-69	3	5	4	3	3	7	9
SPECS-3158	3	5	2	5	6	5	6
IA4227	2	4	4	2	2	3	9
GROUP6-4	1	5	4	1	1	7	1
GROUP6-3	3	3	5	5	3	7	9
UNMC-28	1	5	1	1	1	1	2
SPECS-3157	3	5	4	3	3	3	9
MCL-39	2	3	5	5	5	2	5
MCL-42	4	2	2	4	6	8	3
UNMC-90	2	5	6	2	2	1	2
UNMC-48	2	3	5	5	5	6	6
GROUP7-6	2	3	5	5	5	2	5
GROUP5-4	3	5	3	3	3	3	10
IA68	4	2	3	3	6	8	3
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	3	1	3	3	1	3	1
SC86-6	4	2	5	4	6	8	3
IA4885	4	2	2	4	6	8	3
UNMC-55	3	2	3	3	6	8	3
UNMC-47	4	2	2	4	7	6	4
UNMC-87	4	4	2	4	2	4	4
GROUP7-9	2	4	4	2	2	4	4
GROUP7-20	4	4	2	4	4	4	4
GROUP5-10	4	4	2	4	4	4	4
UNMC-64	1	1	1	1	2	1	8
IA2745	1	1	1	1	1	1	1
HUMC4	4	4	2	4	4	4	4
UNMC-79-C1	4	2	2	6	6	5	6
IA2084	1	1	1	2	1	1	1
IA4203	2	2	5	5	5	6	6
IA1147	3	5	4	3	3	7	10
UNMC-61	3	2	4	3	6	7	9
MCL-128	1	1	1	1	1	1	1
GROUP7-14	1	4	2	4	1	1	1
GROUP4-6	3	5	3	3	3	3	10
GROUP7-2	1	5	6	1	2	1	2
HUMC5	2	3	5	5	5	2	5
MCL-35	1	1	1	1	1	1	1
MCL-75	3	5	4	3	3	7	9
UNMC-24	4	2	3	4	6	8	3
M47-023	4	2	5	4	6	8	3
UNMC-86	4	2	2	7	7	6	7
GROUP5-1	2	4	2	6	4	4	4
GROUP5-5	2	4	2	5	4	4	4
UNMC-8	1	5	2	6	3	3	1
GROUP6-1	1	1	1	1	1	1	1
UNMC-23	1	1	1	1	1	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	2	4	2	6	4	4	4
S08-1	4	2	2	4	6	8	6
UNMC-84	4	2	2	4	6	8	3
SC02-11	3	5	3	3	3	3	10
UNMC-44	1	1	1	1	1	1	1
M47-022	4	2	3	4	6	8	3
BC04	4	2	2	4	6	8	3
HUMC-9	2	3	5	3	8	6	8
GROUP7-22	2	3	5	5	5	6	6
M47-3	4	1	5	4	8	9	1
UNMC-51	3	2	2	4	6	8	3
GROUP4-3	4	2	2	7	7	6	4
WCM045	2	2	4	5	6	7	8
UNMC-31	1	5	6	2	2	1	2
GROUP7-5	4	4	2	4	4	4	4
GROUP4-8	4	2	2	4	4	4	4
UNMC-97	3	5	4	2	2	3	4
HUMC1	4	2	2	4	4	4	4
MCL-61	2	5	6	2	2	1	2
S87-4	4	2	2	7	7	6	7
UNMC-85	2	2	5	7	7	6	6
SC08-2	2	2	5	7	7	6	6
S06-166	4	2	2	6	6	5	6
IA2334	4	2	5	7	7	6	7
MCL-122	4	2	2	7	7	6	7
GROUP5-3	1	1	1	1	1	1	1
GROUP5-7	1	1	1	1	1	1	1
S89-9	4	2	2	6	6	5	6
GROUP4-5	1	5	6	2	2	1	2
M47-025	4	1	5	2	8	9	7
IA834	2	3	5	5	5	2	5
HUMC-12	1	5	4	2	2	7	9
UNMC-88	1	5	1	1	2	1	2
GROUP4-11	4	5	2	7	3	3	10
UNMC-39	1	5	6	2	2	1	2
MCL-25	3	5	4	2	3	3	8
HUMC-10	4	5	2	6	3	3	10
GROUP7-19	3	5	3	3	3	7	10
GROUP5-8	4	1	5	2	8	9	7
SPECS-3164	2	2	5	5	6	6	3
UNMC-71-A5	2	2	5	5	5	6	6
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	3	1	1	1	1	2	1
GROUP7-3	3	5	3	2	2	3	10
S03-8	4	4	2	7	8	9	8
GROUP5-2	1	5	6	2	2	1	2
GROUP4-10	3	5	4	3	3	7	9
MCL-45	1	1	1	1	1	1	1
MCL-109	1	1	1	1	1	1	1
SC01-10	1	1	1	1	1	1	1
WCM041	2	2	2	6	6	5	6
MCL-146	4	4	2	7	8	9	8
MCL-126	2	3	5	5	5	6	6
