membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	1	1	2	2	1	2
HUMC-8	3	2	2	3	3	2	3
UNMC-81	1	3	3	4	4	3	4
UNMC-18	4	4	4	2	5	1	5
HUMC-7	2	5	5	5	4	4	6
UNMC-16	2	5	5	5	4	5	7
UNMC-7	1	3	3	4	3	6	4
S92-5	2	5	5	5	4	3	6
UNMC-33	2	5	4	6	6	7	7
WCM062	1	1	1	1	2	1	1
GROUP4-9	3	2	2	3	3	2	3
UNMC-68-A2	2	1	4	2	2	1	8
M47-024	1	1	1	1	7	8	9
SPECS-3163	3	2	4	3	2	1	8
UNMC-5	3	2	4	3	2	1	8
S94-7	4	2	4	3	5	9	8
GROUP7-1	3	2	2	3	3	2	3
M47-027	3	2	2	3	2	2	3
SPECS-3155	3	2	2	3	2	1	8
GROUP7-15	1	1	1	1	1	8	9
WCM032	2	3	5	2	4	3	10
HUMC3	1	1	1	1	2	1	1
IA04	2	5	4	6	6	7	2
HUMC-15	4	4	6	2	5	9	5
IA1857	3	2	2	3	3	2	9
GROUP6-2	4	4	6	2	5	9	5
GROUP5-9	2	5	4	6	6	7	2
GROUP4-2	3	2	2	3	3	2	9
UNMC-62	3	2	5	5	4	4	6
SPECS-1917	3	2	2	5	8	4	6
IA2852	2	2	5	5	8	4	6
MCL-38	1	3	1	1	1	6	4
GROUP5-6	3	2	4	3	2	1	8
MCL-138	4	4	6	2	5	9	2
GROUP4-7	2	2	4	6	6	7	5
MCL-98	1	1	1	1	1	8	9
GROUP7-17	3	2	2	3	3	2	3
M47-029	2	5	4	6	6	7	2
M22-51	3	2	2	3	2	2	8
HUMC-6	4	4	4	3	2	1	8
S03-3	1	1	1	1	1	8	1
MCL-14	3	2	5	5	8	4	6
MCL-37	2	2	6	6	3	6	4
MCL-33	4	4	6	2	6	7	2
IA2268	3	4	2	3	3	2	3
GROUP4-1	3	4	2	3	2	2	9
GROUP4-4	3	2	2	3	6	2	2
MCL-40	3	2	2	3	3	7	3
GROUP7-13	1	1	1	1	1	8	1
UNMC-20	4	2	4	6	4	7	8
UNMC-69	4	4	6	2	5	9	5
SPECS-3158	4	4	6	2	5	9	5
IA4227	2	5	6	2	6	7	2
GROUP6-4	1	4	6	2	5	9	5
GROUP6-3	4	4	6	2	5	9	5
UNMC-28	1	1	1	1	1	8	9
SPECS-3157	4	4	6	2	5	9	5
MCL-39	3	2	4	3	2	1	8
MCL-42	1	3	3	4	3	6	4
UNMC-90	3	1	1	1	1	8	1
UNMC-48	2	5	4	6	6	7	2
GROUP7-6	2	2	4	3	2	7	8
GROUP5-4	2	4	5	1	1	3	10
IA68	4	3	3	2	4	6	4
GROUP7-11	1	1	1	1	1	8	10
UNMC-6	3	2	2	3	3	2	3
SC86-6	1	3	3	4	3	6	4
IA4885	1	3	2	3	3	6	3
UNMC-55	1	5	3	4	3	6	4
UNMC-47	2	5	5	5	4	5	6
UNMC-87	2	5	5	5	4	4	6
GROUP7-9	2	5	6	2	6	7	2
GROUP7-20	2	5	5	5	4	5	7
GROUP5-10	2	5	5	5	4	5	7
UNMC-64	1	1	1	1	1	5	1
IA2745	3	5	2	3	1	5	7
HUMC4	3	5	5	5	4	5	7
UNMC-79-C1	2	5	4	6	6	6	4
IA2084	2	5	1	2	6	5	7
IA4203	2	5	4	6	6	5	7
IA1147	4	4	6	2	5	9	5
UNMC-61	4	4	6	2	4	9	5
MCL-128	1	1	1	1	1	8	9
GROUP7-14	1	1	2	3	3	6	3
GROUP4-6	1	1	2	1	8	8	10
GROUP7-2	1	1	1	1	1	8	9
HUMC5	3	2	2	3	3	2	3
MCL-35	3	2	2	3	3	2	9
MCL-75	4	4	6	2	5	9	5
UNMC-24	3	5	5	7	7	3	10
M47-023	3	2	2	7	3	2	3
UNMC-86	3	2	5	5	8	4	6
GROUP5-1	2	5	5	5	8	3	2
GROUP5-5	3	2	2	3	3	2	3
UNMC-8	1	1	1	2	1	8	2
GROUP6-1	1	1	1	1	1	8	9
UNMC-23	1	1	1	1	1	8	2
MCL-71	2	1	1	1	1	8	9
IA4289	2	1	5	7	7	3	10
S08-1	1	3	2	3	3	6	3
UNMC-84	1	3	2	3	3	6	3
SC02-11	1	3	3	4	3	6	4
UNMC-44	2	5	4	6	6	7	2
M47-022	1	3	3	4	3	6	4
BC04	1	3	3	4	3	6	4
HUMC-9	2	5	5	5	8	3	2
GROUP7-22	2	5	4	6	6	7	2
M47-3	3	2	5	5	8	4	6
UNMC-51	4	4	3	4	3	6	4
GROUP4-3	2	5	5	5	8	4	6
WCM045	2	5	5	2	6	7	6
UNMC-31	1	1	1	1	1	8	1
GROUP7-5	2	5	5	5	4	4	6
GROUP4-8	2	5	5	5	4	4	6
UNMC-97	4	4	1	2	1	7	2
HUMC1	2	5	5	5	4	4	6
MCL-61	1	1	1	1	1	8	1
S87-4	3	2	5	5	8	4	6
UNMC-85	2	2	2	5	8	4	6
SC08-2	2	2	5	5	8	4	6
S06-166	3	2	2	3	3	6	3
IA2334	2	2	5	5	8	4	6
MCL-122	3	2	5	5	8	4	6
GROUP5-3	2	5	5	5	4	3	7
GROUP5-7	2	5	5	5	4	5	7
S89-9	2	5	5	5	8	3	2
GROUP4-5	1	1	1	1	1	8	1
M47-025	3	2	2	3	3	2	3
IA834	3	2	2	3	3	2	3
HUMC-12	1	4	1	1	1	8	1
UNMC-88	1	1	1	1	1	8	1
GROUP4-11	3	4	5	5	1	4	6
UNMC-39	1	1	1	1	1	8	1
MCL-25	4	4	6	2	5	9	2
HUMC-10	1	3	1	4	1	6	4
GROUP7-19	4	4	6	2	5	9	5
GROUP5-8	3	2	2	6	8	8	10
SPECS-3164	2	2	4	6	6	7	2
UNMC-71-A5	2	5	4	6	6	7	2
MCL-24	1	1	1	1	1	8	9
UNMC-37	1	1	1	1	1	8	9
IA-02	3	2	2	3	3	2	3
GROUP7-3	4	4	6	2	1	7	2
S03-8	2	5	5	5	4	3	6
GROUP5-2	1	1	1	1	1	8	1
GROUP4-10	4	4	6	2	5	9	5
MCL-45	3	2	2	3	3	2	3
MCL-109	1	1	1	1	1	8	9
SC01-10	1	1	1	1	1	8	9
WCM041	2	5	4	6	6	7	2
MCL-146	2	5	4	6	6	7	2
MCL-126	2	5	4	6	6	7	2
