membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	1	2	1
HUMC-8	2	2	2	2	1	2	1
UNMC-81	3	3	3	3	2	3	2
UNMC-18	1	1	1	1	1	2	1
HUMC-7	3	4	4	4	3	4	3
UNMC-16	2	2	2	5	1	5	4
UNMC-7	3	3	3	3	2	3	5
S92-5	2	3	5	6	4	6	6
UNMC-33	3	3	3	3	2	6	7
WCM062	1	2	2	2	1	2	1
GROUP4-9	2	2	2	5	5	5	4
UNMC-68-A2	2	3	5	6	5	7	8
M47-024	2	3	5	6	5	7	8
SPECS-3163	2	3	5	6	5	7	6
UNMC-5	1	2	2	2	1	5	8
S94-7	2	2	5	6	5	5	6
GROUP7-1	2	2	2	5	5	5	4
M47-027	2	2	2	5	5	5	4
SPECS-3155	2	3	5	6	5	7	6
GROUP7-15	1	1	1	1	6	1	9
WCM032	3	5	6	6	3	6	2
HUMC3	2	2	2	2	1	5	8
IA04	2	3	2	5	5	8	4
HUMC-15	2	3	3	3	2	3	4
IA1857	2	2	2	5	5	1	9
GROUP6-2	2	5	6	4	7	9	6
GROUP5-9	2	3	5	6	4	6	6
GROUP4-2	2	2	2	5	5	1	9
UNMC-62	2	4	4	7	8	4	3
SPECS-1917	2	3	4	6	4	4	6
IA2852	2	4	4	7	8	4	3
MCL-38	1	1	1	1	6	1	9
GROUP5-6	2	2	2	5	5	5	4
MCL-138	1	5	2	2	1	9	1
GROUP4-7	2	2	2	5	5	5	4
MCL-98	1	1	1	1	6	1	9
GROUP7-17	2	2	2	5	5	5	4
M47-029	1	1	2	5	5	8	4
M22-51	2	2	2	5	5	5	4
HUMC-6	2	2	2	2	1	5	1
S03-3	1	2	2	2	1	2	1
MCL-14	2	2	2	5	5	5	4
MCL-37	2	3	2	5	2	3	5
MCL-33	1	2	2	2	1	9	1
IA2268	2	2	2	5	5	5	4
GROUP4-1	2	2	2	5	5	5	4
GROUP4-4	2	2	2	5	5	5	4
MCL-40	2	3	2	5	5	8	4
GROUP7-13	1	2	6	2	1	2	1
UNMC-20	1	1	2	5	3	1	4
UNMC-69	3	5	6	2	7	2	7
SPECS-3158	2	3	5	6	4	7	6
IA4227	3	5	6	4	3	9	2
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	2	2	2	5	5	5	4
UNMC-28	1	1	1	1	1	2	1
SPECS-3157	3	5	6	4	3	9	2
MCL-39	2	2	2	5	5	5	4
MCL-42	3	3	3	3	2	3	5
UNMC-90	2	2	2	2	1	2	1
UNMC-48	2	3	2	5	5	8	4
GROUP7-6	2	3	2	5	2	5	4
GROUP5-4	3	5	6	4	7	9	7
IA68	3	3	3	3	2	3	7
GROUP7-11	3	1	6	4	6	9	7
UNMC-6	3	1	1	1	6	3	7
SC86-6	3	3	3	3	2	3	5
IA4885	3	3	3	3	2	3	5
UNMC-55	3	3	3	3	2	9	7
UNMC-47	3	4	3	3	3	4	3
UNMC-87	3	4	6	4	3	9	2
GROUP7-9	3	4	4	4	3	9	3
GROUP7-20	3	3	3	3	2	6	7
GROUP5-10	3	3	5	3	4	7	2
UNMC-64	1	2	2	2	1	1	3
IA2745	1	1	1	1	6	1	9
HUMC4	2	3	3	3	2	6	3
UNMC-79-C1	3	3	5	3	4	7	6
IA2084	3	1	6	4	3	9	2
IA4203	3	4	3	3	3	6	2
IA1147	3	5	6	4	7	9	7
UNMC-61	3	3	3	3	2	6	2
MCL-128	1	1	1	1	6	1	9
GROUP7-14	1	1	1	1	6	1	9
GROUP4-6	3	5	6	4	7	9	7
