membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	2	2	2	3	2	2	3
UNMC-81	3	1	1	1	3	1	1
UNMC-18	1	1	3	4	4	1	1
HUMC-7	2	2	2	2	5	2	2
UNMC-16	2	2	2	2	5	2	2
UNMC-7	3	3	4	5	3	3	4
S92-5	3	4	3	6	4	4	5
UNMC-33	4	5	3	2	6	5	6
WCM062	2	2	2	2	2	2	7
GROUP4-9	2	2	2	3	7	6	8
UNMC-68-A2	2	2	2	3	8	7	7
M47-024	3	3	4	3	3	7	5
SPECS-3163	2	2	2	3	8	7	7
UNMC-5	2	2	2	2	2	2	2
S94-7	2	2	2	3	8	7	7
GROUP7-1	2	2	2	3	7	7	8
M47-027	2	2	2	3	7	7	8
SPECS-3155	2	2	2	3	8	7	7
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	4	5	6	6	8	9
HUMC3	2	2	2	2	2	2	3
IA04	2	4	2	2	5	5	2
HUMC-15	3	3	4	4	3	3	9
IA1857	4	1	3	1	7	4	1
GROUP6-2	4	5	4	7	6	8	9
GROUP5-9	3	4	3	6	4	4	5
GROUP4-2	1	1	1	2	7	2	2
UNMC-62	4	5	3	4	5	9	10
SPECS-1917	2	2	2	3	8	7	7
IA2852	4	4	3	6	4	4	10
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	2	2	2	5	2	2
MCL-138	3	3	3	4	3	3	4
GROUP4-7	4	4	5	4	5	5	9
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	2	2	3	7	6	8
M47-029	2	2	2	3	7	5	8
M22-51	2	2	2	2	5	2	2
HUMC-6	2	4	2	2	2	2	3
S03-3	2	2	2	2	2	2	7
MCL-14	2	4	3	6	4	4	10
MCL-37	4	3	2	5	5	3	4
MCL-33	1	3	2	4	2	2	3
IA2268	2	2	2	3	7	6	8
GROUP4-1	4	1	1	2	5	2	2
GROUP4-4	2	4	2	2	7	5	8
MCL-40	2	2	2	3	7	6	8
GROUP7-13	1	2	2	2	6	2	9
UNMC-20	1	1	1	2	5	2	2
UNMC-69	4	5	4	7	6	8	9
SPECS-3158	3	3	4	5	3	7	2
IA4227	3	4	5	6	8	7	6
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	4	5	5	4	5	9	9
UNMC-28	1	3	1	1	3	2	1
SPECS-3157	4	5	5	4	6	8	9
MCL-39	2	2	2	2	7	7	8
MCL-42	3	3	4	5	3	3	4
UNMC-90	2	2	2	2	2	2	3
UNMC-48	4	4	2	7	4	8	9
GROUP7-6	2	4	2	2	5	5	2
GROUP5-4	4	5	6	7	6	8	9
IA68	3	5	6	7	6	8	9
GROUP7-11	1	5	6	7	6	8	9
UNMC-6	4	2	2	3	7	6	8
SC86-6	3	4	4	5	3	3	4
IA4885	3	3	4	5	3	3	4
UNMC-55	3	3	4	7	6	8	9
UNMC-47	4	4	3	6	4	5	6
UNMC-87	4	4	3	6	4	5	6
GROUP7-9	2	2	2	3	7	6	8
GROUP7-20	3	3	4	7	6	8	10
GROUP5-10	3	3	4	7	4	8	10
UNMC-64	1	1	2	2	2	2	2
IA2745	1	1	1	1	1	1	1
HUMC4	2	3	4	7	6	8	10
UNMC-79-C1	3	3	4	5	3	3	4
IA2084	1	1	1	1	1	1	1
IA4203	4	4	3	6	4	5	6
IA1147	4	5	6	7	6	8	9
UNMC-61	3	3	4	6	8	7	5
MCL-128	1	1	1	1	1	1	1
GROUP7-14	3	2	2	5	7	6	8
GROUP4-6	4	5	6	7	6	8	9
GROUP7-2	1	1	1	1	1	1	3
HUMC5	2	2	2	3	7	6	8
MCL-35	1	1	1	1	1	1	1
MCL-75	4	5	5	4	5	9	7
UNMC-24	3	3	4	5	3	3	4
M47-023	3	3	4	5	3	6	4
UNMC-86	2	4	3	6	4	4	10
GROUP5-1	3	4	3	6	4	4	5
GROUP5-5	2	2	2	3	7	6	8
UNMC-8	1	1	1	1	3	1	1
GROUP6-1	1	1	3	1	1	1	1
UNMC-23	1	1	1	1	1	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	4	5	3	7	4	4	10
S08-1	3	3	4	5	7	6	4
UNMC-84	3	3	4	5	3	6	4
SC02-11	3	3	4	7	6	8	9
UNMC-44	1	1	1	1	1	1	1
M47-022	3	3	4	5	3	3	4
BC04	3	3	4	5	3	3	4
HUMC-9	3	4	3	6	4	4	5
GROUP7-22	3	4	3	6	4	4	5
M47-3	4	4	3	7	6	4	10
UNMC-51	3	3	4	5	3	3	4
GROUP4-3	4	4	3	6	4	4	10
WCM045	3	4	5	6	8	7	6
UNMC-31	1	2	2	2	2	2	3
GROUP7-5	2	2	2	3	6	6	10
GROUP4-8	3	3	4	5	3	3	4
UNMC-97	4	5	6	7	6	8	9
HUMC1	2	2	2	2	2	2	2
MCL-61	1	2	2	2	2	2	3
S87-4	4	4	3	6	4	4	10
UNMC-85	2	4	3	6	4	4	10
SC08-2	2	4	3	6	4	4	10
S06-166	2	2	2	3	8	7	7
IA2334	4	4	3	6	4	4	10
MCL-122	4	4	3	6	4	4	10
GROUP5-3	1	1	1	1	1	1	1
GROUP5-7	1	1	1	1	1	1	1
S89-9	3	4	3	6	4	4	5
GROUP4-5	1	3	2	2	2	2	3
M47-025	2	2	2	3	7	7	8
IA834	2	2	2	3	7	7	8
HUMC-12	1	1	1	2	2	1	3
UNMC-88	1	1	1	1	2	1	1
GROUP4-11	4	5	3	6	4	8	10
UNMC-39	2	2	2	2	2	2	3
MCL-25	2	4	3	7	4	8	3
HUMC-10	1	5	6	7	6	8	9
GROUP7-19	3	5	6	7	6	8	9
GROUP5-8	3	4	3	4	4	4	5
SPECS-3164	4	4	3	6	4	5	6
UNMC-71-A5	3	3	3	6	4	5	6
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	6	7	7	5	9
GROUP7-3	4	5	6	7	6	8	9
S03-8	4	5	3	7	4	4	10
GROUP5-2	1	2	2	2	2	2	3
GROUP4-10	4	5	4	4	5	9	9
MCL-45	2	1	2	3	7	6	8
MCL-109	1	1	1	1	1	1	1
