membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	1	2	2	2	2
HUMC-8	3	3	2	3	3	3	3
UNMC-81	1	1	1	1	4	4	4
UNMC-18	3	2	1	2	4	1	5
HUMC-7	2	2	3	4	5	2	2
UNMC-16	3	2	2	5	6	5	6
UNMC-7	2	2	3	4	7	4	2
S92-5	2	2	3	2	5	4	2
UNMC-33	2	2	3	4	5	6	2
WCM062	3	4	2	5	6	5	7
GROUP4-9	3	5	2	3	3	3	8
UNMC-68-A2	2	5	2	4	6	5	6
M47-024	1	1	1	1	7	4	7
SPECS-3163	3	5	2	5	6	5	6
UNMC-5	3	5	2	5	6	5	6
S94-7	3	5	2	5	6	5	6
GROUP7-1	3	5	2	3	3	7	5
M47-027	3	5	2	3	3	3	8
SPECS-3155	1	1	1	1	1	1	1
GROUP7-15	1	1	1	1	1	1	1
WCM032	2	4	3	2	5	2	4
HUMC3	3	4	2	5	8	5	7
IA04	3	5	2	2	2	2	6
HUMC-15	3	2	4	6	4	8	9
IA1857	3	5	2	3	6	5	6
GROUP6-2	3	2	4	6	4	8	9
GROUP5-9	3	2	3	2	2	7	5
GROUP4-2	3	5	2	3	3	1	3
UNMC-62	3	5	2	5	6	5	6
SPECS-1917	3	5	2	3	3	3	8
IA2852	3	5	2	3	6	5	6
MCL-38	1	1	1	1	1	1	1
GROUP5-6	3	5	2	5	6	5	6
MCL-138	3	2	5	2	2	8	10
GROUP4-7	3	5	2	6	6	8	9
MCL-98	1	1	1	1	1	1	1
GROUP7-17	3	5	2	3	3	3	8
M47-029	3	5	2	3	3	7	5
M22-51	3	5	2	5	6	5	6
HUMC-6	3	5	2	5	8	5	6
S03-3	1	4	1	5	8	5	7
MCL-14	3	5	2	5	6	5	6
MCL-37	3	5	2	5	6	5	6
MCL-33	3	2	5	2	2	8	10
IA2268	3	5	2	3	3	8	9
GROUP4-1	3	1	1	3	4	8	9
GROUP4-4	3	5	2	3	3	3	6
MCL-40	3	5	2	3	3	3	8
GROUP7-13	1	4	1	5	8	5	7
UNMC-20	3	5	2	5	6	5	6
UNMC-69	3	2	4	6	2	8	9
SPECS-3158	3	2	2	5	4	8	9
IA4227	2	2	5	2	2	2	10
GROUP6-4	1	1	1	1	8	1	7
GROUP6-3	3	2	2	5	6	8	9
UNMC-28	1	1	1	1	7	1	7
SPECS-3157	3	2	5	2	2	8	10
MCL-39	3	5	2	5	6	5	8
MCL-42	4	3	4	7	7	4	3
UNMC-90	3	4	2	5	8	5	7
UNMC-48	3	5	2	5	6	5	6
GROUP7-6	3	5	2	5	6	3	6
GROUP5-4	3	4	2	5	5	9	2
IA68	2	3	4	6	4	4	4
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	3	1	2	3	3	3	8
SC86-6	4	3	4	7	7	4	3
IA4885	3	3	2	3	7	4	3
UNMC-55	2	3	4	7	4	7	3
UNMC-47	2	2	3	4	5	6	2
UNMC-87	2	2	5	2	2	2	10
GROUP7-9	2	2	5	2	2	2	10
GROUP7-20	2	2	3	4	5	6	2
GROUP5-10	2	2	3	4	5	6	2
UNMC-64	1	4	1	4	8	5	7
