membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	2	1	2	2
HUMC-8	2	2	2	2	2	2	2
UNMC-81	1	1	1	1	3	3	1
UNMC-18	1	1	1	1	1	1	3
HUMC-7	2	2	2	3	1	2	2
UNMC-16	2	2	2	2	1	2	4
UNMC-7	3	3	3	4	4	4	5
S92-5	4	4	4	3	3	2	4
UNMC-33	4	4	5	5	5	3	6
WCM062	2	2	2	2	1	2	2
GROUP4-9	2	2	2	3	2	2	7
UNMC-68-A2	3	3	6	6	6	5	8
M47-024	3	3	6	6	6	5	8
SPECS-3163	3	3	6	6	6	5	8
UNMC-5	2	2	2	2	1	2	2
S94-7	3	3	6	6	6	5	8
GROUP7-1	2	2	2	3	2	2	7
M47-027	2	2	2	3	2	2	7
SPECS-3155	3	3	6	6	6	5	8
GROUP7-15	1	1	1	1	7	1	1
WCM032	4	4	5	7	5	4	3
HUMC3	2	2	2	2	1	2	2
IA04	4	4	4	3	3	2	9
HUMC-15	4	4	4	5	5	6	4
IA1857	2	4	4	3	3	2	7
GROUP6-2	4	4	6	6	5	5	6
GROUP5-9	3	3	6	3	2	4	3
GROUP4-2	1	1	1	1	7	1	1
UNMC-62	4	4	4	3	3	6	4
SPECS-1917	3	3	6	6	6	5	8
IA2852	1	1	2	3	1	2	2
MCL-38	1	1	1	1	7	1	1
GROUP5-6	2	2	2	3	1	2	2
MCL-138	4	4	4	5	5	6	4
GROUP4-7	4	4	4	5	5	6	4
MCL-98	1	1	1	1	7	1	1
GROUP7-17	2	2	2	3	2	2	7
M47-029	2	2	4	3	3	2	7
M22-51	3	2	6	3	2	2	8
HUMC-6	2	2	2	2	1	7	2
S03-3	1	2	2	2	1	8	2
MCL-14	2	2	2	3	1	9	3
MCL-37	3	5	3	4	4	4	5
MCL-33	4	4	4	5	5	6	4
IA2268	4	2	2	5	5	6	4
GROUP4-1	4	2	2	3	2	2	2
GROUP4-4	2	2	2	3	2	2	7
MCL-40	2	2	2	3	2	2	7
GROUP7-13	1	4	2	2	1	8	6
UNMC-20	1	1	1	1	1	1	1
UNMC-69	4	4	4	5	5	6	6
SPECS-3158	4	3	6	6	6	5	8
IA4227	4	4	5	7	5	7	10
GROUP6-4	1	4	1	5	5	6	4
GROUP6-3	4	4	4	5	5	6	4
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	4	4	4	5	5	6	6
MCL-39	2	2	2	3	2	2	2
MCL-42	3	5	3	4	4	4	5
UNMC-90	2	2	2	2	1	8	2
UNMC-48	4	4	5	5	5	3	6
GROUP7-6	2	2	2	3	1	2	2
GROUP5-4	4	4	5	5	5	3	6
IA68	4	4	5	5	5	3	6
GROUP7-11	1	1	5	5	7	3	6
UNMC-6	2	4	2	3	3	2	7
SC86-6	3	5	3	4	4	4	5
IA4885	3	5	3	4	4	4	5
UNMC-55	4	4	5	5	5	3	6
UNMC-47	2	3	5	7	8	9	9
UNMC-87	4	4	5	7	5	7	10
GROUP7-9	4	4	5	7	5	7	10
GROUP7-20	2	3	5	7	8	9	9
GROUP5-10	2	3	5	7	8	9	9
UNMC-64	1	2	2	2	1	8	2
IA2745	1	1	1	1	7	1	1
HUMC4	2	3	5	7	8	9	9
UNMC-79-C1	3	3	3	4	4	4	5
IA2084	1	4	5	7	5	7	10
IA4203	4	4	5	7	5	7	10
IA1147	4	4	4	5	5	3	6
UNMC-61	4	3	6	6	6	5	4
MCL-128	1	1	1	1	7	1	1
GROUP7-14	2	3	1	3	2	9	9
GROUP4-6	4	4	5	5	5	3	6
GROUP7-2	1	1	1	1	1	1	1
HUMC5	2	2	2	3	2	2	7
MCL-35	1	1	1	1	7	1	1
MCL-75	4	4	4	5	5	6	4
UNMC-24	3	4	2	4	4	4	5
M47-023	3	4	3	4	4	4	5
UNMC-86	2	2	2	3	2	2	3
GROUP5-1	3	3	6	7	6	9	9
GROUP5-5	2	2	2	3	8	9	9
UNMC-8	1	1	5	5	5	7	1
GROUP6-1	1	1	1	4	8	4	3
UNMC-23	1	1	1	1	7	1	1
MCL-71	1	1	1	1	7	1	1
IA4289	2	4	2	4	8	9	9
S08-1	2	2	2	3	2	2	7
UNMC-84	2	2	2	3	2	2	5
SC02-11	4	4	6	6	5	5	6
UNMC-44	1	1	1	1	7	1	1
M47-022	3	5	3	4	4	4	5
BC04	3	5	3	4	4	4	5
HUMC-9	2	4	2	4	8	4	3
GROUP7-22	2	2	2	3	2	2	3
M47-3	1	3	5	3	8	9	3
UNMC-51	3	4	3	4	4	4	5
GROUP4-3	2	3	5	7	8	9	9
WCM045	4	3	6	6	6	5	4
UNMC-31	1	1	2	2	1	8	2
GROUP7-5	2	3	5	7	8	9	9
GROUP4-8	4	4	5	7	5	7	10
UNMC-97	4	4	5	5	5	7	10
HUMC1	1	1	2	2	1	2	2
MCL-61	1	2	2	2	1	8	2
S87-4	3	3	6	6	6	5	8
UNMC-85	2	2	2	3	2	2	7
SC08-2	3	3	6	6	6	5	8
S06-166	3	3	6	6	6	5	8
IA2334	4	5	5	7	8	7	9
MCL-122	1	3	2	3	8	4	3
GROUP5-3	1	1	1	1	8	9	9
GROUP5-7	1	1	1	1	7	1	1
S89-9	3	3	6	6	6	5	8
GROUP4-5	1	1	1	2	1	8	2
M47-025	2	2	2	3	2	2	7
IA834	3	3	6	6	6	5	8
HUMC-12	1	1	1	1	1	8	2
