membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	1	2	2	2	2
HUMC-8	2	3	2	3	3	3	3
UNMC-81	3	2	3	4	4	4	4
UNMC-18	1	1	4	1	2	3	5
HUMC-7	2	2	5	5	5	5	6
UNMC-16	4	4	5	3	2	5	5
UNMC-7	2	2	3	4	6	5	7
S92-5	4	3	6	2	7	6	7
UNMC-33	2	2	5	5	5	5	6
WCM062	4	3	2	3	3	3	5
GROUP4-9	4	3	2	3	3	3	5
UNMC-68-A2	2	3	6	2	5	2	2
M47-024	1	3	6	2	7	2	7
SPECS-3163	4	3	2	3	3	3	5
UNMC-5	4	3	2	3	3	3	5
S94-7	4	3	2	6	2	7	5
GROUP7-1	4	3	2	3	3	3	5
M47-027	4	3	2	3	3	3	5
SPECS-3155	1	1	1	1	1	1	1
GROUP7-15	1	1	1	1	1	1	1
WCM032	2	3	6	2	7	6	4
HUMC3	4	1	2	3	3	3	3
IA04	4	3	6	2	7	2	4
HUMC-15	3	5	4	6	2	7	8
IA1857	4	3	2	7	7	8	4
GROUP6-2	3	5	4	7	4	7	9
GROUP5-9	2	3	6	2	7	6	7
GROUP4-2	4	3	2	3	3	3	5
UNMC-62	4	3	6	6	7	3	4
SPECS-1917	4	3	6	6	7	3	4
IA2852	4	3	2	3	3	3	5
MCL-38	1	1	1	1	1	1	1
GROUP5-6	4	3	2	3	3	3	5
MCL-138	3	5	4	2	2	7	8
GROUP4-7	4	5	4	6	2	7	5
MCL-98	1	1	1	1	1	1	1
GROUP7-17	4	3	2	3	3	3	5
M47-029	4	3	2	7	5	9	10
M22-51	4	3	2	3	3	3	5
HUMC-6	4	3	2	3	3	3	3
S03-3	4	1	2	3	3	3	3
MCL-14	4	3	2	3	3	3	5
MCL-37	4	3	2	3	3	3	7
MCL-33	3	5	4	2	2	7	2
IA2268	4	3	2	3	3	7	8
GROUP4-1	4	3	2	3	2	7	5
GROUP4-4	4	3	2	3	3	3	5
MCL-40	2	2	3	4	6	4	7
GROUP7-13	1	1	1	3	4	8	9
UNMC-20	4	3	2	3	2	3	5
UNMC-69	3	5	4	6	2	7	8
SPECS-3158	4	3	2	4	6	7	8
IA4227	2	5	4	2	2	2	2
GROUP6-4	3	5	4	6	2	7	8
GROUP6-3	4	5	4	6	2	7	8
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	3	5	4	7	2	7	9
MCL-39	4	3	2	3	3	3	5
MCL-42	2	2	3	4	6	4	7
UNMC-90	4	3	2	3	3	3	3
UNMC-48	3	5	4	7	4	8	9
GROUP7-6	4	3	2	3	3	3	5
GROUP5-4	3	5	4	7	4	8	9
IA68	3	2	3	4	4	4	4
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	1	3	1	7	7	8	4
SC86-6	2	2	3	4	6	4	7
IA4885	2	2	3	4	6	4	7
UNMC-55	2	2	3	4	4	4	10
UNMC-47	2	2	5	5	5	5	6
UNMC-87	2	2	5	5	5	5	6
GROUP7-9	2	2	5	5	5	5	6
GROUP7-20	2	2	5	5	5	5	6
GROUP5-10	2	2	5	5	5	5	6
UNMC-64	1	1	1	1	1	1	3
