membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	3	3	3	3	3
UNMC-81	4	2	4	4	4	4	4
UNMC-18	2	4	2	2	1	1	3
HUMC-7	2	3	2	5	2	2	2
UNMC-16	2	3	2	3	2	2	2
UNMC-7	3	5	5	5	5	5	5
S92-5	2	4	2	2	6	6	6
UNMC-33	2	4	2	5	7	7	7
WCM062	3	3	3	3	2	2	2
GROUP4-9	2	3	3	3	2	2	2
UNMC-68-A2	3	5	6	6	8	8	8
M47-024	3	5	6	6	8	8	8
SPECS-3163	3	5	6	6	8	8	8
UNMC-5	2	3	2	3	2	2	2
S94-7	3	5	6	6	8	8	8
GROUP7-1	3	3	3	3	2	2	2
M47-027	3	3	3	3	2	2	2
SPECS-3155	3	5	6	6	8	8	8
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	2	4	2	6	9	9
HUMC3	3	3	3	3	2	2	2
IA04	2	2	2	5	7	9	7
HUMC-15	3	4	2	5	7	5	7
IA1857	1	1	1	1	1	1	1
GROUP6-2	3	5	6	6	4	8	8
GROUP5-9	2	4	2	2	6	6	6
GROUP4-2	1	1	1	1	1	1	1
UNMC-62	3	4	2	5	4	5	7
SPECS-1917	3	5	6	6	8	8	8
IA2852	2	4	2	5	7	7	7
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	3	2	3	2	2	2
MCL-138	4	2	4	7	7	9	3
GROUP4-7	2	4	2	5	7	7	7
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	3	3	3	2	2	2
M47-029	2	4	2	5	7	7	7
M22-51	2	3	2	3	2	2	2
HUMC-6	2	3	3	3	3	3	3
S03-3	3	3	3	3	3	3	3
MCL-14	2	3	3	2	6	6	6
MCL-37	3	4	5	5	5	5	5
MCL-33	4	2	4	7	7	9	9
IA2268	3	3	3	3	2	2	2
GROUP4-1	2	3	2	5	1	2	2
GROUP4-4	2	3	3	3	2	2	2
MCL-40	3	3	3	3	2	2	2
GROUP7-13	1	1	4	3	4	4	4
UNMC-20	2	3	2	5	2	2	2
UNMC-69	4	2	4	7	4	4	4
SPECS-3158	3	5	6	6	8	8	8
IA4227	4	2	4	7	7	9	9
GROUP6-4	1	1	1	1	1	1	3
GROUP6-3	3	4	2	5	4	5	7
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	4	2	4	7	4	9	4
MCL-39	2	3	2	3	2	2	2
MCL-42	3	5	5	5	5	5	5
UNMC-90	3	3	3	3	3	3	3
UNMC-48	2	4	2	5	7	7	4
GROUP7-6	2	3	2	5	2	2	2
GROUP5-4	4	2	4	7	4	4	4
IA68	4	2	4	4	4	4	4
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	1	1	1	1	3	2	2
SC86-6	1	1	1	4	5	5	5
IA4885	3	5	5	4	5	5	5
UNMC-55	4	2	4	4	4	5	5
UNMC-47	2	4	2	4	7	7	7
UNMC-87	4	2	4	7	7	9	9
GROUP7-9	4	2	4	7	7	9	9
GROUP7-20	2	5	2	4	6	6	10
GROUP5-10	2	5	2	4	8	6	10
UNMC-64	1	1	1	1	3	9	3
IA2745	1	1	1	1	1	1	1
HUMC4	2	5	1	4	6	6	10
UNMC-79-C1	3	5	5	5	5	5	5
IA2084	4	2	4	7	7	9	9
IA4203	4	2	4	7	7	9	9
IA1147	4	2	4	7	4	4	4
UNMC-61	3	5	6	6	8	8	8
MCL-128	1	1	1	1	1	1	1
GROUP7-14	1	1	1	4	3	6	10
GROUP4-6	4	2	4	7	4	4	4
GROUP7-2	1	1	1	1	1	1	1
HUMC5	3	3	3	3	2	2	2
MCL-35	1	1	1	1	1	1	1
MCL-75	3	2	2	4	4	5	7
UNMC-24	2	5	5	2	5	5	6
M47-023	3	5	5	4	5	6	6
UNMC-86	2	3	3	2	6	6	6
GROUP5-1	2	4	2	2	8	6	6
GROUP5-5	2	5	3	2	2	6	10
UNMC-8	4	2	4	7	1	9	1
GROUP6-1	1	1	1	2	1	6	1
UNMC-23	1	1	1	1	1	9	1
MCL-71	1	1	1	1	1	1	1
IA4289	2	2	5	2	8	6	6
S08-1	3	5	5	3	5	5	2
UNMC-84	3	5	5	3	5	5	2
SC02-11	4	2	6	6	4	8	8
UNMC-44	1	1	1	1	1	7	7
M47-022	4	2	4	4	4	4	4
BC04	3	5	5	4	5	5	5
HUMC-9	2	4	2	2	6	6	6
GROUP7-22	2	4	2	2	6	6	6
M47-3	1	1	1	1	6	6	6
UNMC-51	3	5	5	2	5	5	6
GROUP4-3	2	5	2	4	8	6	10
WCM045	2	5	2	6	8	8	8
UNMC-31	1	3	3	3	3	3	3
GROUP7-5	3	5	1	4	6	6	10
GROUP4-8	4	2	4	7	7	9	9
UNMC-97	4	2	4	7	3	9	3
HUMC1	2	3	2	3	2	2	2
MCL-61	1	3	3	3	3	3	3
S87-4	3	5	6	6	8	8	8
UNMC-85	2	3	3	2	6	6	6
SC08-2	2	4	2	6	8	6	6
S06-166	3	5	6	6	8	8	8
IA2334	4	2	4	4	4	9	10
MCL-122	1	1	2	2	1	6	7
GROUP5-3	1	1	1	4	6	6	10
GROUP5-7	1	1	1	1	1	1	1
S89-9	3	5	6	6	8	8	8
GROUP4-5	1	1	1	1	1	1	3
M47-025	3	3	6	3	2	2	2
IA834	3	5	6	6	8	2	8
HUMC-12	1	1	1	1	3	1	3
UNMC-88	1	1	1	1	1	1	1
GROUP4-11	4	2	4	7	4	9	9
UNMC-39	1	3	3	3	3	3	3
MCL-25	4	2	4	7	3	9	3
HUMC-10	4	5	6	6	4	8	8
GROUP7-19	4	2	4	7	4	4	4
GROUP5-8	2	4	2	2	1	6	7
SPECS-3164	4	2	4	4	4	9	10
UNMC-71-A5	2	5	2	6	8	6	6
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	1	1	1	4	4
GROUP7-3	4	2	4	7	3	4	3
S03-8	4	2	4	4	4	9	10
GROUP5-2	1	3	3	3	3	3	3
GROUP4-10	4	2	4	4	4	5	7
MCL-45	3	1	3	3	2	2	2
MCL-109	1	1	1	1	1	1	1
