membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	3	3	3	3	1
UNMC-81	4	1	4	4	4	3	3
UNMC-18	1	1	4	1	5	4	4
HUMC-7	2	4	2	5	4	5	5
UNMC-16	3	3	3	2	6	2	6
UNMC-7	4	1	4	4	7	3	3
S92-5	4	5	4	6	2	6	4
UNMC-33	2	5	1	7	8	7	7
WCM062	3	3	3	2	6	2	6
GROUP4-9	3	3	3	2	6	8	6
UNMC-68-A2	2	4	2	2	5	5	8
M47-024	4	1	4	4	7	3	3
SPECS-3163	3	3	2	2	6	2	6
UNMC-5	3	3	3	2	6	2	6
S94-7	3	3	3	2	6	2	6
GROUP7-1	3	3	3	2	6	8	6
M47-027	3	3	3	2	6	2	6
SPECS-3155	3	1	3	2	6	4	6
GROUP7-15	1	1	5	1	5	4	9
WCM032	2	4	4	7	2	6	8
HUMC3	3	3	3	3	6	2	1
IA04	2	5	1	7	8	7	7
HUMC-15	4	1	4	4	7	3	3
IA1857	3	3	3	1	6	4	6
GROUP6-2	4	4	2	5	5	9	6
GROUP5-9	4	5	4	6	5	6	4
GROUP4-2	3	3	3	1	6	4	6
UNMC-62	3	4	2	5	8	9	10
SPECS-1917	3	3	3	5	8	8	6
IA2852	3	4	2	5	8	9	10
MCL-38	1	1	5	1	1	4	9
GROUP5-6	3	3	3	2	6	2	6
MCL-138	1	2	6	7	2	1	2
GROUP4-7	3	3	3	2	6	2	6
MCL-98	1	1	5	1	1	4	9
GROUP7-17	3	3	3	2	6	8	6
M47-029	3	3	1	7	8	7	7
M22-51	3	3	3	2	6	2	6
HUMC-6	3	3	6	3	6	2	1
S03-3	3	3	3	3	6	2	1
MCL-14	3	5	2	5	8	6	10
MCL-37	2	3	4	7	6	2	3
MCL-33	2	2	6	7	2	1	2
IA2268	3	3	3	2	6	8	6
GROUP4-1	3	1	3	1	6	4	6
GROUP4-4	3	3	3	2	6	2	6
MCL-40	3	5	1	7	8	7	7
GROUP7-13	1	3	3	3	6	2	1
UNMC-20	2	3	3	2	6	2	6
UNMC-69	4	2	4	2	5	2	3
SPECS-3158	4	3	3	2	6	2	3
IA4227	2	2	1	7	2	1	2
GROUP6-4	1	1	5	7	1	1	1
GROUP6-3	3	3	3	2	6	2	6
UNMC-28	1	1	5	1	1	4	3
SPECS-3157	2	2	6	7	2	1	2
MCL-39	3	3	3	2	6	2	6
MCL-42	4	1	4	4	7	3	3
UNMC-90	3	3	3	3	6	2	1
UNMC-48	2	5	1	7	8	7	7
GROUP7-6	3	3	3	2	6	2	6
GROUP5-4	3	3	3	2	6	2	8
IA68	4	4	4	4	4	3	3
GROUP7-11	1	1	5	1	1	4	9
UNMC-6	3	3	4	2	6	8	6
SC86-6	4	1	4	4	7	3	3
IA4885	4	3	4	4	7	3	3
UNMC-55	4	1	4	4	7	3	3
UNMC-47	2	4	2	5	8	5	5
UNMC-87	2	4	2	7	2	1	2
GROUP7-9	2	4	1	7	8	1	2
GROUP7-20	2	4	2	5	4	5	5
GROUP5-10	2	4	2	5	4	5	5
UNMC-64	1	3	6	3	3	1	1
IA2745	1	1	3	1	1	2	9
HUMC4	2	4	2	5	4	5	5
UNMC-79-C1	2	1	1	7	7	3	3
IA2084	2	4	1	7	2	1	2
IA4203	2	4	2	7	8	7	7
IA1147	4	1	4	1	4	4	6
UNMC-61	4	4	4	4	4	3	3
MCL-128	1	1	5	1	1	4	9
GROUP7-14	1	3	3	3	7	3	3
GROUP4-6	4	3	4	3	3	1	8
GROUP7-2	1	3	3	3	7	1	1
HUMC5	3	3	3	2	6	8	6
MCL-35	1	1	5	1	1	8	6
MCL-75	4	4	2	5	2	5	10
UNMC-24	4	4	4	4	8	5	8
M47-023	4	3	4	2	7	5	3
UNMC-86	4	4	2	5	8	9	10
GROUP5-1	4	4	2	6	5	5	4
GROUP5-5	3	4	3	2	6	8	6
UNMC-8	1	2	6	7	2	1	2
GROUP6-1	4	1	5	1	5	4	9
UNMC-23	1	4	5	1	5	5	8
MCL-71	2	1	5	1	1	4	9
IA4289	2	4	2	1	5	5	8
S08-1	4	3	4	2	7	3	3
UNMC-84	4	3	4	2	7	3	3
SC02-11	4	1	4	4	7	3	3
UNMC-44	1	5	4	7	8	3	9
M47-022	4	4	4	4	7	3	3
BC04	4	1	4	4	7	3	3
HUMC-9	4	5	4	6	5	6	4
GROUP7-22	4	5	4	6	5	6	4
M47-3	4	4	5	1	5	9	9
UNMC-51	4	3	4	2	7	3	3
GROUP4-3	2	4	2	5	8	5	5
WCM045	2	4	2	5	8	5	5
UNMC-31	1	3	3	3	3	1	1
GROUP7-5	3	4	2	5	8	5	6
GROUP4-8	2	4	2	5	2	5	2
UNMC-97	1	2	6	3	3	1	2
HUMC1	3	4	2	5	8	5	8
MCL-61	1	3	6	5	3	1	1
S87-4	4	4	2	5	8	9	10
UNMC-85	4	5	3	2	8	8	10
SC08-2	4	5	2	6	8	6	10
S06-166	4	1	1	6	7	8	6
IA2334	4	4	2	5	8	9	10
MCL-122	4	4	2	5	8	9	10
GROUP5-3	3	4	2	2	4	2	6
GROUP5-7	3	4	2	5	4	5	5
S89-9	4	5	4	6	5	6	4
GROUP4-5	1	3	6	3	3	1	1
M47-025	3	3	3	2	6	8	6
IA834	3	3	3	2	6	8	6
HUMC-12	1	3	3	3	6	1	1
UNMC-88	1	3	6	3	3	1	1
GROUP4-11	2	4	2	7	2	1	10
UNMC-39	3	3	6	3	3	1	1
MCL-25	2	2	6	3	3	1	2
HUMC-10	4	1	4	4	1	3	3
GROUP7-19	1	1	5	1	1	4	9
GROUP5-8	4	1	3	1	5	6	4
SPECS-3164	2	5	1	7	8	7	7
UNMC-71-A5	2	5	1	7	8	7	7
MCL-24	1	1	5	1	1	4	9
UNMC-37	1	1	5	1	1	4	9
IA-02	1	1	5	1	1	4	6
GROUP7-3	1	3	6	3	3	1	2
S03-8	4	4	2	5	2	5	10
GROUP5-2	1	3	3	3	6	2	1
GROUP4-10	4	4	2	5	2	5	10
MCL-45	3	3	3	2	6	8	6
MCL-109	1	1	5	1	1	4	9
