membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	2	2	2
HUMC-8	2	3	3	3	3	3	3
UNMC-81	1	1	1	1	4	1	4
UNMC-18	1	2	2	2	1	2	1
HUMC-7	3	2	2	4	5	2	2
UNMC-16	2	2	3	3	3	2	3
UNMC-7	4	4	4	5	4	3	4
S92-5	3	5	5	6	6	4	5
UNMC-33	3	5	5	7	7	5	6
WCM062	2	2	3	3	3	2	2
GROUP4-9	2	3	3	3	3	6	7
UNMC-68-A2	2	3	3	3	6	6	7
M47-024	2	3	5	6	6	6	7
SPECS-3163	2	3	3	3	6	6	7
UNMC-5	2	2	3	3	3	2	2
S94-7	2	3	3	3	6	6	7
GROUP7-1	2	3	3	3	3	6	7
M47-027	2	3	3	3	3	6	7
SPECS-3155	2	3	3	3	6	6	7
GROUP7-15	1	1	1	1	1	1	1
WCM032	3	5	5	7	8	7	8
HUMC3	2	2	3	3	2	2	2
IA04	2	5	5	6	7	5	5
HUMC-15	4	4	4	5	7	3	4
IA1857	2	5	5	6	3	4	5
GROUP6-2	2	2	6	6	6	4	9
GROUP5-9	3	5	5	7	7	5	6
GROUP4-2	1	3	3	1	3	8	3
UNMC-62	2	5	6	6	6	4	5
SPECS-1917	2	3	3	3	6	6	7
IA2852	2	5	6	6	6	4	10
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	3	3	3	3	6	3
MCL-138	4	2	2	2	2	9	9
GROUP4-7	2	5	3	7	7	6	3
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	3	3	3	3	3	7
M47-029	2	5	5	7	7	5	6
M22-51	2	3	3	3	3	6	3
HUMC-6	2	3	3	3	3	6	3
S03-3	1	2	2	2	2	9	3
MCL-14	3	2	6	6	6	4	10
MCL-37	4	4	3	3	7	6	4
MCL-33	3	2	2	2	7	5	6
IA2268	2	3	3	3	3	6	3
GROUP4-1	1	3	3	3	3	8	7
GROUP4-4	2	3	3	3	3	6	3
MCL-40	2	5	5	7	7	3	7
GROUP7-13	1	2	2	2	2	9	3
UNMC-20	2	2	3	3	7	6	3
UNMC-69	4	2	2	2	2	8	9
SPECS-3158	2	3	3	3	3	6	9
IA4227	3	5	5	7	7	5	6
GROUP6-4	1	1	1	1	2	1	1
GROUP6-3	2	3	3	3	3	6	3
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	2	2	3	3	6	4	9
MCL-39	2	3	3	3	3	6	3
MCL-42	4	4	4	5	4	3	4
UNMC-90	2	3	3	3	2	9	3
UNMC-48	3	5	5	7	7	5	6
GROUP7-6	2	3	3	3	3	6	3
GROUP5-4	4	2	2	2	2	4	9
IA68	4	4	4	5	3	7	9
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	2	3	1	6	3	7	5
SC86-6	3	5	4	5	4	3	4
IA4885	4	4	4	5	4	3	4
UNMC-55	4	1	4	5	4	3	4
UNMC-47	3	5	5	7	5	5	6
UNMC-87	3	5	5	4	5	5	6
GROUP7-9	3	5	3	1	3	3	7
GROUP7-20	3	2	5	4	5	2	2
GROUP5-10	1	1	1	4	5	2	2
UNMC-64	1	2	2	2	2	2	2
IA2745	1	1	1	1	5	8	3
HUMC4	3	2	2	4	5	2	2
UNMC-79-C1	3	5	5	7	5	5	6
IA2084	3	5	5	4	5	5	6
IA4203	3	5	5	4	5	5	6
IA1147	4	2	2	5	5	8	9
UNMC-61	2	3	3	3	3	9	3
MCL-128	1	1	1	1	1	1	1
GROUP7-14	1	1	3	1	4	3	4
GROUP4-6	2	2	2	2	6	9	5
GROUP7-2	1	1	1	1	2	1	3
HUMC5	2	3	3	3	3	6	7
MCL-35	1	1	1	1	1	1	1
MCL-75	2	3	3	3	6	6	7
UNMC-24	4	4	4	5	4	7	8
M47-023	4	4	4	5	4	3	8
UNMC-86	2	5	6	6	6	4	10
GROUP5-1	3	5	5	7	8	7	8
GROUP5-5	2	3	3	3	3	7	8
UNMC-8	1	1	1	1	1	1	1
GROUP6-1	1	1	1	1	1	1	1
UNMC-23	1	1	1	1	1	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	3	2	5	7	8	7	8
S08-1	4	4	4	5	4	3	4
UNMC-84	4	4	4	5	4	3	4
SC02-11	4	4	4	5	4	3	4
UNMC-44	1	1	1	1	1	1	1
M47-022	4	4	4	5	4	3	4
BC04	4	4	4	5	4	3	4
HUMC-9	3	5	5	7	8	7	8
GROUP7-22	3	5	5	7	7	5	6
M47-3	4	5	6	6	6	8	10
UNMC-51	4	4	4	5	4	3	4
GROUP4-3	2	5	6	6	6	4	10
WCM045	3	5	5	7	7	5	6
UNMC-31	1	1	2	2	2	9	3
GROUP7-5	1	3	3	1	6	6	7
GROUP4-8	3	5	5	4	5	5	6
UNMC-97	1	2	2	2	2	9	3
HUMC1	2	2	2	3	2	2	2
MCL-61	1	2	2	2	2	9	3
S87-4	2	5	6	6	6	4	10
UNMC-85	2	5	6	6	6	4	10
SC08-2	3	5	6	6	6	4	10
S06-166	2	3	3	3	6	3	7
IA2334	2	5	6	6	6	4	10
MCL-122	2	5	6	6	6	4	10
GROUP5-3	1	1	1	1	1	1	3
GROUP5-7	1	1	1	1	1	1	1
S89-9	3	5	5	7	6	7	7
GROUP4-5	1	1	2	2	2	9	3
M47-025	2	3	3	3	3	6	7
IA834	2	3	3	3	6	6	7
HUMC-12	1	2	2	2	2	9	3
UNMC-88	1	1	1	1	2	9	3
GROUP4-11	3	5	5	4	5	5	6
UNMC-39	1	2	2	2	2	9	3
MCL-25	3	2	2	2	5	4	10
HUMC-10	4	1	4	5	4	3	4
GROUP7-19	1	1	1	1	3	8	9
GROUP5-8	1	3	3	3	3	8	3
SPECS-3164	3	5	5	7	7	5	6
UNMC-71-A5	3	5	5	7	7	5	6
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	3	1	3	8	7
GROUP7-3	1	2	2	2	2	8	3
S03-8	4	5	5	4	5	2	10
GROUP5-2	1	2	2	2	2	9	3
GROUP4-10	4	2	2	2	2	4	9
MCL-45	1	3	3	1	3	3	7
MCL-109	1	1	1	1	1	1	1
SC01-10	1	1	1	1	1	1	1
WCM041	3	5	5	7	7	5	6
MCL-146	3	5	5	7	7	5	6
MCL-126	2	3	3	3	6	6	7
