membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	2	2	2
HUMC-8	2	2	2	2	3	3	1
UNMC-81	3	3	3	3	4	4	3
UNMC-18	1	1	1	1	1	1	1
HUMC-7	3	4	4	4	5	5	4
UNMC-16	2	2	2	2	2	2	4
UNMC-7	3	5	5	3	4	6	3
S92-5	2	3	4	5	6	7	5
UNMC-33	3	4	4	4	5	8	6
WCM062	2	2	2	2	2	2	2
GROUP4-9	2	2	2	2	2	2	2
UNMC-68-A2	4	4	6	5	6	7	7
M47-024	2	3	6	3	4	4	3
SPECS-3163	4	4	6	5	6	7	7
UNMC-5	2	2	2	2	2	2	2
S94-7	2	2	6	5	2	2	7
GROUP7-1	2	2	2	2	2	2	5
M47-027	2	2	2	2	2	2	2
SPECS-3155	4	4	6	5	6	7	7
GROUP7-15	1	1	1	1	1	1	1
WCM032	3	2	4	6	7	4	8
HUMC3	2	2	2	2	2	2	2
IA04	3	3	4	6	7	4	8
HUMC-15	3	5	5	7	4	6	9
IA1857	1	3	4	7	7	4	8
GROUP6-2	4	3	6	5	6	4	7
GROUP5-9	4	4	6	5	6	2	5
GROUP4-2	1	2	1	1	1	1	1
UNMC-62	4	4	4	7	5	4	4
SPECS-1917	4	4	6	5	6	7	7
IA2852	4	4	4	4	5	5	4
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	4	2	2	2	2	2
MCL-138	3	3	3	7	8	3	9
GROUP4-7	3	3	2	2	2	2	9
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	2	2	3	2	2	5
M47-029	1	3	4	7	7	4	8
M22-51	2	2	2	2	2	2	2
HUMC-6	2	2	2	2	2	2	2
S03-3	2	2	2	2	2	2	2
MCL-14	2	2	2	2	2	2	2
MCL-37	2	2	2	3	2	2	2
MCL-33	1	3	3	7	8	3	8
IA2268	2	2	2	2	2	2	2
GROUP4-1	2	2	2	3	2	2	5
GROUP4-4	2	2	2	2	2	2	2
MCL-40	3	2	5	3	4	8	6
GROUP7-13	2	2	2	2	3	2	1
UNMC-20	2	2	2	2	2	2	2
UNMC-69	3	3	3	7	8	4	8
SPECS-3158	2	2	6	5	6	7	7
IA4227	3	3	3	6	8	9	8
GROUP6-4	1	1	1	1	1	3	9
GROUP6-3	3	3	2	2	2	3	9
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	3	3	3	7	8	4	8
MCL-39	2	2	2	2	2	2	2
MCL-42	3	5	5	3	4	6	3
UNMC-90	2	2	2	2	2	2	2
UNMC-48	3	3	3	2	8	4	8
GROUP7-6	2	2	2	2	2	2	2
GROUP5-4	3	3	3	7	8	4	8
IA68	3	3	5	3	8	6	8
GROUP7-11	1	1	1	1	1	4	1
UNMC-6	1	3	4	7	7	4	8
SC86-6	3	1	5	3	4	8	3
IA4885	3	5	5	3	4	6	3
UNMC-55	3	3	5	3	8	6	3
UNMC-47	3	4	4	4	5	5	4
UNMC-87	3	4	4	4	5	8	6
GROUP7-9	3	3	3	6	8	9	8
GROUP7-20	3	4	4	4	5	5	4
GROUP5-10	3	4	4	4	5	5	4
UNMC-64	1	1	2	1	3	9	1
IA2745	1	1	1	1	1	8	6
HUMC4	3	4	4	4	5	5	4
UNMC-79-C1	3	5	5	3	4	8	3
IA2084	1	1	1	1	1	8	6
IA4203	3	4	4	4	5	8	6
IA1147	3	3	3	7	8	4	8
UNMC-61	2	2	6	5	3	2	7
MCL-128	1	1	1	1	1	1	1
GROUP7-14	1	1	1	3	4	6	3
GROUP4-6	3	3	3	7	8	4	8
GROUP7-2	1	1	1	1	1	6	1
HUMC5	2	2	2	3	2	2	2
MCL-35	1	1	1	1	1	1	1
MCL-75	3	3	3	7	5	3	9
UNMC-24	3	3	5	3	5	6	3
M47-023	3	2	5	3	4	8	3
UNMC-86	4	4	4	4	5	5	4
GROUP5-1	4	4	6	5	6	7	10
GROUP5-5	4	4	4	4	7	4	4
UNMC-8	3	3	3	6	8	4	8
GROUP6-1	1	1	1	1	1	1	1
UNMC-23	1	1	1	1	1	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	3	3	4	6	7	4	10
S08-1	2	5	5	3	4	6	3
UNMC-84	2	5	5	3	4	6	3
SC02-11	3	3	3	5	6	4	7
UNMC-44	1	1	1	1	1	1	1
M47-022	3	5	5	3	4	6	3
BC04	3	5	5	3	4	6	3
HUMC-9	4	4	6	5	6	7	5
GROUP7-22	2	2	2	5	2	2	5
M47-3	1	1	1	1	1	1	1
UNMC-51	3	5	5	3	4	6	3
GROUP4-3	4	4	4	4	5	5	4
WCM045	4	4	4	4	5	5	8
UNMC-31	1	3	1	2	3	3	1
GROUP7-5	3	4	4	4	5	5	4
GROUP4-8	3	4	4	4	5	5	4
UNMC-97	3	3	3	6	8	3	8
HUMC1	2	2	4	2	5	5	4
MCL-61	1	2	2	2	3	3	1
S87-4	4	4	6	5	5	5	4
UNMC-85	2	2	4	5	5	2	5
SC08-2	4	4	6	5	6	7	7
S06-166	4	4	6	5	6	7	7
IA2334	4	4	4	4	5	5	4
MCL-122	4	4	4	4	5	5	4
GROUP5-3	1	1	1	1	1	1	2
GROUP5-7	1	1	1	1	1	1	1
S89-9	4	4	6	5	6	7	7
GROUP4-5	1	1	1	2	4	6	1
M47-025	4	4	6	2	2	2	2
IA834	4	4	6	5	6	7	7
HUMC-12	1	2	2	2	3	3	1
UNMC-88	1	1	1	1	3	3	1
GROUP4-11	3	3	3	7	8	4	8
UNMC-39	1	2	2	2	3	3	1
MCL-25	3	3	3	6	8	9	8
HUMC-10	3	3	3	5	6	4	7
GROUP7-19	3	3	3	7	8	4	8
GROUP5-8	2	2	2	3	2	2	5
SPECS-3164	3	2	5	3	4	8	6
UNMC-71-A5	4	2	5	3	4	8	6
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	1	1	8	4	8
GROUP7-3	3	3	3	7	8	3	8
S03-8	3	4	4	6	5	5	9
GROUP5-2	2	2	2	2	3	2	2
GROUP4-10	3	3	3	7	5	3	9
MCL-45	1	1	1	1	1	1	1
MCL-109	1	1	1	1	1	1	1
SC01-10	4	4	6	5	6	7	7
WCM041	4	2	5	4	5	8	6
MCL-146	3	4	4	6	5	5	9
MCL-126	4	4	6	5	2	7	7
