membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	2	1	2	2
HUMC-8	2	2	3	3	2	3	3
UNMC-81	1	1	1	4	3	4	4
UNMC-18	1	1	2	1	1	2	5
HUMC-7	3	3	4	2	4	5	6
UNMC-16	3	3	3	1	5	5	6
UNMC-7	4	3	5	5	6	6	4
S92-5	4	3	5	5	7	7	7
UNMC-33	3	3	6	2	4	5	6
WCM062	1	1	3	1	5	8	2
GROUP4-9	2	2	3	3	2	3	3
UNMC-68-A2	4	2	5	5	4	6	2
M47-024	4	3	5	5	6	6	8
SPECS-3163	4	2	5	5	4	6	2
UNMC-5	1	1	3	1	5	8	2
S94-7	4	2	5	5	4	6	2
GROUP7-1	2	2	3	3	2	3	9
M47-027	2	2	3	3	2	3	3
SPECS-3155	4	2	5	5	6	6	8
GROUP7-15	1	1	1	4	1	1	1
WCM032	3	4	6	6	5	4	10
HUMC3	2	1	3	1	5	8	2
IA04	3	4	2	6	8	9	5
HUMC-15	3	4	2	6	8	9	5
IA1857	1	1	1	3	1	1	1
GROUP6-2	3	4	2	6	8	9	5
GROUP5-9	4	5	5	5	7	7	7
GROUP4-2	1	2	3	3	2	3	1
UNMC-62	3	3	4	7	4	5	6
SPECS-1917	4	3	5	7	4	6	8
IA2852	3	3	4	7	4	5	6
MCL-38	1	1	1	4	1	1	1
GROUP5-6	3	2	3	3	5	8	6
MCL-138	3	4	2	6	8	9	5
GROUP4-7	3	4	2	6	8	9	5
MCL-98	1	1	1	4	1	1	1
GROUP7-17	2	2	3	3	2	3	3
M47-029	2	5	3	2	2	3	9
M22-51	2	2	3	3	5	8	2
HUMC-6	2	2	3	1	5	8	2
S03-3	2	1	3	1	5	8	2
MCL-14	2	1	4	7	7	4	6
MCL-37	2	3	3	3	5	8	2
MCL-33	3	4	2	6	8	9	5
IA2268	2	2	3	3	2	3	5
GROUP4-1	2	1	5	3	8	7	7
GROUP4-4	2	2	3	3	2	3	3
MCL-40	2	2	3	3	2	3	3
GROUP7-13	1	1	3	1	5	4	10
UNMC-20	2	2	3	3	5	8	2
UNMC-69	3	4	2	6	8	9	5
SPECS-3158	4	3	2	5	8	6	8
IA4227	3	4	2	6	8	9	5
GROUP6-4	3	4	2	6	8	9	5
GROUP6-3	3	4	2	6	8	9	5
UNMC-28	1	1	1	4	1	1	1
SPECS-3157	3	4	2	6	8	9	5
MCL-39	2	2	3	3	5	8	2
MCL-42	4	3	5	3	6	6	4
UNMC-90	2	1	3	1	5	8	1
UNMC-48	3	4	6	6	3	4	10
GROUP7-6	2	2	3	3	5	3	2
GROUP5-4	3	4	6	6	3	4	10
IA68	4	5	6	6	2	3	4
GROUP7-11	1	1	1	6	3	4	10
UNMC-6	2	2	3	3	2	3	3
SC86-6	4	5	6	3	6	3	4
IA4885	4	5	3	3	2	3	4
UNMC-55	4	5	6	6	6	3	4
UNMC-47	3	3	4	2	4	5	6
UNMC-87	3	3	4	2	4	5	6
GROUP7-9	3	3	3	3	2	3	3
GROUP7-20	3	3	4	2	4	5	6
GROUP5-10	4	3	5	2	4	6	8
UNMC-64	1	1	3	1	5	8	1
IA2745	1	1	1	3	1	1	1
HUMC4	3	3	3	2	4	5	6
UNMC-79-C1	4	3	5	5	6	6	8
IA2084	1	1	1	2	1	1	6
IA4203	4	3	6	2	4	5	8
IA1147	3	4	2	6	8	9	5
UNMC-61	4	5	2	6	8	9	7
MCL-128	1	1	1	4	1	1	1
GROUP7-14	2	2	3	3	2	3	3
GROUP4-6	2	2	6	6	3	4	10
GROUP7-2	2	1	1	1	5	1	1
HUMC5	2	2	3	3	2	3	3
MCL-35	1	1	1	4	1	1	1
MCL-75	3	4	2	6	8	9	5
UNMC-24	3	5	3	3	2	3	4
M47-023	4	5	3	3	2	3	4
UNMC-86	2	3	4	7	4	5	6
GROUP5-1	4	3	5	5	7	6	7
GROUP5-5	2	2	3	3	2	3	3
UNMC-8	1	4	1	6	3	4	10
GROUP6-1	1	1	1	4	1	7	1
UNMC-23	1	1	1	4	1	1	1
MCL-71	1	1	1	4	1	1	1
IA4289	3	3	4	2	7	4	6
S08-1	2	5	3	3	2	3	3
UNMC-84	2	5	3	3	2	3	3
SC02-11	4	4	6	6	3	9	10
UNMC-44	4	5	6	3	2	3	4
M47-022	2	5	3	3	2	3	4
BC04	4	5	6	3	6	3	4
HUMC-9	4	3	5	5	7	7	7
GROUP7-22	2	5	5	5	7	7	7
M47-3	2	1	4	7	7	4	6
UNMC-51	4	5	3	3	2	3	4
GROUP4-3	3	3	4	7	4	5	6
WCM045	3	3	4	1	4	5	6
UNMC-31	2	1	3	6	5	4	10
GROUP7-5	3	3	4	7	4	5	6
GROUP4-8	3	3	4	7	4	5	6
UNMC-97	3	4	2	6	3	4	10
HUMC1	1	3	4	1	4	5	6
MCL-61	2	3	1	1	5	8	1
S87-4	3	3	4	7	4	5	6
UNMC-85	2	2	3	3	7	3	7
SC08-2	2	3	4	7	7	7	7
S06-166	4	3	5	5	6	6	8
IA2334	3	3	4	7	4	5	6
MCL-122	3	3	4	7	4	5	6
GROUP5-3	2	2	3	3	5	8	2
GROUP5-7	3	3	4	4	1	5	6
S89-9	4	3	5	5	7	6	8
GROUP4-5	2	1	1	1	5	3	1
M47-025	2	2	3	3	2	3	3
IA834	2	2	3	3	2	3	3
HUMC-12	3	4	2	1	5	9	5
