membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	3	3	3	3	1
UNMC-81	2	2	4	1	2	4	3
UNMC-18	2	1	2	2	1	2	2
HUMC-7	2	4	5	2	4	2	4
UNMC-16	2	3	3	4	3	5	5
UNMC-7	2	4	5	3	4	6	4
S92-5	2	2	4	2	5	6	2
UNMC-33	2	4	2	2	5	2	4
WCM062	2	5	3	4	6	3	6
GROUP4-9	3	3	3	4	3	7	5
UNMC-68-A2	2	5	6	5	6	8	6
M47-024	2	5	6	5	6	8	6
SPECS-3163	2	5	6	5	6	8	6
UNMC-5	1	1	3	4	3	5	5
S94-7	2	5	3	5	6	8	6
GROUP7-1	3	3	3	4	3	7	7
M47-027	3	3	3	4	3	7	5
SPECS-3155	2	5	6	5	6	8	6
GROUP7-15	1	1	1	1	1	1	8
WCM032	2	2	4	6	2	4	3
HUMC3	3	3	3	4	1	3	1
IA04	2	2	2	2	2	2	7
HUMC-15	2	2	5	3	5	6	9
IA1857	1	1	3	1	3	9	8
GROUP6-2	2	5	6	5	6	4	6
GROUP5-9	2	2	2	2	5	9	2
GROUP4-2	1	1	3	1	3	5	5
UNMC-62	3	5	2	6	7	9	10
SPECS-1917	2	5	6	5	6	8	6
IA2852	3	5	2	6	7	9	10
MCL-38	1	1	1	1	1	1	8
GROUP5-6	3	3	3	4	3	5	5
MCL-138	2	2	1	7	2	2	2
GROUP4-7	3	3	2	2	5	7	7
MCL-98	1	1	1	1	1	1	8
GROUP7-17	3	3	3	4	3	7	5
M47-029	2	3	2	2	5	2	7
M22-51	3	3	3	4	3	5	5
HUMC-6	4	3	1	7	2	3	1
S03-3	4	5	1	7	1	3	1
MCL-14	3	3	3	4	3	5	5
MCL-37	2	4	5	3	8	6	9
MCL-33	2	2	1	7	2	2	2
IA2268	3	3	3	4	3	7	5
GROUP4-1	1	1	3	4	3	5	5
GROUP4-4	3	3	3	4	3	7	5
MCL-40	3	3	3	4	8	7	5
GROUP7-13	4	1	4	7	2	4	3
UNMC-20	1	1	3	4	3	5	5
UNMC-69	2	2	4	7	2	4	3
SPECS-3158	2	5	6	5	6	8	6
IA4227	2	2	4	2	2	2	2
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	3	3	3	4	3	5	5
UNMC-28	1	1	1	1	1	3	1
SPECS-3157	2	2	4	7	2	4	3
MCL-39	3	3	3	4	3	5	5
MCL-42	2	4	5	3	8	6	9
UNMC-90	3	3	3	4	1	3	1
UNMC-48	2	2	2	2	5	4	7
GROUP7-6	3	3	3	4	3	5	5
GROUP5-4	2	2	4	7	2	4	3
IA68	2	2	4	2	2	4	3
GROUP7-11	1	1	1	1	2	1	8
UNMC-6	3	3	3	3	8	7	5
SC86-6	3	4	5	3	7	6	9
IA4885	3	4	5	3	8	6	9
UNMC-55	2	4	5	2	4	2	4
UNMC-47	2	4	5	2	5	2	4
UNMC-87	2	2	4	2	2	2	4
GROUP7-9	3	4	3	3	8	7	5
GROUP7-20	2	4	5	2	4	2	4
GROUP5-10	2	5	5	2	4	2	4
UNMC-64	1	1	1	1	1	1	8
IA2745	1	1	1	1	1	1	8
HUMC4	2	4	5	2	4	2	4
UNMC-79-C1	2	4	5	3	4	6	9
IA2084	2	2	4	2	2	2	4
IA4203	2	4	5	2	4	2	4
IA1147	4	2	4	7	2	4	3
UNMC-61	2	5	6	5	6	8	6
MCL-128	1	1	1	1	1	1	8
GROUP7-14	3	1	3	3	8	7	9
GROUP4-6	4	4	4	7	2	4	3
GROUP7-2	1	1	1	1	1	3	1
HUMC5	3	3	3	4	3	7	5
MCL-35	1	1	1	1	1	1	8
MCL-75	2	5	2	6	7	4	10
UNMC-24	3	4	5	3	8	6	3
M47-023	3	4	5	3	8	7	9
UNMC-86	3	5	2	6	7	9	10
GROUP5-1	2	2	2	5	7	9	2
GROUP5-5	3	3	3	4	3	7	5
UNMC-8	2	2	1	7	2	2	2
GROUP6-1	1	1	1	1	7	1	2
UNMC-23	1	1	1	1	1	1	2
MCL-71	1	1	1	1	1	1	8
IA4289	2	2	2	6	2	6	2
S08-1	3	3	3	3	8	7	5
UNMC-84	3	3	5	3	8	7	9
SC02-11	2	5	6	5	6	8	6
UNMC-44	1	1	1	1	1	1	2
M47-022	3	4	5	3	8	6	3
BC04	3	4	5	3	8	6	9
HUMC-9	2	2	2	2	7	9	2
GROUP7-22	2	2	2	2	5	9	2
M47-3	1	1	1	1	7	9	8
UNMC-51	3	4	5	3	8	6	9
GROUP4-3	3	5	2	6	7	9	10
WCM045	2	5	6	5	6	8	6
UNMC-31	1	1	1	7	1	3	1
GROUP7-5	1	1	6	4	1	8	1
GROUP4-8	2	2	4	2	2	2	4
UNMC-97	4	2	1	7	2	4	3
HUMC1	3	4	5	5	8	6	4
MCL-61	4	3	1	7	1	3	1
S87-4	2	5	6	5	7	8	10
UNMC-85	3	3	3	6	7	7	5
SC08-2	2	5	6	5	7	9	10
S06-166	2	5	6	5	6	8	6
IA2334	3	5	2	6	7	9	10
MCL-122	3	5	2	6	7	9	10
GROUP5-3	1	1	1	1	1	1	1
GROUP5-7	1	1	1	1	1	1	8
S89-9	2	5	6	5	6	8	6
GROUP4-5	1	1	1	1	1	3	1
M47-025	3	3	3	4	3	7	5
IA834	3	3	3	4	3	7	6
HUMC-12	1	1	1	1	1	3	1
UNMC-88	1	1	1	1	1	1	1
GROUP4-11	2	2	4	2	2	4	3
UNMC-39	4	3	1	7	1	3	1
MCL-25	4	2	4	7	2	4	3
HUMC-10	2	5	6	5	6	8	6
GROUP7-19	4	1	4	7	2	4	3
GROUP5-8	2	1	1	1	5	9	2
SPECS-3164	3	4	5	3	7	6	9
UNMC-71-A5	2	4	5	2	4	6	4
MCL-24	1	1	1	1	1	1	8
UNMC-37	1	1	1	1	1	1	8
IA-02	1	1	4	1	3	4	3
GROUP7-3	4	2	4	7	2	4	3
S03-8	2	5	2	6	7	4	10
GROUP5-2	4	3	1	7	1	3	1
GROUP4-10	2	1	1	1	4	2	1
MCL-45	1	1	3	4	8	7	5
MCL-109	1	1	1	1	1	1	8
