membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	1
HUMC-8	2	3	3	3	3	3	1
UNMC-81	1	1	1	1	1	4	2
UNMC-18	1	2	1	1	4	2	3
HUMC-7	3	4	4	4	5	5	4
UNMC-16	3	2	4	4	4	5	4
UNMC-7	4	4	4	4	3	4	2
S92-5	3	2	5	5	2	6	5
UNMC-33	3	4	4	4	5	5	4
WCM062	2	2	2	2	2	2	1
GROUP4-9	2	3	3	3	3	3	6
UNMC-68-A2	4	5	4	6	6	7	7
M47-024	4	5	4	6	6	7	8
SPECS-3163	4	5	4	6	6	7	7
UNMC-5	2	2	2	2	2	2	1
S94-7	4	5	4	6	6	7	7
GROUP7-1	2	3	3	3	3	3	6
M47-027	2	3	3	3	3	3	6
SPECS-3155	4	5	4	6	6	7	7
GROUP7-15	1	1	1	1	1	1	3
WCM032	2	2	5	4	6	7	8
HUMC3	2	2	2	2	2	2	1
IA04	2	2	5	5	2	5	5
HUMC-15	3	2	6	5	4	8	9
IA1857	2	2	5	5	2	6	5
GROUP6-2	3	2	6	5	4	8	9
GROUP5-9	4	5	4	6	6	7	6
GROUP4-2	1	3	5	1	3	3	3
UNMC-62	2	2	5	5	2	6	5
SPECS-1917	4	5	4	6	6	7	7
IA2852	2	3	5	2	2	2	6
MCL-38	1	1	1	1	1	1	3
GROUP5-6	3	2	5	2	2	2	6
MCL-138	3	2	6	5	4	8	9
GROUP4-7	2	2	3	5	4	8	9
MCL-98	1	1	1	1	1	1	3
GROUP7-17	2	3	3	3	3	3	6
M47-029	2	3	3	5	3	6	5
M22-51	2	3	5	2	2	2	6
HUMC-6	2	2	5	2	2	2	1
S03-3	2	2	2	2	7	2	1
MCL-14	2	2	5	2	2	2	6
MCL-37	2	3	5	2	2	2	6
MCL-33	3	2	6	5	8	8	10
IA2268	2	3	3	5	4	3	9
GROUP4-1	1	1	5	2	3	3	6
GROUP4-4	2	3	3	3	3	3	6
MCL-40	2	3	3	3	3	3	6
GROUP7-13	1	1	1	2	7	2	1
UNMC-20	2	2	5	2	2	2	6
UNMC-69	3	2	6	5	4	8	9
SPECS-3158	4	5	4	6	6	7	7
IA4227	3	2	6	5	8	8	10
GROUP6-4	1	2	1	5	4	8	9
GROUP6-3	3	2	6	5	4	8	9
UNMC-28	1	1	1	1	1	2	1
SPECS-3157	3	2	6	5	8	8	10
MCL-39	2	3	5	2	3	2	6
MCL-42	4	3	3	5	3	4	2
UNMC-90	2	2	2	2	7	2	1
UNMC-48	2	2	5	2	2	2	6
GROUP7-6	2	3	5	2	2	2	6
GROUP5-4	2	2	5	3	2	2	1
IA68	3	3	3	4	5	5	4
GROUP7-11	1	1	1	1	1	1	3
UNMC-6	2	3	3	3	3	3	5
SC86-6	4	3	3	5	3	4	2
IA4885	2	3	3	3	3	3	2
UNMC-55	4	3	3	5	5	4	2
UNMC-47	3	4	4	4	5	5	4
UNMC-87	3	4	4	4	5	5	10
GROUP7-9	3	2	4	3	8	8	10
GROUP7-20	3	4	4	4	5	5	4
GROUP5-10	3	4	4	4	5	5	4
UNMC-64	1	1	1	4	1	9	1
IA2745	1	1	1	2	3	2	3
HUMC4	3	4	4	4	5	5	4
UNMC-79-C1	4	4	4	6	3	4	7
IA2084	1	1	1	4	5	5	10
IA4203	3	4	4	4	5	5	4
IA1147	3	2	6	5	4	8	9
UNMC-61	4	5	4	6	6	7	6
MCL-128	1	1	1	1	1	1	3
GROUP7-14	1	1	3	3	3	3	2
GROUP4-6	2	2	2	3	7	2	1
