membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	3	3	3	3	3
UNMC-81	4	2	2	4	4	2	4
UNMC-18	2	2	1	1	1	2	1
HUMC-7	2	3	2	5	5	4	5
UNMC-16	3	4	4	6	2	5	6
UNMC-7	4	3	2	2	6	4	7
S92-5	3	5	4	2	6	6	8
UNMC-33	2	3	2	5	5	4	5
WCM062	3	4	4	3	7	5	9
GROUP4-9	3	4	5	3	3	7	10
UNMC-68-A2	3	4	4	3	7	6	8
M47-024	1	5	4	2	6	4	7
SPECS-3163	3	4	4	3	7	5	8
UNMC-5	3	4	4	3	7	5	9
S94-7	3	4	4	3	7	5	9
GROUP7-1	3	4	5	3	3	7	8
M47-027	3	4	5	3	3	7	10
SPECS-3155	3	4	4	3	1	1	1
GROUP7-15	1	1	1	1	1	1	1
WCM032	3	2	6	7	4	2	4
HUMC3	3	4	4	3	8	3	3
IA04	3	4	5	3	7	8	9
HUMC-15	4	3	6	4	3	9	7
IA1857	3	4	5	3	7	8	9
GROUP6-2	2	4	6	6	2	2	6
GROUP5-9	3	5	4	2	6	6	8
GROUP4-2	3	1	5	3	1	5	10
UNMC-62	3	5	5	3	7	8	5
SPECS-1917	3	5	4	3	7	6	8
IA2852	3	4	5	3	7	8	9
MCL-38	1	1	1	1	1	1	1
GROUP5-6	3	4	4	3	7	5	9
MCL-138	2	2	6	2	2	2	2
GROUP4-7	3	4	5	3	7	5	9
MCL-98	1	1	1	1	1	1	1
GROUP7-17	3	4	5	3	3	7	10
M47-029	3	4	5	3	3	8	8
M22-51	3	4	4	3	7	5	8
HUMC-6	2	4	4	3	8	5	9
S03-3	3	4	4	3	7	3	3
MCL-14	3	5	4	2	2	8	10
MCL-37	4	4	4	3	7	9	9
MCL-33	2	2	6	2	2	2	2
IA2268	3	4	5	3	3	5	10
GROUP4-1	3	1	4	3	1	5	8
GROUP4-4	3	4	5	3	3	7	10
MCL-40	3	4	5	3	3	7	10
GROUP7-13	1	1	4	3	8	3	9
UNMC-20	4	4	4	6	2	5	9
UNMC-69	2	2	6	2	2	2	7
SPECS-3158	3	4	4	3	7	9	7
IA4227	2	2	6	2	2	2	2
GROUP6-4	1	1	6	1	1	2	2
GROUP6-3	3	4	4	6	7	5	9
UNMC-28	1	1	1	1	6	1	1
SPECS-3157	2	2	6	2	2	2	2
MCL-39	3	4	4	3	7	5	9
MCL-42	4	3	3	4	3	9	7
UNMC-90	3	4	4	3	8	3	3
UNMC-48	3	4	4	3	7	5	9
GROUP7-6	3	4	5	3	7	7	10
GROUP5-4	2	2	6	6	4	2	4
IA68	2	3	2	4	4	2	4
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	3	4	5	3	3	7	10
SC86-6	4	3	3	4	3	9	7
IA4885	4	3	3	4	3	9	7
UNMC-55	4	3	3	4	3	9	7
UNMC-47	2	3	2	5	5	4	5
UNMC-87	2	3	2	5	5	4	5
GROUP7-9	2	3	5	3	3	7	10
GROUP7-20	2	3	2	5	5	4	5
GROUP5-10	2	3	2	5	5	4	5
UNMC-64	1	1	1	6	8	1	1
IA2745	1	1	1	1	1	1	10
HUMC4	2	3	2	5	5	4	5
UNMC-79-C1	4	3	2	2	6	4	7
IA2084	2	1	1	1	1	1	1
IA4203	2	3	2	5	6	4	4
IA1147	2	3	6	6	2	2	6
UNMC-61	4	3	2	7	4	7	4
MCL-128	1	1	1	1	1	1	1
GROUP7-14	4	3	3	3	3	9	3
GROUP4-6	4	3	3	6	8	3	10
GROUP7-2	1	1	1	1	8	3	1
HUMC5	3	4	5	3	3	7	10
MCL-35	1	1	1	1	1	1	1
MCL-75	2	5	2	5	5	8	6
UNMC-24	4	3	3	4	3	7	10
M47-023	3	3	3	4	3	9	10
UNMC-86	3	5	5	3	5	8	10
GROUP5-1	3	5	4	2	6	6	8
GROUP5-5	3	4	5	3	3	7	10
UNMC-8	2	2	6	2	2	2	2
GROUP6-1	1	1	1	1	1	1	1
UNMC-23	1	1	1	1	6	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	2	5	2	5	5	8	6
S08-1	3	3	3	4	3	9	7
UNMC-84	3	3	3	4	3	9	7
SC02-11	4	3	3	4	3	9	7
UNMC-44	1	1	1	1	1	1	1
M47-022	4	3	3	4	3	2	7
BC04	4	3	3	4	3	9	7
HUMC-9	3	5	4	2	6	6	8
GROUP7-22	3	5	4	2	6	6	8
M47-3	1	1	1	1	1	8	10
UNMC-51	3	3	3	4	3	9	10
GROUP4-3	2	3	2	5	5	4	5
WCM045	3	3	5	3	5	7	5
UNMC-31	4	3	3	6	8	3	3
GROUP7-5	1	3	2	5	5	4	5
GROUP4-8	2	3	2	5	5	4	5
UNMC-97	2	2	6	6	2	2	2
HUMC1	2	3	2	4	5	7	10
MCL-61	4	3	3	5	8	3	3
S87-4	3	5	5	3	5	8	5
UNMC-85	3	5	5	2	6	7	10
SC08-2	3	4	4	3	7	6	8
S06-166	3	4	4	3	7	6	8
IA2334	2	5	2	5	5	8	6
MCL-122	3	5	5	3	5	8	5
GROUP5-3	4	1	2	7	4	2	4
GROUP5-7	4	1	1	1	1	1	1
S89-9	3	5	4	2	6	6	8
GROUP4-5	1	3	3	6	8	3	3
M47-025	3	4	4	3	7	6	8
IA834	3	4	5	3	3	6	10
HUMC-12	1	2	6	6	2	2	2
UNMC-88	1	1	1	1	8	1	1
GROUP4-11	2	5	6	2	2	2	3
UNMC-39	3	5	3	6	8	3	3
MCL-25	2	2	6	6	2	2	6
HUMC-10	1	1	1	1	1	9	7
GROUP7-19	2	3	2	6	2	7	10
GROUP5-8	3	5	4	2	6	7	8
SPECS-3164	2	5	2	5	5	8	6
UNMC-71-A5	1	5	2	2	6	4	4
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	1	1	1	1	1
GROUP7-3	2	2	6	6	2	2	3
S03-8	2	5	2	5	5	8	6
GROUP5-2	3	4	4	3	8	5	9
GROUP4-10	2	2	6	2	2	2	6
MCL-45	1	1	1	3	3	7	10
MCL-109	1	1	1	1	1	1	1
