membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	2	2	2
HUMC-8	2	3	3	3	3	3	1
UNMC-81	3	4	4	4	4	4	3
UNMC-18	1	1	5	1	1	2	4
HUMC-7	4	2	2	5	5	2	5
UNMC-16	2	3	3	6	6	5	6
UNMC-7	3	4	4	5	7	4	3
S92-5	3	2	4	6	6	6	5
UNMC-33	4	2	2	5	5	2	5
WCM062	2	1	5	1	1	5	1
GROUP4-9	2	3	3	3	3	3	4
UNMC-68-A2	2	5	6	7	7	7	7
M47-024	2	5	6	7	7	7	1
SPECS-3163	2	5	6	7	7	7	7
UNMC-5	2	3	3	3	3	5	4
S94-7	2	3	6	7	3	7	7
GROUP7-1	2	3	3	3	3	3	4
M47-027	2	3	3	3	3	5	4
SPECS-3155	2	5	6	7	7	7	7
GROUP7-15	1	1	1	1	8	8	8
WCM032	3	2	4	5	5	2	2
HUMC3	2	1	5	1	1	5	1
IA04	4	2	2	5	2	2	2
HUMC-15	3	4	4	6	6	6	6
IA1857	1	3	1	3	3	3	4
GROUP6-2	3	4	4	7	6	6	7
GROUP5-9	2	3	3	3	7	3	4
GROUP4-2	1	1	1	1	8	8	8
UNMC-62	2	3	3	6	6	5	4
SPECS-1917	2	5	6	7	7	7	7
IA2852	2	3	3	3	3	3	9
MCL-38	1	1	1	1	8	8	8
GROUP5-6	2	3	3	3	3	5	4
MCL-138	3	4	4	5	6	6	6
GROUP4-7	3	4	4	6	6	5	6
MCL-98	1	1	1	1	8	8	8
GROUP7-17	2	3	3	3	4	3	4
M47-029	4	2	2	5	5	2	5
M22-51	2	3	3	3	3	5	4
HUMC-6	2	3	3	3	3	5	4
S03-3	2	1	5	1	1	1	1
MCL-14	2	3	3	3	3	5	4
MCL-37	2	3	3	3	3	5	4
MCL-33	4	2	4	5	6	2	6
IA2268	2	3	3	3	6	5	6
GROUP4-1	2	5	5	3	4	3	4
GROUP4-4	2	3	3	3	3	5	4
MCL-40	2	3	3	3	3	3	4
GROUP7-13	1	1	5	1	1	9	1
UNMC-20	3	3	3	3	3	5	4
UNMC-69	3	4	4	5	6	6	6
SPECS-3158	2	5	6	7	7	7	7
IA4227	4	2	2	5	5	2	10
GROUP6-4	1	1	4	6	6	6	6
GROUP6-3	3	4	4	6	6	6	6
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	3	2	4	5	6	2	6
MCL-39	2	3	3	3	3	5	4
MCL-42	3	4	4	4	4	4	3
UNMC-90	2	1	5	1	1	1	1
UNMC-48	3	2	2	5	3	5	10
GROUP7-6	2	3	3	3	3	5	4
GROUP5-4	3	4	4	5	5	9	10
IA68	3	4	4	6	4	4	3
GROUP7-11	1	1	1	1	8	9	8
UNMC-6	1	1	1	1	8	8	8
SC86-6	3	4	4	4	4	4	3
IA4885	3	4	4	4	4	4	3
UNMC-55	3	4	4	5	5	4	3
UNMC-47	4	2	2	5	5	2	5
UNMC-87	4	2	2	5	5	2	5
GROUP7-9	4	2	2	5	5	2	10
GROUP7-20	4	2	2	5	5	2	5
GROUP5-10	1	5	6	7	7	7	7
UNMC-64	1	1	1	1	1	1	1
IA2745	1	3	3	3	3	3	4
HUMC4	4	2	2	5	5	2	5
UNMC-79-C1	3	4	6	7	7	7	7
IA2084	4	2	2	5	5	2	5
IA4203	4	2	2	5	5	2	5
IA1147	3	4	4	5	6	6	6
UNMC-61	3	4	4	6	6	6	4
MCL-128	1	1	1	1	8	8	8
GROUP7-14	1	1	1	1	8	8	3
GROUP4-6	3	4	4	5	5	9	10
GROUP7-2	1	1	1	1	1	1	1
HUMC5	2	3	3	3	3	3	4
MCL-35	1	1	1	1	8	8	8
MCL-75	3	4	4	6	6	6	6
UNMC-24	3	4	4	2	4	4	3
M47-023	2	3	3	3	4	4	3
UNMC-86	2	3	3	3	3	3	9
GROUP5-1	2	5	6	7	2	7	7
GROUP5-5	4	2	2	2	2	2	2
UNMC-8	1	1	4	5	5	2	10
GROUP6-1	1	1	1	1	2	8	8
UNMC-23	1	1	1	1	2	8	1
MCL-71	1	1	1	1	8	8	8
IA4289	4	2	2	2	2	2	2
S08-1	2	5	6	7	7	7	7
UNMC-84	3	4	4	4	4	4	3
SC02-11	3	4	4	7	6	9	7
UNMC-44	1	1	1	1	8	8	8
M47-022	3	4	4	4	4	4	3
BC04	3	4	4	4	4	4	3
HUMC-9	2	5	6	7	7	2	7
GROUP7-22	2	3	3	3	3	3	4
M47-3	1	1	1	1	8	8	8
UNMC-51	3	4	4	4	4	4	3
GROUP4-3	2	3	3	3	3	3	9
WCM045	2	5	4	7	7	6	6
UNMC-31	1	1	5	1	1	1	1
GROUP7-5	1	1	1	1	7	1	7
GROUP4-8	4	2	2	5	5	2	5
UNMC-97	4	2	4	5	5	2	10
HUMC1	2	1	5	1	1	5	1
MCL-61	1	1	5	1	1	1	1
S87-4	2	5	6	7	7	7	7
UNMC-85	2	3	3	3	3	3	4
SC08-2	2	3	6	3	7	7	7
S06-166	2	5	6	7	7	7	7
IA2334	2	3	3	3	3	3	9
MCL-122	2	3	6	3	3	3	9
GROUP5-3	1	1	1	1	1	1	1
GROUP5-7	1	1	1	1	8	8	8
S89-9	2	5	6	7	7	7	7
GROUP4-5	1	1	1	1	1	1	1
M47-025	2	3	6	3	3	7	4
IA834	2	5	3	3	7	7	4
HUMC-12	1	1	5	1	1	1	1
UNMC-88	1	1	5	1	1	1	1
GROUP4-11	4	2	2	5	5	2	10
UNMC-39	1	1	5	1	1	1	1
MCL-25	4	2	4	5	5	2	10
HUMC-10	3	4	4	7	7	9	7
GROUP7-19	3	4	4	5	6	9	6
GROUP5-8	2	3	3	3	4	3	4
SPECS-3164	4	2	2	5	3	2	5
UNMC-71-A5	2	5	6	7	7	7	7
MCL-24	1	1	1	1	8	8	8
UNMC-37	1	1	1	1	8	8	8
IA-02	1	1	1	1	8	9	8
GROUP7-3	4	4	4	5	5	9	10
S03-8	3	5	4	2	5	4	6
GROUP5-2	2	1	5	1	1	1	1
GROUP4-10	3	4	4	6	6	6	6
MCL-45	1	1	1	1	8	8	8
MCL-109	1	1	1	1	8	8	8
SC01-10	1	5	6	7	7	7	7
WCM041	4	2	2	5	5	2	5
MCL-146	4	2	2	5	5	2	5
MCL-126	2	3	6	3	3	7	7
