membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	2	2	2	2
HUMC-8	2	2	3	2	3	3	3
UNMC-81	1	3	1	1	1	4	4
UNMC-18	1	3	2	2	2	5	4
HUMC-7	2	4	2	3	4	5	5
UNMC-16	2	2	4	4	3	3	3
UNMC-7	3	4	5	5	5	6	6
S92-5	2	4	4	4	5	6	5
UNMC-33	4	5	6	4	6	7	7
WCM062	2	2	4	2	7	1	1
GROUP4-9	2	2	4	4	3	3	3
UNMC-68-A2	2	2	4	4	7	8	8
M47-024	2	2	5	4	7	8	1
SPECS-3163	2	2	4	4	7	8	8
UNMC-5	1	1	4	2	2	8	1
S94-7	2	2	4	4	7	8	8
GROUP7-1	2	2	4	4	7	8	8
M47-027	2	2	4	4	3	7	3
SPECS-3155	2	2	4	4	7	8	8
GROUP7-15	1	3	1	1	1	4	4
WCM032	3	5	5	6	2	2	9
HUMC3	1	1	2	2	2	1	1
IA04	2	5	2	4	3	3	2
HUMC-15	2	4	5	5	5	6	6
IA1857	4	3	4	7	3	4	4
GROUP6-2	4	5	6	7	8	9	10
GROUP5-9	2	2	5	4	7	5	3
GROUP4-2	2	3	4	4	3	3	3
UNMC-62	2	4	2	3	4	5	5
SPECS-1917	2	2	4	4	7	8	8
IA2852	2	4	2	3	4	5	5
MCL-38	1	3	1	1	1	4	4
GROUP5-6	2	2	4	4	3	3	3
MCL-138	3	5	3	2	2	1	2
GROUP4-7	2	2	4	4	3	3	3
MCL-98	1	3	1	1	1	4	4
GROUP7-17	2	2	4	4	3	3	3
M47-029	1	2	4	5	3	3	3
M22-51	2	2	4	4	3	3	3
HUMC-6	4	2	3	2	3	3	3
S03-3	2	1	4	2	7	1	1
MCL-14	2	4	4	4	5	5	5
MCL-37	2	4	5	5	5	6	6
MCL-33	3	1	3	2	2	2	2
IA2268	2	2	4	4	3	3	3
GROUP4-1	2	2	4	4	3	3	3
GROUP4-4	2	2	4	4	3	3	3
MCL-40	2	2	2	5	3	3	3
GROUP7-13	1	1	6	2	2	1	1
UNMC-20	1	3	4	4	3	3	3
UNMC-69	4	5	6	2	2	9	1
SPECS-3158	2	2	4	4	7	8	8
IA4227	3	5	2	6	2	2	2
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	2	2	4	4	3	3	3
UNMC-28	1	1	5	2	1	1	1
SPECS-3157	3	5	2	6	2	2	2
MCL-39	2	2	4	4	3	3	3
MCL-42	2	4	5	5	5	6	6
UNMC-90	2	2	3	2	2	1	1
UNMC-48	2	2	2	5	3	3	3
GROUP7-6	2	2	4	4	3	3	7
GROUP5-4	4	5	6	7	8	9	10
IA68	4	5	6	7	8	7	10
GROUP7-11	1	3	1	1	1	9	4
UNMC-6	4	5	6	7	8	9	4
