membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	1	2	1	2	2
HUMC-8	3	3	2	3	1	3	3
UNMC-81	1	1	1	1	2	4	4
UNMC-18	3	4	3	4	3	5	5
HUMC-7	4	4	4	5	4	6	6
UNMC-16	3	2	3	2	5	7	7
UNMC-7	4	4	5	4	2	4	4
S92-5	3	4	4	5	4	6	6
UNMC-33	3	4	4	5	4	6	6
WCM062	3	2	3	2	1	2	2
GROUP4-9	3	2	3	2	6	5	5
UNMC-68-A2	2	5	6	6	7	8	8
M47-024	2	5	6	6	7	8	2
SPECS-3163	2	5	6	6	7	8	8
UNMC-5	3	2	3	2	6	2	2
S94-7	3	2	6	2	6	2	5
GROUP7-1	3	2	3	2	6	5	5
M47-027	3	2	3	2	6	2	5
SPECS-3155	2	5	6	6	7	8	8
GROUP7-15	1	1	1	1	3	1	1
WCM032	2	4	4	5	4	9	2
HUMC3	3	2	3	2	1	2	2
IA04	2	4	4	5	4	9	2
HUMC-15	3	2	3	7	5	4	4
IA1857	3	2	3	1	3	1	5
GROUP6-2	2	5	6	7	5	7	7
GROUP5-9	3	4	3	4	4	5	5
GROUP4-2	3	2	3	1	3	1	5
UNMC-62	3	2	3	2	7	7	9
SPECS-1917	2	5	6	6	7	8	8
IA2852	3	2	3	2	6	2	5
MCL-38	1	1	1	1	3	1	1
GROUP5-6	3	2	3	2	6	2	5
MCL-138	3	2	3	7	5	7	7
GROUP4-7	3	2	3	2	5	7	7
MCL-98	1	1	1	1	3	1	1
GROUP7-17	3	2	3	4	2	5	5
M47-029	1	1	1	1	3	1	1
M22-51	3	2	3	2	6	2	5
HUMC-6	3	3	2	3	1	3	3
S03-3	3	3	2	3	1	3	3
MCL-14	3	2	3	2	6	2	5
MCL-37	3	2	3	2	6	4	4
MCL-33	3	2	3	7	5	7	7
IA2268	3	2	3	2	5	7	7
GROUP4-1	3	2	3	1	5	7	7
GROUP4-4	3	2	3	2	6	2	5
MCL-40	3	2	3	2	2	4	4
GROUP7-13	1	3	2	3	1	3	3
UNMC-20	3	2	3	2	5	7	7
UNMC-69	3	2	3	7	5	7	7
SPECS-3158	3	2	6	6	7	8	8
IA4227	2	5	6	6	7	8	8
GROUP6-4	1	1	3	1	5	7	7
GROUP6-3	3	2	3	2	5	7	7
UNMC-28	1	1	1	1	1	3	2
SPECS-3157	2	5	6	7	5	7	7
MCL-39	3	2	3	2	6	2	5
MCL-42	4	4	5	4	2	4	4
UNMC-90	3	3	2	3	1	3	3
UNMC-48	3	2	3	2	6	2	5
GROUP7-6	3	2	3	2	6	2	5
GROUP5-4	4	4	4	5	8	6	10
IA68	4	4	4	5	4	4	6
GROUP7-11	1	1	1	1	3	1	1
UNMC-6	1	1	1	1	3	1	1
SC86-6	4	4	5	4	2	4	4
IA4885	4	4	5	4	2	4	4
UNMC-55	4	4	5	4	2	4	4
UNMC-47	4	4	4	5	4	6	6
UNMC-87	4	4	4	5	4	6	6
GROUP7-9	4	4	4	5	4	6	6
GROUP7-20	4	4	4	5	4	6	6
GROUP5-10	4	4	4	5	4	6	6
UNMC-64	1	3	2	3	4	6	6
IA2745	1	1	1	1	3	1	5
HUMC4	4	4	4	5	4	6	6
UNMC-79-C1	2	5	6	6	7	8	8
IA2084	1	4	4	5	3	6	6
IA4203	4	4	4	5	4	6	6
IA1147	3	2	3	7	5	7	7
UNMC-61	3	2	3	6	7	5	5
MCL-128	1	1	1	1	3	1	1
GROUP7-14	1	1	5	1	3	4	4
