membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	3	3	3	3	3
UNMC-81	1	4	4	4	4	4	4
UNMC-18	1	2	1	2	1	1	5
HUMC-7	2	2	2	5	5	5	6
UNMC-16	3	3	3	3	1	3	3
UNMC-7	1	4	4	6	4	4	7
S92-5	2	2	2	5	6	2	8
UNMC-33	2	2	5	2	7	6	7
WCM062	3	3	3	3	3	7	1
GROUP4-9	3	3	3	3	3	3	3
UNMC-68-A2	3	3	3	3	3	7	3
M47-024	2	3	3	3	2	7	8
SPECS-3163	3	3	3	3	3	7	3
UNMC-5	3	3	3	3	3	7	3
S94-7	3	3	3	3	3	7	3
GROUP7-1	3	3	3	3	3	3	3
M47-027	3	3	3	3	3	3	3
SPECS-3155	3	3	1	3	3	7	3
GROUP7-15	1	1	1	1	8	1	5
WCM032	4	2	3	4	6	8	4
HUMC3	3	3	3	3	3	1	1
IA04	2	2	5	2	7	6	7
HUMC-15	2	4	4	6	4	6	9
IA1857	3	3	6	4	6	7	8
GROUP6-2	4	5	6	4	6	8	4
GROUP5-9	2	2	5	2	7	6	3
GROUP4-2	3	1	1	3	8	3	3
UNMC-62	2	3	2	4	6	7	6
SPECS-1917	3	3	3	3	3	7	3
IA2852	2	2	5	2	7	6	7
MCL-38	1	1	1	1	8	1	5
GROUP5-6	3	3	3	3	3	3	3
MCL-138	4	5	6	7	2	9	2
GROUP4-7	2	2	5	2	7	6	7
MCL-98	1	1	1	1	8	1	5
GROUP7-17	3	3	3	3	3	3	3
M47-029	2	2	5	2	7	6	7
M22-51	3	3	3	3	3	3	3
HUMC-6	3	3	3	3	3	3	3
S03-3	3	3	3	3	1	7	1
MCL-14	3	3	3	3	3	3	3
MCL-37	1	3	4	6	4	6	9
MCL-33	2	5	6	2	2	9	2
IA2268	3	3	3	3	3	3	3
GROUP4-1	3	1	1	3	8	3	3
GROUP4-4	2	2	5	2	7	6	7
MCL-40	2	2	5	2	7	6	7
GROUP7-13	1	5	6	7	6	8	4
UNMC-20	3	3	1	3	8	3	10
UNMC-69	4	5	6	4	6	9	4
SPECS-3158	3	3	3	3	3	7	3
IA4227	2	2	5	2	2	9	2
GROUP6-4	1	5	6	1	1	9	10
GROUP6-3	3	3	3	3	3	3	10
UNMC-28	1	1	1	7	1	1	1
SPECS-3157	2	5	6	4	6	9	4
MCL-39	3	3	3	3	3	3	3
MCL-42	1	4	4	6	4	4	9
UNMC-90	3	3	3	3	1	7	1
UNMC-48	2	2	5	2	7	6	7
GROUP7-6	2	2	3	3	3	6	7
GROUP5-4	4	5	6	4	6	8	4
IA68	1	4	4	4	4	4	4
GROUP7-11	1	1	6	1	8	8	4
UNMC-6	1	3	6	4	6	7	8
SC86-6	1	4	4	6	4	4	9
IA4885	1	4	4	6	4	4	9
UNMC-55	1	4	5	6	4	4	9
UNMC-47	2	2	5	2	7	6	7
UNMC-87	2	2	2	2	5	5	6
GROUP7-9	2	2	2	2	5	9	6
GROUP7-20	1	2	4	5	5	5	6
GROUP5-10	1	2	4	5	5	5	6
UNMC-64	1	1	1	1	8	1	5
IA2745	3	1	3	1	5	3	3
HUMC4	1	2	4	5	5	5	6
UNMC-79-C1	2	2	4	2	7	6	7
IA2084	1	2	1	2	5	9	5
IA4203	2	2	5	2	7	6	6
IA1147	4	5	6	4	6	8	4
UNMC-61	3	5	3	3	1	4	3
MCL-128	1	1	1	1	8	1	5
GROUP7-14	1	1	1	1	4	4	9
GROUP4-6	3	5	6	4	6	8	4
GROUP7-2	1	1	1	1	1	1	1
HUMC5	3	3	3	3	3	7	3
MCL-35	1	1	1	1	8	1	5
MCL-75	3	3	3	3	3	7	3
UNMC-24	2	2	2	5	2	4	6
M47-023	1	4	4	6	4	4	9
UNMC-86	3	2	2	5	5	2	2
GROUP5-1	2	2	2	2	2	2	2
GROUP5-5	2	2	2	2	2	2	2
UNMC-8	1	1	6	7	2	9	2
GROUP6-1	1	1	1	1	2	1	5
UNMC-23	1	1	1	1	2	2	2
MCL-71	1	1	1	1	8	1	5
IA4289	2	2	2	2	2	2	2
S08-1	1	4	4	6	4	4	9
UNMC-84	1	4	4	6	4	4	9
SC02-11	1	5	6	4	6	8	4
UNMC-44	1	1	5	1	7	1	7
M47-022	1	4	4	6	4	4	9
BC04	1	4	4	6	4	4	9
HUMC-9	2	2	2	7	2	2	2
GROUP7-22	2	2	5	2	7	6	3
M47-3	1	1	1	1	8	1	5
UNMC-51	1	4	4	6	4	4	9
GROUP4-3	2	2	2	5	5	5	6
WCM045	2	3	3	3	7	7	8
UNMC-31	1	5	6	1	1	1	1
GROUP7-5	1	2	2	5	5	5	6
GROUP4-8	2	2	2	5	5	5	6
UNMC-97	2	5	6	4	2	8	3
HUMC1	3	3	2	5	3	5	6
MCL-61	1	5	6	7	1	1	1
S87-4	3	3	3	3	3	7	3
UNMC-85	2	2	5	2	7	6	7
SC08-2	3	2	3	2	3	6	7
S06-166	3	3	3	3	3	7	3
IA2334	2	2	5	2	7	6	7
MCL-122	4	2	4	5	6	2	6
GROUP5-3	1	1	1	1	8	1	4
GROUP5-7	1	1	1	1	8	1	5
S89-9	3	2	2	2	2	2	3
GROUP4-5	1	1	1	1	1	1	1
M47-025	3	3	3	3	3	7	3
IA834	3	3	3	3	3	7	3
HUMC-12	1	5	6	7	1	9	1
UNMC-88	1	5	1	1	1	1	1
GROUP4-11	2	5	6	4	6	8	4
UNMC-39	1	5	6	7	1	1	1
MCL-25	4	5	6	4	6	8	4
HUMC-10	1	5	6	4	6	8	4
GROUP7-19	4	5	6	4	6	8	4
GROUP5-8	3	3	3	6	4	3	3
SPECS-3164	2	2	5	2	7	6	7
UNMC-71-A5	2	2	5	2	7	6	7
MCL-24	1	1	1	1	8	1	5
UNMC-37	1	1	1	1	8	1	5
IA-02	1	5	6	4	6	8	4
GROUP7-3	4	5	6	4	6	8	4
S03-8	4	2	4	5	6	2	6
GROUP5-2	3	3	3	3	3	3	1
GROUP4-10	4	5	6	7	1	9	10
MCL-45	1	1	1	1	8	1	5
MCL-109	1	1	1	1	8	1	5
