membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	1	1	1	1
HUMC-8	2	2	2	2	2	2	2
UNMC-81	3	3	3	3	3	3	3
UNMC-18	1	1	1	1	1	1	1
HUMC-7	3	4	4	4	4	4	4
UNMC-16	1	1	2	2	2	2	5
UNMC-7	4	3	5	5	5	5	6
S92-5	4	5	4	5	5	6	7
UNMC-33	2	2	2	2	2	2	2
WCM062	1	1	1	1	1	1	1
GROUP4-9	2	2	2	2	2	2	2
UNMC-68-A2	4	5	4	5	5	7	8
M47-024	4	5	4	5	5	7	8
SPECS-3163	4	5	4	5	5	7	8
UNMC-5	1	1	2	2	1	1	1
S94-7	4	5	4	5	5	7	8
GROUP7-1	2	2	2	2	2	2	5
M47-027	2	2	2	2	2	2	2
SPECS-3155	4	5	4	5	5	7	8
GROUP7-15	3	1	6	6	6	8	9
WCM032	3	5	3	3	5	3	3
HUMC3	1	1	1	1	1	1	1
IA04	2	4	2	2	7	8	10
HUMC-15	4	4	5	2	7	5	10
IA1857	2	1	2	2	7	8	3
GROUP6-2	3	5	3	5	3	3	8
GROUP5-9	4	5	4	5	5	6	7
GROUP4-2	1	1	2	2	6	2	5
UNMC-62	3	4	2	3	7	4	3
SPECS-1917	4	5	4	5	5	7	8
IA2852	2	2	2	2	2	2	5
MCL-38	1	1	6	6	6	9	9
GROUP5-6	2	2	2	2	2	2	5
MCL-138	3	4	3	7	1	4	3
GROUP4-7	2	2	2	2	2	2	5
MCL-98	1	1	6	6	6	9	9
GROUP7-17	2	2	2	2	2	2	2
M47-029	2	2	2	2	2	2	4
M22-51	2	2	2	2	2	2	5
HUMC-6	2	2	2	1	2	1	5
S03-3	1	1	1	1	1	1	1
MCL-14	4	2	4	5	5	6	7
MCL-37	4	3	2	5	8	5	6
MCL-33	3	4	3	7	1	4	3
IA2268	2	2	2	2	2	2	2
GROUP4-1	1	1	2	2	2	2	5
GROUP4-4	2	2	2	2	2	2	2
MCL-40	2	2	2	2	2	2	2
GROUP7-13	1	1	1	1	1	3	1
UNMC-20	1	1	2	2	3	2	5
UNMC-69	3	4	3	7	3	3	3
SPECS-3158	4	5	4	5	5	7	8
IA4227	4	4	3	7	4	4	3
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	2	2	2	2	2	2	5
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	3	4	3	7	7	4	3
MCL-39	2	2	2	2	2	2	5
MCL-42	4	3	5	5	8	5	6
UNMC-90	2	2	2	2	1	1	1
UNMC-48	3	2	3	2	7	3	5
GROUP7-6	2	2	2	2	2	2	2
GROUP5-4	3	4	3	7	3	3	3
IA68	3	4	3	3	3	3	3
GROUP7-11	3	5	6	6	3	3	3
UNMC-6	2	4	2	2	2	2	3
SC86-6	3	3	5	6	8	5	6
IA4885	4	2	2	2	2	5	2
UNMC-55	3	4	3	3	3	3	3
UNMC-47	3	4	4	4	5	4	4
UNMC-87	3	4	4	7	4	4	4
GROUP7-9	3	4	2	7	4	2	4
GROUP7-20	4	4	4	4	5	4	4
GROUP5-10	4	5	4	4	5	7	8
UNMC-64	1	1	1	2	1	1	1
IA2745	2	1	2	2	2	2	5
HUMC4	2	2	2	2	2	2	5
UNMC-79-C1	4	5	4	5	5	7	8
IA2084	3	1	2	7	4	4	3
IA4203	4	5	4	4	5	4	4
IA1147	3	4	3	7	3	3	3
UNMC-61	4	5	4	5	5	7	8
MCL-128	1	1	6	6	6	9	9
GROUP7-14	4	2	2	2	2	2	2
GROUP4-6	3	4	3	7	3	3	3
GROUP7-2	1	1	1	1	1	1	1
HUMC5	2	2	2	2	2	2	2
MCL-35	3	1	6	6	6	9	9
MCL-75	3	4	3	3	7	4	10
UNMC-24	3	4	2	3	7	5	10
M47-023	4	2	2	2	2	2	2
UNMC-86	4	2	4	5	5	6	10
GROUP5-1	4	5	4	5	5	6	7
GROUP5-5	2	2	2	2	2	2	2
UNMC-8	3	4	3	7	1	3	3
GROUP6-1	1	1	6	6	6	6	9
UNMC-23	1	1	6	6	6	9	9
MCL-71	3	1	6	6	6	9	9
IA4289	3	4	6	6	7	8	10
S08-1	4	2	2	2	8	5	2
UNMC-84	4	2	2	2	8	5	2
SC02-11	3	5	3	5	3	3	8
UNMC-44	3	1	6	6	6	9	7
M47-022	3	3	3	3	3	3	3
BC04	4	4	5	5	8	5	6
HUMC-9	4	5	4	5	5	6	7
GROUP7-22	4	5	4	5	5	6	7
M47-3	3	1	6	6	5	8	10
UNMC-51	4	4	2	5	7	5	10
GROUP4-3	3	4	4	4	4	4	4
WCM045	4	4	4	5	4	4	4
UNMC-31	1	1	1	1	1	1	1
GROUP7-5	3	4	4	4	4	4	4
GROUP4-8	3	4	4	4	4	4	4
UNMC-97	3	4	3	7	4	3	3
HUMC1	3	4	4	4	4	4	4
MCL-61	1	1	4	1	4	1	1
S87-4	4	5	4	5	5	7	8
UNMC-85	4	2	4	2	2	6	7
SC08-2	4	5	4	5	5	6	7
S06-166	4	5	4	5	5	7	8
IA2334	2	2	2	2	2	8	4
MCL-122	4	5	6	6	6	6	7
GROUP5-3	3	3	3	1	3	3	3
GROUP5-7	1	1	6	6	6	9	9
S89-9	4	5	4	5	5	7	8
GROUP4-5	1	1	1	1	1	1	1
M47-025	2	2	2	2	2	2	2
