membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	1	2	2
HUMC-8	2	3	3	2	2	1	3
UNMC-81	2	4	4	3	3	3	4
UNMC-18	1	2	2	2	1	2	2
HUMC-7	3	3	2	4	4	4	5
UNMC-16	2	3	5	5	5	5	6
UNMC-7	4	5	4	3	3	3	4
S92-5	3	5	6	6	6	4	7
UNMC-33	3	2	2	6	7	4	8
WCM062	2	3	3	2	4	2	2
GROUP4-9	2	3	3	2	2	6	3
UNMC-68-A2	4	5	6	7	8	7	7
M47-024	4	5	6	7	8	7	7
SPECS-3163	4	5	6	7	8	7	7
UNMC-5	2	3	3	2	4	2	2
S94-7	2	5	6	7	8	7	7
GROUP7-1	2	3	3	2	2	6	3
M47-027	2	3	3	2	2	6	3
SPECS-3155	4	5	6	7	8	7	7
GROUP7-15	1	1	1	1	1	8	1
WCM032	3	4	4	7	5	3	5
HUMC3	2	3	3	2	4	2	2
IA04	3	2	2	6	7	4	8
HUMC-15	3	2	5	5	5	5	6
IA1857	2	3	1	2	1	2	2
GROUP6-2	3	2	5	5	5	5	6
GROUP5-9	4	5	2	6	8	4	8
GROUP4-2	2	3	1	2	1	2	2
UNMC-62	2	3	5	4	4	2	2
SPECS-1917	4	5	6	7	8	7	7
IA2852	3	2	2	2	4	4	9
MCL-38	1	1	1	1	1	8	1
GROUP5-6	2	3	3	2	4	2	2
MCL-138	3	2	2	6	5	9	8
GROUP4-7	2	2	5	5	7	5	8
MCL-98	1	1	1	1	1	8	1
GROUP7-17	2	3	3	2	2	6	3
M47-029	3	2	2	6	7	4	8
M22-51	2	3	3	2	4	2	2
HUMC-6	2	3	3	2	4	2	2
S03-3	2	3	3	2	4	2	2
MCL-14	2	4	5	4	6	4	9
MCL-37	3	5	4	3	3	3	4
MCL-33	3	2	2	6	5	9	8
IA2268	2	3	3	5	2	6	6
GROUP4-1	2	2	5	5	5	5	6
GROUP4-4	2	3	3	2	2	6	3
MCL-40	2	3	3	2	2	6	3
GROUP7-13	2	1	3	2	4	1	2
UNMC-20	2	2	5	5	5	5	6
UNMC-69	3	2	5	5	5	5	6
SPECS-3158	4	5	6	7	8	7	7
IA4227	3	2	2	6	5	9	8
GROUP6-4	1	2	5	5	5	5	6
GROUP6-3	2	2	5	5	5	5	6
UNMC-28	1	1	1	1	1	2	2
SPECS-3157	3	2	5	5	5	9	6
MCL-39	2	3	3	2	4	2	2
MCL-42	4	5	4	3	3	3	4
UNMC-90	2	3	3	2	4	1	10
UNMC-48	3	2	2	6	7	4	8
GROUP7-6	2	2	2	2	4	2	8
GROUP5-4	2	3	2	1	4	2	4
IA68	2	4	4	3	3	3	4
GROUP7-11	1	1	1	1	1	8	1
UNMC-6	2	3	3	2	2	6	3
SC86-6	2	3	4	3	3	3	4
IA4885	2	3	3	2	3	3	4
UNMC-55	2	3	4	3	3	3	8
UNMC-47	3	2	2	6	7	4	8
UNMC-87	3	2	2	6	5	9	5
GROUP7-9	3	3	3	2	2	6	3
GROUP7-20	2	2	2	6	8	4	5
GROUP5-10	4	5	6	7	8	7	5
UNMC-64	2	1	3	1	4	1	10
IA2745	2	1	1	2	4	2	2
HUMC4	2	4	2	6	8	4	5
UNMC-79-C1	4	5	4	3	3	3	4
IA2084	3	2	2	6	5	9	5
IA4203	3	2	2	6	8	4	8
IA1147	3	2	5	5	5	5	6
UNMC-61	4	5	6	7	8	7	4
MCL-128	1	1	1	1	1	8	1
GROUP7-14	2	3	3	2	2	6	4
GROUP4-6	1	1	1	1	1	1	10
GROUP7-2	1	1	3	1	2	6	10
HUMC5	2	3	3	2	2	6	3
MCL-35	2	1	1	1	1	8	1
MCL-75	3	2	5	5	5	5	6
UNMC-24	3	3	2	2	3	3	4
M47-023	2	3	3	2	2	3	4
UNMC-86	2	3	5	4	6	4	9
GROUP5-1	4	5	6	6	6	4	7
GROUP5-5	2	3	3	2	2	6	3
UNMC-8	1	2	2	6	5	9	8
GROUP6-1	1	1	1	1	1	4	1
UNMC-23	1	1	1	1	1	8	1
MCL-71	1	1	1	1	1	8	1
IA4289	3	4	5	4	6	9	5
S08-1	2	3	6	7	8	7	4
UNMC-84	2	3	3	2	3	3	4
SC02-11	4	5	6	7	5	7	7
UNMC-44	1	1	4	1	7	4	8
M47-022	2	3	4	3	3	3	4
BC04	2	3	4	3	3	3	4
HUMC-9	4	5	6	6	6	4	7
GROUP7-22	3	2	2	6	6	4	8
M47-3	2	4	5	1	1	4	9
UNMC-51	2	3	4	2	3	3	4
GROUP4-3	3	4	5	4	6	4	5
WCM045	3	2	2	4	8	4	8
UNMC-31	2	3	3	1	4	1	10
GROUP7-5	2	3	2	4	8	4	5
GROUP4-8	3	2	2	6	5	9	5
UNMC-97	1	2	2	1	5	1	10
HUMC1	2	3	2	2	4	4	2
MCL-61	2	3	3	1	4	1	10
S87-4	4	5	6	7	8	7	7
UNMC-85	2	3	3	2	6	4	9
SC08-2	4	5	6	6	6	4	7
S06-166	4	5	6	7	8	7	7
IA2334	3	4	5	4	6	4	9
MCL-122	3	4	5	4	6	4	9
GROUP5-3	2	4	4	2	3	2	4
GROUP5-7	1	1	1	1	1	8	1
S89-9	4	5	6	7	8	7	7
GROUP4-5	2	1	3	1	4	1	10
M47-025	2	3	3	2	2	6	3
IA834	2	3	3	2	2	6	3
HUMC-12	1	3	3	2	4	1	10
UNMC-88	1	1	3	1	1	1	10
GROUP4-11	3	2	2	6	5	9	5
UNMC-39	2	3	3	2	4	1	10
MCL-25	3	2	5	5	5	5	6
HUMC-10	4	5	6	7	8	7	7
GROUP7-19	1	2	5	5	1	4	6
GROUP5-8	3	5	3	6	6	4	1
SPECS-3164	3	4	5	4	6	9	5
UNMC-71-A5	4	5	6	7	8	7	8
MCL-24	1	1	1	1	1	8	1
UNMC-37	1	1	1	1	1	8	1
IA-02	1	1	1	1	1	8	1
GROUP7-3	3	2	2	1	5	9	10
S03-8	3	4	5	4	6	9	5
GROUP5-2	2	3	3	2	4	2	2
GROUP4-10	3	2	5	5	5	5	6
MCL-45	2	3	3	2	2	6	3
MCL-109	1	1	1	1	1	8	1
SC01-10	4	5	6	7	8	7	7
WCM041	3	5	2	7	8	4	8
MCL-146	3	2	2	6	7	4	8
MCL-126	2	5	6	7	8	7	7
