membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	2	3	2	3	3
UNMC-81	4	4	3	4	3	4	4
UNMC-18	3	3	2	5	2	5	5
HUMC-7	3	3	2	3	2	6	2
UNMC-16	3	3	2	3	4	5	2
UNMC-7	4	5	3	4	5	7	4
S92-5	3	5	4	5	6	8	5
UNMC-33	3	2	2	6	7	9	6
WCM062	3	3	2	3	2	6	2
GROUP4-9	3	3	2	3	7	6	2
UNMC-68-A2	3	2	2	2	2	6	5
M47-024	2	2	3	5	5	7	4
SPECS-3163	3	3	2	3	2	6	5
UNMC-5	3	3	2	3	2	6	2
S94-7	3	3	2	3	2	6	5
GROUP7-1	3	3	2	3	7	6	2
M47-027	3	3	2	3	2	6	2
SPECS-3155	2	5	5	5	6	8	5
GROUP7-15	1	1	1	1	1	1	1
WCM032	2	2	5	2	3	4	4
HUMC3	3	3	2	3	2	6	2
IA04	3	2	6	2	7	2	4
HUMC-15	3	4	4	7	4	5	7
IA1857	3	3	2	3	7	6	2
GROUP6-2	3	4	4	6	4	4	7
GROUP5-9	3	5	5	5	6	8	5
GROUP4-2	3	3	1	3	7	6	2
UNMC-62	3	3	2	3	2	5	2
SPECS-1917	2	5	5	5	6	8	5
IA2852	3	3	2	3	2	9	2
MCL-38	1	1	1	1	1	1	1
GROUP5-6	3	3	2	3	2	6	2
MCL-138	3	4	4	7	3	5	8
GROUP4-7	3	3	4	7	4	5	7
MCL-98	1	1	1	1	1	1	1
GROUP7-17	3	3	2	3	7	6	2
M47-029	2	2	6	3	7	9	8
M22-51	3	3	2	3	7	6	2
HUMC-6	3	3	2	3	2	3	2
S03-3	3	3	2	3	2	3	3
MCL-14	3	3	2	3	2	6	2
MCL-37	3	3	2	3	2	7	2
MCL-33	3	4	4	2	3	5	8
IA2268	3	3	4	3	4	5	7
GROUP4-1	3	3	2	3	7	6	2
GROUP4-4	3	3	2	3	2	6	2
MCL-40	3	3	2	3	7	9	2
GROUP7-13	1	3	2	3	2	3	3
UNMC-20	3	3	2	3	4	5	2
UNMC-69	3	4	4	7	4	5	9
SPECS-3158	3	4	4	7	4	5	5
IA4227	2	2	5	2	3	5	8
GROUP6-4	1	4	4	7	4	5	7
GROUP6-3	3	4	4	7	4	5	7
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	3	4	5	7	3	5	9
MCL-39	3	3	2	3	2	6	2
MCL-42	4	4	3	4	5	7	4
UNMC-90	3	3	2	3	2	3	3
UNMC-48	3	3	5	6	7	4	9
GROUP7-6	3	3	2	3	2	6	2
GROUP5-4	3	4	4	6	5	4	9
IA68	3	4	3	4	3	4	4
GROUP7-11	1	5	3	6	1	4	6
UNMC-6	3	1	1	1	1	1	1
SC86-6	4	4	3	4	5	7	4
IA4885	3	3	3	4	5	7	4
UNMC-55	4	4	6	4	5	7	4
UNMC-47	2	2	6	2	7	9	8
UNMC-87	2	2	5	2	3	9	8
GROUP7-9	2	2	5	2	3	5	8
GROUP7-20	2	5	6	4	8	2	10
GROUP5-10	2	5	6	5	8	2	10
UNMC-64	1	3	2	1	2	3	3
IA2745	3	1	2	3	7	6	2
HUMC4	2	5	6	4	8	2	10
UNMC-79-C1	4	5	5	5	6	8	5
IA2084	2	2	5	2	3	9	8
IA4203	2	2	5	2	3	9	8
IA1147	3	4	4	7	4	5	7
UNMC-61	3	4	4	7	4	5	7
MCL-128	1	1	1	1	1	1	1
GROUP7-14	1	1	6	4	5	7	4
GROUP4-6	2	5	3	6	5	4	3
GROUP7-2	1	1	1	1	1	1	3
HUMC5	3	3	2	3	7	6	2
MCL-35	1	1	1	1	1	1	1
MCL-75	3	4	4	7	4	5	5
UNMC-24	3	4	6	4	5	7	4
M47-023	3	3	6	4	5	7	4
UNMC-86	3	3	2	3	7	7	2
GROUP5-1	2	5	5	5	6	8	5
GROUP5-5	3	2	6	2	8	2	10
UNMC-8	2	5	5	2	2	5	9
GROUP6-1	2	1	6	1	8	2	1
UNMC-23	1	1	1	2	1	1	4
MCL-71	1	1	1	1	1	1	1
IA4289	2	2	6	2	8	2	4
S08-1	4	5	3	5	5	7	4
UNMC-84	3	3	3	5	2	7	4
SC02-11	4	4	3	6	5	8	4
UNMC-44	1	1	1	1	1	2	1
M47-022	4	4	3	4	5	7	4
BC04	4	4	3	4	5	7	4
HUMC-9	3	5	5	5	6	8	5
GROUP7-22	3	5	5	5	6	8	5
M47-3	2	5	6	4	8	2	10
UNMC-51	3	4	3	5	5	7	4
GROUP4-3	2	2	6	2	8	2	10
WCM045	3	4	6	7	4	5	7
UNMC-31	1	3	2	1	2	3	3
GROUP7-5	2	5	6	4	8	2	10
GROUP4-8	2	2	5	2	3	9	8
UNMC-97	3	4	2	2	2	3	3
HUMC1	3	3	2	3	2	6	2
MCL-61	1	3	2	1	2	3	3
S87-4	2	5	5	5	6	8	5
UNMC-85	3	5	5	5	6	8	5
SC08-2	3	5	5	5	6	8	5
S06-166	4	5	5	5	6	8	5
IA2334	2	2	6	2	7	9	8
MCL-122	2	5	6	6	8	2	6
GROUP5-3	1	1	1	1	8	6	10
GROUP5-7	1	1	1	1	1	1	1
S89-9	2	5	5	5	6	8	5
GROUP4-5	1	3	2	1	2	3	3
M47-025	2	5	6	6	8	2	6
IA834	3	3	2	3	7	9	2
HUMC-12	1	3	2	3	2	3	3
UNMC-88	1	1	1	1	2	3	3
GROUP4-11	2	2	5	2	3	4	9
UNMC-39	1	3	2	1	2	3	3
MCL-25	3	4	4	2	4	9	9
HUMC-10	4	5	3	6	5	8	5
GROUP7-19	3	4	4	6	4	4	6
GROUP5-8	3	5	6	5	7	2	6
SPECS-3164	2	2	6	2	7	9	8
UNMC-71-A5	2	5	5	5	6	8	5
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	3	1	6	7	6	2
GROUP7-3	3	4	2	2	2	3	3
S03-8	2	5	6	6	8	5	9
GROUP5-2	3	3	2	3	2	3	3
GROUP4-10	3	4	4	7	4	5	7
MCL-45	1	1	1	1	1	1	1
MCL-109	1	1	1	1	1	1	1
