membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	1	2	2	2
HUMC-8	2	3	3	2	3	3	1
UNMC-81	1	4	4	3	4	4	3
UNMC-18	1	2	3	1	2	1	2
HUMC-7	3	2	2	4	2	4	2
UNMC-16	3	3	3	4	3	5	2
UNMC-7	3	5	5	5	5	6	4
S92-5	3	5	5	5	5	6	4
UNMC-33	3	2	2	4	2	4	2
WCM062	4	3	3	2	6	5	2
GROUP4-9	4	3	3	2	3	5	5
UNMC-68-A2	3	5	4	5	3	5	6
M47-024	3	5	4	5	3	2	6
SPECS-3163	4	3	4	5	3	5	6
UNMC-5	4	3	3	2	3	5	6
S94-7	4	3	3	2	3	5	6
GROUP7-1	4	3	3	2	3	5	5
M47-027	4	3	3	2	3	5	5
SPECS-3155	4	3	5	5	5	6	4
GROUP7-15	1	1	1	1	1	1	7
WCM032	2	4	5	6	1	4	4
HUMC3	4	3	3	2	6	5	2
IA04	3	2	3	7	3	2	5
HUMC-15	2	4	6	3	4	7	8
IA1857	4	3	3	2	3	5	5
GROUP6-2	3	5	5	5	5	6	4
GROUP5-9	3	5	5	5	5	6	4
GROUP4-2	4	3	3	2	3	5	5
UNMC-62	4	3	3	2	3	5	5
SPECS-1917	3	5	5	5	5	6	4
IA2852	4	5	3	5	7	8	9
MCL-38	1	1	1	1	1	1	7
GROUP5-6	4	3	3	2	3	5	5
MCL-138	3	2	2	7	2	2	10
GROUP4-7	4	3	3	2	3	5	5
MCL-98	1	1	1	1	1	1	7
GROUP7-17	4	3	3	2	3	5	5
M47-029	4	3	3	2	3	5	5
M22-51	4	3	3	2	3	5	5
HUMC-6	4	3	1	2	3	3	1
S03-3	1	1	1	2	3	3	1
MCL-14	4	3	3	2	3	5	5
MCL-37	4	3	3	2	3	5	5
MCL-33	3	2	2	7	2	2	10
IA2268	4	3	3	2	3	5	5
GROUP4-1	4	3	3	2	3	5	5
GROUP4-4	4	3	3	2	3	5	5
MCL-40	4	3	3	2	3	5	5
GROUP7-13	1	1	1	2	6	3	1
UNMC-20	1	3	3	2	3	5	3
UNMC-69	3	2	2	7	2	2	10
SPECS-3158	3	3	5	5	5	6	4
IA4227	3	2	2	7	2	2	10
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	4	3	3	2	3	5	5
UNMC-28	1	1	1	1	6	1	1
SPECS-3157	3	2	2	7	2	2	10
MCL-39	4	3	3	2	3	5	5
MCL-42	2	4	6	3	4	7	8
UNMC-90	4	3	3	2	6	3	1
UNMC-48	4	3	3	2	3	5	5
GROUP7-6	4	3	3	2	3	5	5
GROUP5-4	3	4	4	1	4	3	1
IA68	2	4	4	3	4	4	3
GROUP7-11	1	1	1	1	5	1	7
UNMC-6	2	3	1	2	4	5	5
SC86-6	2	4	6	6	7	8	9
IA4885	2	4	6	2	4	7	8
UNMC-55	2	4	6	3	4	7	8
UNMC-47	3	5	5	5	2	4	2
UNMC-87	3	2	2	7	2	4	10
