membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	1	1	2	2
HUMC-8	2	2	3	2	2	3	3
UNMC-81	3	1	3	1	1	1	4
UNMC-18	1	1	1	1	1	1	1
HUMC-7	4	3	4	3	3	4	5
UNMC-16	1	2	2	2	2	2	2
UNMC-7	4	4	3	1	4	1	4
S92-5	4	3	4	4	3	5	6
UNMC-33	3	5	1	5	5	6	7
WCM062	1	1	2	1	2	2	2
GROUP4-9	2	2	3	2	2	3	3
UNMC-68-A2	4	3	5	3	6	7	8
M47-024	4	3	5	1	6	7	8
SPECS-3163	4	3	5	3	6	7	8
UNMC-5	2	2	2	2	2	2	2
S94-7	2	2	5	3	6	7	8
GROUP7-1	2	2	3	2	2	3	3
M47-027	2	2	2	2	2	2	2
SPECS-3155	4	3	5	3	6	7	8
GROUP7-15	1	1	3	1	1	1	6
WCM032	3	5	6	4	5	6	6
HUMC3	1	1	2	1	2	2	2
IA04	2	5	6	6	1	8	9
HUMC-15	2	5	3	7	4	3	4
IA1857	2	3	3	2	2	3	10
GROUP6-2	4	5	5	3	6	7	8
GROUP5-9	4	3	4	4	3	5	6
GROUP4-2	2	2	3	2	2	3	10
UNMC-62	2	2	6	3	3	4	5
SPECS-1917	4	3	5	3	6	7	8
IA2852	2	2	4	3	3	5	5
MCL-38	1	1	1	1	1	1	10
GROUP5-6	2	2	2	2	2	2	2
MCL-138	3	5	6	5	7	8	9
GROUP4-7	2	2	2	2	2	3	2
MCL-98	1	1	1	1	1	1	10
GROUP7-17	2	2	3	2	2	3	3
M47-029	2	2	3	2	2	3	3
M22-51	2	2	2	2	2	2	2
HUMC-6	2	2	2	2	2	2	2
S03-3	1	1	2	1	7	2	1
MCL-14	2	3	4	4	3	5	1
MCL-37	2	2	2	2	2	2	2
MCL-33	3	5	6	5	7	8	9
IA2268	2	2	2	2	2	3	3
GROUP4-1	2	2	3	7	4	3	3
GROUP4-4	2	2	3	2	2	2	2
MCL-40	2	2	3	2	2	3	3
GROUP7-13	1	1	1	2	2	2	2
UNMC-20	2	2	2	2	2	2	2
UNMC-69	3	5	6	5	5	6	7
SPECS-3158	4	3	5	3	6	7	8
IA4227	4	3	5	3	8	8	9
GROUP6-4	1	1	1	1	7	2	1
GROUP6-3	2	2	2	2	2	2	2
UNMC-28	1	1	1	1	1	1	10
SPECS-3157	3	5	6	5	8	8	9
MCL-39	2	2	2	2	2	2	2
MCL-42	4	4	3	7	4	1	4
UNMC-90	2	2	2	2	2	2	1
UNMC-48	3	5	6	5	5	6	7
GROUP7-6	2	2	2	2	2	2	2
GROUP5-4	3	5	6	5	5	6	7
IA68	3	5	3	5	5	6	7
GROUP7-11	3	5	1	5	5	6	7
UNMC-6	2	2	3	2	2	3	3
SC86-6	2	4	3	7	4	1	4
IA4885	2	4	3	7	4	3	4
UNMC-55	3	5	3	5	5	6	7
UNMC-47	4	3	4	3	3	5	5
UNMC-87	3	3	4	3	8	8	9
GROUP7-9	2	2	3	2	2	3	3
GROUP7-20	3	5	1	5	5	6	7
GROUP5-10	4	3	5	3	6	7	8
UNMC-64	1	1	1	1	2	2	2
IA2745	2	2	3	2	2	2	2
HUMC4	2	2	2	2	2	2	2
UNMC-79-C1	4	3	5	1	6	7	4
IA2084	3	5	1	5	8	8	9
IA4203	4	3	5	5	8	4	9
IA1147	3	5	6	5	5	6	7
UNMC-61	4	3	5	3	6	7	8
MCL-128	1	1	1	1	1	1	10
GROUP7-14	2	4	3	2	2	3	3
GROUP4-6	3	5	6	5	5	6	7
GROUP7-2	1	1	1	1	7	2	1
HUMC5	2	2	3	2	2	3	3
MCL-35	2	2	3	1	1	3	3
MCL-75	2	2	6	6	4	6	3
UNMC-24	2	4	3	7	1	3	4
M47-023	2	4	3	7	4	3	4
UNMC-86	4	3	4	3	3	5	5
GROUP5-1	4	3	5	4	3	5	6
GROUP5-5	2	2	3	2	2	3	3
UNMC-8	3	5	6	1	1	8	9
GROUP6-1	1	1	1	1	1	1	6
UNMC-23	1	1	1	1	1	1	10
MCL-71	1	1	1	1	1	1	10
IA4289	3	3	6	6	1	8	6
S08-1	2	4	3	7	4	1	4
UNMC-84	2	4	3	7	4	1	4
SC02-11	4	5	5	3	6	7	8
UNMC-44	1	1	1	1	1	1	4
M47-022	2	4	3	7	4	3	4
BC04	2	4	3	7	4	1	4
HUMC-9	4	3	4	4	3	5	6
GROUP7-22	2	3	4	4	3	5	6
M47-3	2	3	4	4	3	5	6
UNMC-51	2	4	3	7	4	3	4
GROUP4-3	4	3	4	3	3	5	5
WCM045	4	3	5	3	6	7	8
UNMC-31	1	1	1	1	7	2	1
GROUP7-5	4	3	4	3	3	4	5
GROUP4-8	4	3	6	3	7	4	5
UNMC-97	3	5	6	5	5	2	1
HUMC1	1	1	2	1	3	2	5
MCL-61	1	1	1	1	7	2	1
S87-4	4	3	4	3	6	7	5
UNMC-85	2	3	4	4	3	5	6
SC08-2	4	3	4	4	3	5	6
S06-166	4	3	5	3	6	7	8
IA2334	4	3	4	3	3	5	5
MCL-122	4	3	4	3	3	5	5
GROUP5-3	1	2	2	2	2	2	2
GROUP5-7	1	1	1	1	1	1	10
S89-9	4	3	5	3	6	7	8
GROUP4-5	1	1	1	1	7	2	1
M47-025	4	2	4	2	2	9	3
IA834	2	2	3	2	2	3	3
HUMC-12	1	1	1	1	7	2	1
UNMC-88	1	1	1	1	7	2	1
GROUP4-11	4	3	6	5	5	5	7
UNMC-39	1	1	1	1	7	2	1
MCL-25	2	3	6	5	5	5	1
HUMC-10	4	5	5	3	6	7	8
GROUP7-19	3	5	1	5	5	6	7
GROUP5-8	2	4	4	7	3	9	6
SPECS-3164	2	3	5	5	8	5	9
UNMC-71-A5	4	3	5	5	8	5	9
MCL-24	1	1	1	1	1	1	10
UNMC-37	1	1	1	1	1	1	10
IA-02	3	5	3	2	5	6	10
GROUP7-3	3	5	6	5	5	6	1
S03-8	4	5	6	6	5	8	5
GROUP5-2	1	2	2	2	2	2	2
GROUP4-10	3	5	6	5	7	4	3
MCL-45	2	2	3	2	2	3	3
MCL-109	1	1	1	1	1	1	10
SC01-10	4	3	5	3	6	7	8
WCM041	4	3	5	3	6	7	9
MCL-146	4	5	6	6	5	8	5
MCL-126	4	2	5	3	6	7	8
