membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	2	2	2	1
HUMC-8	2	2	3	3	3	3	2
UNMC-81	2	3	4	2	4	4	3
UNMC-18	1	1	2	2	2	1	1
HUMC-7	3	2	2	4	5	5	4
UNMC-16	2	2	2	5	6	6	5
UNMC-7	2	4	5	4	3	7	2
S92-5	2	2	2	5	7	5	4
UNMC-33	2	3	5	4	5	7	6
WCM062	2	2	2	5	2	6	1
GROUP4-9	2	2	3	3	6	3	7
UNMC-68-A2	3	5	6	6	8	8	8
M47-024	3	4	6	7	7	3	2
SPECS-3163	3	5	6	6	8	8	9
UNMC-5	1	2	2	5	2	6	5
S94-7	3	5	6	6	8	8	9
GROUP7-1	2	2	3	3	6	3	7
M47-027	2	2	3	3	6	3	7
SPECS-3155	3	5	6	6	8	8	9
GROUP7-15	1	1	1	1	1	1	10
WCM032	4	3	2	2	4	4	3
HUMC3	1	2	2	2	2	6	1
IA04	2	3	2	5	4	5	8
HUMC-15	2	4	5	3	3	3	2
IA1857	2	2	2	5	7	5	4
GROUP6-2	4	3	4	6	4	4	9
GROUP5-9	3	3	5	4	5	7	6
GROUP4-2	2	2	2	1	6	6	5
UNMC-62	2	2	2	5	7	5	4
SPECS-1917	3	5	6	6	8	8	9
IA2852	2	2	2	5	6	6	5
MCL-38	1	1	1	1	1	1	10
GROUP5-6	2	2	2	5	6	6	5
MCL-138	4	3	4	2	4	4	3
GROUP4-7	2	2	2	5	6	6	6
MCL-98	1	1	1	1	1	1	10
GROUP7-17	2	2	3	3	6	3	7
M47-029	2	3	3	4	5	7	6
M22-51	2	2	2	5	6	6	5
HUMC-6	4	2	2	5	2	6	5
S03-3	4	2	2	5	2	9	1
MCL-14	2	2	2	5	2	5	4
MCL-37	2	4	5	5	3	6	5
MCL-33	4	3	4	2	4	4	3
IA2268	2	2	3	3	6	3	7
GROUP4-1	2	2	2	1	6	6	5
GROUP4-4	2	2	3	3	6	3	7
MCL-40	2	2	3	3	6	3	7
GROUP7-13	1	2	1	2	4	4	3
UNMC-20	2	2	2	5	6	6	5
UNMC-69	4	3	4	2	4	4	3
SPECS-3158	3	5	6	6	8	8	9
IA4227	4	3	4	4	4	4	3
GROUP6-4	1	1	1	2	1	1	3
GROUP6-3	2	2	2	5	6	6	5
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	4	3	4	2	4	4	3
MCL-39	2	2	2	5	6	6	5
MCL-42	2	4	5	3	3	3	2
UNMC-90	2	2	3	3	2	9	1
UNMC-48	4	3	4	4	4	7	6
GROUP7-6	2	2	2	5	6	6	5
GROUP5-4	4	3	4	2	4	4	3
IA68	2	3	4	2	4	4	3
GROUP7-11	1	1	1	1	1	1	10
UNMC-6	2	2	2	3	3	5	7
SC86-6	2	4	3	3	3	3	2
IA4885	2	2	3	3	3	3	2
UNMC-55	2	4	3	2	3	3	2
UNMC-47	3	5	6	4	5	7	8
UNMC-87	4	5	4	4	4	4	4
GROUP7-9	2	2	3	3	6	3	7
GROUP7-20	3	5	6	4	5	7	8
GROUP5-10	3	5	6	4	5	7	8
UNMC-64	1	1	1	1	1	1	10
IA2745	1	1	2	1	1	1	5
HUMC4	3	5	6	4	5	7	8
UNMC-79-C1	2	4	5	4	5	7	6
IA2084	4	5	4	1	4	4	10
IA4203	3	5	6	4	5	7	6
IA1147	1	3	4	2	4	4	3
UNMC-61	4	2	3	2	2	4	5
MCL-128	1	1	1	1	1	1	10
GROUP7-14	1	2	3	3	3	3	2
GROUP4-6	4	2	4	2	4	4	3
GROUP7-2	1	1	1	3	1	9	1
HUMC5	2	2	3	3	6	3	7
MCL-35	1	1	1	1	1	1	10
MCL-75	3	5	4	2	5	2	4
UNMC-24	2	2	3	4	3	3	2
M47-023	2	2	3	3	3	3	2
UNMC-86	2	2	2	5	6	5	7
GROUP5-1	3	5	6	4	8	2	8
GROUP5-5	2	2	3	4	6	3	7
UNMC-8	4	3	4	2	4	4	3
GROUP6-1	1	1	1	4	1	2	10
UNMC-23	1	1	1	4	1	2	8
MCL-71	1	1	1	1	1	1	10
IA4289	2	1	2	4	7	2	8
S08-1	2	2	3	3	3	3	2
UNMC-84	2	2	3	3	3	3	2
SC02-11	4	5	6	6	4	4	9
UNMC-44	1	1	1	1	1	1	6
