membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	1	2	1	1
HUMC-8	2	2	2	2	2	2	2
UNMC-81	1	1	3	3	3	3	3
UNMC-18	1	1	1	1	1	1	1
HUMC-7	3	3	4	4	4	4	4
UNMC-16	2	4	3	5	2	5	5
UNMC-7	3	3	5	4	5	6	6
S92-5	2	4	3	3	2	4	7
UNMC-33	3	5	5	6	6	4	4
WCM062	2	2	2	5	2	5	5
GROUP4-9	2	2	2	2	2	2	2
UNMC-68-A2	2	2	2	7	5	6	6
M47-024	3	1	6	7	5	6	6
SPECS-3163	2	2	2	7	5	6	6
UNMC-5	2	2	2	5	2	5	5
S94-7	2	2	2	7	5	6	6
GROUP7-1	2	2	2	2	2	2	2
M47-027	2	2	2	2	2	2	2
SPECS-3155	4	3	3	7	5	6	6
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	3	3	3	3	3	3
HUMC3	2	4	2	5	2	5	7
IA04	3	5	5	6	6	7	8
HUMC-15	3	5	5	6	2	7	7
IA1857	1	2	2	5	1	1	1
GROUP6-2	4	3	3	3	3	3	3
GROUP5-9	3	5	5	6	6	7	6
GROUP4-2	1	2	2	5	2	1	5
UNMC-62	2	2	2	5	2	5	5
SPECS-1917	2	2	2	2	2	6	2
IA2852	3	5	5	6	6	7	8
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	2	2	5	2	5	5
MCL-138	3	4	3	5	7	5	7
GROUP4-7	2	2	5	6	2	7	8
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	2	2	2	2	2	2
M47-029	3	5	5	6	6	7	8
M22-51	2	2	2	5	2	5	5
HUMC-6	2	2	2	5	2	5	5
S03-3	2	4	6	5	7	5	7
MCL-14	2	4	5	5	2	4	9
MCL-37	3	5	5	6	2	5	6
MCL-33	3	4	5	6	7	7	8
IA2268	2	2	2	2	2	2	2
GROUP4-1	1	2	2	5	2	5	5
GROUP4-4	2	2	2	2	2	2	2
MCL-40	3	5	5	6	6	7	8
GROUP7-13	1	4	3	5	7	5	3
UNMC-20	1	4	3	3	2	5	5
UNMC-69	3	4	3	3	3	3	3
SPECS-3158	2	3	2	5	5	6	5
IA4227	3	5	5	6	6	7	8
GROUP6-4	1	4	3	3	2	5	7
GROUP6-3	2	2	2	5	2	5	5
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	4	3	3	3	3	3	3
MCL-39	2	2	2	5	2	5	5
MCL-42	3	3	5	4	5	6	6
UNMC-90	2	2	2	5	2	5	7
UNMC-48	3	5	5	6	6	7	8
GROUP7-6	2	2	2	6	2	2	2
GROUP5-4	4	3	3	3	3	3	3
IA68	4	3	3	3	3	3	3
GROUP7-11	4	3	3	7	5	3	3
