membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	2	2	1	2
HUMC-8	2	2	2	2	3	2	3
UNMC-81	1	1	3	1	4	1	4
UNMC-18	1	3	4	3	5	1	2
HUMC-7	3	4	3	4	6	3	5
UNMC-16	1	3	2	2	2	4	2
UNMC-7	3	5	3	5	4	2	4
S92-5	2	4	5	6	7	5	6
UNMC-33	3	4	3	3	6	3	2
WCM062	2	2	2	2	2	4	2
GROUP4-9	2	2	2	2	4	2	3
UNMC-68-A2	2	4	2	6	2	6	7
M47-024	2	4	2	6	2	6	1
SPECS-3163	2	4	2	6	2	6	7
UNMC-5	1	2	2	2	2	4	2
S94-7	2	4	2	6	2	6	8
GROUP7-1	2	2	2	2	4	2	3
M47-027	2	2	2	2	4	4	3
SPECS-3155	2	4	2	6	2	6	7
GROUP7-15	1	1	1	1	1	1	1
WCM032	4	4	6	7	5	7	9
HUMC3	1	2	4	2	2	4	2
IA04	4	3	6	3	2	3	2
HUMC-15	3	3	3	3	5	8	8
IA1857	1	2	1	2	1	1	1
GROUP6-2	4	3	6	7	5	8	9
GROUP5-9	2	4	5	6	7	5	6
GROUP4-2	1	2	1	2	1	4	1
UNMC-62	3	4	5	4	8	6	7
SPECS-1917	2	4	2	6	2	6	7
IA2852	3	4	5	4	8	6	7
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	2	2	2	2	4	2
MCL-138	4	3	6	3	5	8	9
GROUP4-7	4	3	2	3	5	8	8
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	2	2	2	4	2	3
M47-029	3	2	2	2	4	2	3
M22-51	2	4	2	2	2	4	2
HUMC-6	1	2	4	2	2	4	10
S03-3	2	2	2	2	2	4	2
MCL-14	2	3	2	2	2	4	2
MCL-37	3	5	2	5	2	4	2
MCL-33	4	3	6	3	5	3	9
IA2268	2	2	2	2	4	8	8
GROUP4-1	2	5	4	6	2	8	2
GROUP4-4	2	2	2	2	4	4	3
MCL-40	3	2	2	2	4	2	3
GROUP7-13	1	1	4	2	2	4	10
UNMC-20	2	3	2	2	2	4	2
UNMC-69	4	3	6	3	5	8	8
SPECS-3158	3	5	2	3	2	8	8
IA4227	4	3	6	3	6	3	9
GROUP6-4	1	1	4	3	5	8	9
GROUP6-3	2	3	2	2	2	8	8
UNMC-28	1	1	4	1	2	1	1
SPECS-3157	4	3	6	3	5	8	9
MCL-39	2	2	2	2	2	4	2
MCL-42	3	5	3	5	4	2	4
UNMC-90	2	2	4	2	2	4	10
UNMC-48	4	3	2	3	7	2	2
GROUP7-6	2	2	2	2	2	4	2
GROUP5-4	4	3	6	7	5	7	9
IA68	4	5	6	5	4	2	4
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	1	2	2	2	4	2	3
SC86-6	3	5	3	5	4	2	4
IA4885	3	5	3	5	4	2	4
UNMC-55	3	5	3	5	4	2	4
UNMC-47	3	4	3	4	6	3	5
UNMC-87	4	3	6	4	6	3	9
GROUP7-9	4	4	3	4	6	3	9
GROUP7-20	3	5	3	4	6	3	5
GROUP5-10	3	5	3	4	6	3	5
UNMC-64	1	1	4	2	3	4	10
IA2745	1	1	1	2	1	5	1
HUMC4	3	5	3	4	6	3	5
UNMC-79-C1	3	5	3	5	6	7	4
IA2084	4	3	6	4	6	3	9
IA4203	3	4	3	4	6	3	5
IA1147	4	3	6	7	5	8	9
UNMC-61	2	5	2	5	5	8	8
MCL-128	1	1	1	1	1	1	1
GROUP7-14	3	2	2	2	4	2	4
GROUP4-6	1	1	6	7	5	7	9
GROUP7-2	1	1	4	1	1	9	1
HUMC5	2	2	2	2	4	2	4
MCL-35	2	1	1	1	1	1	1
MCL-75	4	3	6	3	5	8	8
UNMC-24	3	5	3	5	4	2	4
M47-023	3	5	3	5	4	2	4
UNMC-86	3	4	5	4	8	6	7
GROUP5-1	2	4	5	6	7	5	6
GROUP5-5	2	2	2	2	4	2	3
UNMC-8	1	1	1	1	5	1	9
GROUP6-1	1	1	1	1	1	1	1
UNMC-23	1	1	1	1	1	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	4	4	6	7	2	1	1
S08-1	3	5	3	5	4	2	4
UNMC-84	3	5	3	5	4	2	4
SC02-11	4	5	6	7	5	8	8
UNMC-44	1	1	1	1	1	7	4
M47-022	3	5	3	5	4	2	4
BC04	3	5	3	5	4	2	4
HUMC-9	2	4	5	6	7	5	6
GROUP7-22	2	4	5	6	7	5	6
M47-3	1	1	1	1	1	6	5
UNMC-51	3	5	3	5	4	2	4
GROUP4-3	3	4	5	4	8	6	7
WCM045	4	3	2	3	5	6	8
UNMC-31	1	1	4	2	3	9	10
GROUP7-5	2	4	3	4	6	6	7
GROUP4-8	4	4	3	4	6	3	9
UNMC-97	4	1	4	2	5	9	9
HUMC1	3	1	3	4	3	3	5
MCL-61	1	1	4	2	3	9	10
S87-4	3	4	5	4	8	6	7
UNMC-85	2	4	2	6	7	5	6
SC08-2	2	4	5	6	7	5	6
S06-166	2	4	2	6	2	6	7
IA2334	3	4	5	4	8	6	7
MCL-122	3	4	5	4	8	6	7
GROUP5-3	2	2	4	2	2	4	10
GROUP5-7	1	1	1	1	1	1	1
S89-9	2	4	5	6	7	5	6
GROUP4-5	1	1	4	2	3	9	10
M47-025	2	4	2	6	2	6	7
IA834	2	4	2	6	4	2	7
HUMC-12	1	2	4	2	2	9	10
UNMC-88	1	1	4	1	3	9	10
GROUP4-11	4	3	6	7	5	7	9
UNMC-39	2	1	4	2	3	9	10
MCL-25	4	3	6	3	5	8	9
HUMC-10	1	1	1	7	5	1	9
GROUP7-19	4	3	6	7	5	8	9
GROUP5-8	2	4	5	2	8	5	3
SPECS-3164	3	5	3	5	6	7	4
UNMC-71-A5	3	5	3	5	6	7	4
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	1	7	5	1	9
GROUP7-3	4	3	4	7	5	9	9
S03-8	4	3	6	1	8	6	9
GROUP5-2	1	2	4	2	2	4	10
GROUP4-10	4	3	6	3	5	8	8
MCL-45	2	2	2	2	4	2	3
MCL-109	1	1	1	1	1	1	1
SC01-10	2	4	2	6	2	6	7
WCM041	3	5	3	5	6	3	5
MCL-146	4	3	6	1	8	6	9
MCL-126	2	4	2	6	2	6	7
