membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	1	1	2	2	2
HUMC-8	2	2	2	1	3	3	3
UNMC-81	1	3	3	2	4	4	4
UNMC-18	1	1	1	1	2	2	5
HUMC-7	3	1	4	3	4	5	6
UNMC-16	3	2	2	1	3	2	2
UNMC-7	4	4	5	3	5	6	7
S92-5	3	1	4	3	4	4	8
UNMC-33	3	1	4	4	4	5	6
WCM062	1	1	2	1	3	2	2
GROUP4-9	2	2	2	2	3	3	3
UNMC-68-A2	3	2	4	5	5	2	7
M47-024	4	4	5	6	1	6	9
SPECS-3163	2	2	2	1	3	2	2
UNMC-5	2	2	2	1	3	2	2
S94-7	2	2	2	1	3	2	2
GROUP7-1	2	2	2	2	3	3	3
M47-027	2	2	2	1	3	2	3
SPECS-3155	2	2	2	1	3	2	8
GROUP7-15	1	5	1	6	2	7	5
WCM032	1	4	3	7	6	4	4
HUMC3	2	2	2	1	3	2	2
IA04	3	2	2	4	7	8	10
HUMC-15	4	4	2	2	5	6	9
IA1857	2	2	2	2	3	3	8
GROUP6-2	1	3	3	7	6	4	4
GROUP5-9	4	4	5	5	5	6	7
GROUP4-2	2	2	2	6	3	2	2
UNMC-62	2	2	2	2	3	9	8
SPECS-1917	2	2	2	2	3	9	8
IA2852	3	2	2	1	3	2	10
MCL-38	1	5	1	6	2	6	5
GROUP5-6	2	2	2	1	3	2	2
MCL-138	1	3	3	7	1	4	1
GROUP4-7	2	2	2	1	3	2	3
MCL-98	1	5	1	6	2	7	5
GROUP7-17	2	2	2	2	3	3	3
M47-029	2	4	2	2	7	3	10
M22-51	2	2	2	1	3	2	2
HUMC-6	2	2	2	1	3	2	2
S03-3	1	3	6	1	1	1	2
MCL-14	1	1	4	2	4	5	7
MCL-37	4	2	2	1	3	2	2
MCL-33	1	3	3	7	1	4	1
IA2268	2	2	2	1	3	3	3
GROUP4-1	2	2	2	6	8	2	2
GROUP4-4	2	2	2	1	3	3	3
MCL-40	3	4	4	2	7	8	10
GROUP7-13	1	3	3	1	6	1	1
UNMC-20	3	2	2	1	3	2	2
UNMC-69	1	3	3	7	6	4	4
SPECS-3158	4	2	2	2	5	6	9
IA4227	3	3	4	7	1	4	1
GROUP6-4	1	3	3	1	1	1	1
GROUP6-3	2	2	2	1	3	2	2
UNMC-28	1	5	1	6	1	6	5
SPECS-3157	1	3	3	7	6	4	1
MCL-39	2	2	2	1	3	2	2
MCL-42	4	4	5	2	5	6	9
UNMC-90	2	2	2	1	3	1	1
UNMC-48	3	2	2	4	7	8	10
GROUP7-6	2	2	2	1	3	2	2
GROUP5-4	1	3	3	7	6	4	4
IA68	4	2	5	2	5	6	4
GROUP7-11	1	5	3	7	6	4	4
UNMC-6	2	2	2	2	3	3	8
SC86-6	4	4	5	4	5	6	9
IA4885	4	4	5	2	5	6	9
UNMC-55	4	4	3	7	5	6	9
UNMC-47	3	1	4	3	4	5	6
UNMC-87	3	1	4	3	4	5	6
GROUP7-9	3	1	4	7	4	4	1
GROUP7-20	3	1	4	3	4	5	6
GROUP5-10	3	1	4	3	4	5	7
UNMC-64	1	1	1	1	1	7	1
IA2745	4	5	1	6	3	7	2
HUMC4	3	1	4	3	4	5	6
UNMC-79-C1	4	4	4	4	7	8	6
IA2084	3	1	4	4	4	5	6
