membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	3	3	3	3	1
UNMC-81	1	4	4	3	4	4	3
UNMC-18	4	1	5	2	5	5	2
HUMC-7	2	2	2	4	6	6	4
UNMC-16	3	3	5	5	3	3	5
UNMC-7	4	5	2	3	6	4	3
S92-5	4	2	6	2	5	5	6
UNMC-33	2	2	2	2	2	2	2
WCM062	3	4	1	5	3	3	1
GROUP4-9	3	3	3	3	3	3	7
UNMC-68-A2	2	3	2	5	3	6	2
M47-024	4	1	3	3	7	7	3
SPECS-3163	3	3	5	5	3	3	5
UNMC-5	3	3	5	5	3	3	5
S94-7	3	3	5	5	3	3	5
GROUP7-1	3	3	3	3	3	3	7
M47-027	3	3	5	5	3	3	7
SPECS-3155	3	3	5	1	7	3	8
GROUP7-15	1	1	2	1	7	7	3
WCM032	1	2	6	3	6	5	6
HUMC3	3	4	5	5	3	1	1
IA04	2	2	2	2	2	2	2
HUMC-15	4	5	6	6	2	2	3
IA1857	1	1	5	5	7	7	8
GROUP6-2	1	4	4	7	8	8	9
GROUP5-9	4	2	6	2	5	5	6
GROUP4-2	1	1	5	5	7	3	8
UNMC-62	3	2	2	4	3	6	4
SPECS-1917	3	3	3	4	4	3	4
IA2852	3	2	2	4	3	3	5
MCL-38	1	1	4	1	7	7	8
GROUP5-6	3	3	5	5	3	3	5
MCL-138	4	4	6	6	1	2	1
GROUP4-7	2	2	6	2	3	2	5
MCL-98	1	1	4	1	7	7	8
GROUP7-17	3	3	3	3	4	3	6
M47-029	2	2	2	2	2	2	2
M22-51	3	3	5	5	3	3	5
HUMC-6	3	4	1	5	3	3	5
S03-3	3	4	1	6	1	1	1
MCL-14	4	2	6	2	1	5	6
MCL-37	3	3	5	5	3	4	5
MCL-33	4	2	1	6	1	2	1
IA2268	3	3	5	5	3	3	5
GROUP4-1	4	1	3	3	7	7	6
GROUP4-4	3	3	5	5	3	3	2
MCL-40	3	3	3	3	4	3	7
GROUP7-13	1	4	1	6	8	8	9
UNMC-20	3	3	5	5	3	3	5
UNMC-69	1	4	4	7	8	8	9
SPECS-3158	3	3	3	3	3	3	5
IA4227	2	2	2	2	6	2	2
GROUP6-4	1	4	1	6	1	1	1
GROUP6-3	3	3	5	5	3	3	5
UNMC-28	1	1	1	1	7	1	8
SPECS-3157	1	4	4	7	8	8	9
MCL-39	3	3	5	5	3	3	5
MCL-42	4	5	3	3	4	4	3
UNMC-90	3	4	1	6	3	1	1
UNMC-48	2	2	6	2	2	2	2
GROUP7-6	3	3	5	5	3	3	5
GROUP5-4	1	4	4	7	8	8	9
IA68	1	4	4	7	8	8	9
GROUP7-11	1	1	4	7	7	8	9
UNMC-6	1	3	3	3	4	3	7
SC86-6	4	5	3	3	4	4	3
IA4885	4	3	3	3	4	4	3
UNMC-55	1	5	4	3	4	4	3
UNMC-47	2	2	2	2	2	2	2
UNMC-87	2	2	2	4	6	6	4
GROUP7-9	3	3	2	3	6	3	7
GROUP7-20	2	2	2	4	6	6	2
GROUP5-10	2	2	2	4	6	6	2
UNMC-64	1	4	1	6	6	6	4
IA2745	1	1	5	5	7	3	8
HUMC4	3	3	5	5	3	3	5
UNMC-79-C1	4	5	2	2	2	4	3
IA2084	2	2	2	4	6	6	4
IA4203	2	2	2	2	2	6	2
IA1147	1	4	4	7	8	8	9
UNMC-61	3	3	3	3	1	3	6
MCL-128	1	1	4	1	7	7	8
GROUP7-14	3	3	3	3	4	3	3
GROUP4-6	1	3	4	7	8	8	9
GROUP7-2	1	4	1	6	1	1	1
HUMC5	3	3	3	3	3	3	7
MCL-35	3	2	4	1	7	7	8
MCL-75	3	3	5	1	7	3	8
UNMC-24	2	5	2	3	4	6	3
M47-023	4	3	3	3	4	4	3
UNMC-86	3	2	2	4	6	5	4
GROUP5-1	4	2	2	2	5	5	6
GROUP5-5	3	2	2	4	6	2	2
UNMC-8	1	1	4	1	7	7	8
GROUP6-1	2	1	4	2	7	9	6
UNMC-23	1	1	4	1	7	7	8
MCL-71	1	1	4	1	7	7	8
IA4289	4	2	2	2	7	2	2
S08-1	3	3	3	3	4	4	3
UNMC-84	3	3	3	3	4	4	3
SC02-11	1	4	4	7	8	8	9
UNMC-44	2	5	2	2	2	9	2
M47-022	4	3	3	3	4	4	3
BC04	4	5	3	3	4	4	3
HUMC-9	4	2	6	2	5	5	6
GROUP7-22	4	2	6	2	5	5	6
M47-3	2	2	6	1	5	5	6
UNMC-51	4	3	3	3	4	4	3
GROUP4-3	2	2	2	4	6	6	4
WCM045	2	2	2	4	6	6	4
UNMC-31	1	4	1	6	1	1	1
GROUP7-5	2	2	2	4	6	6	4
GROUP4-8	2	2	2	4	6	6	4
UNMC-97	1	4	4	7	1	8	1
HUMC1	2	3	2	4	6	6	3
MCL-61	1	4	2	6	1	1	1
S87-4	2	2	2	4	6	9	4
UNMC-85	3	3	6	2	4	5	6
SC08-2	4	2	6	2	5	5	6
S06-166	3	3	3	3	4	3	7
IA2334	2	2	2	4	6	6	4
MCL-122	2	2	2	4	6	9	4
GROUP5-3	2	2	2	4	6	6	2
GROUP5-7	2	2	2	1	6	6	2
S89-9	4	2	6	2	5	5	6
GROUP4-5	1	1	1	6	1	1	1
M47-025	3	3	3	3	3	3	7
IA834	3	3	3	3	4	3	7
HUMC-12	1	4	1	6	1	1	1
UNMC-88	1	4	1	6	1	8	1
GROUP4-11	1	4	4	4	8	6	4
UNMC-39	3	4	1	6	1	1	1
MCL-25	1	4	6	7	1	8	9
HUMC-10	1	4	4	7	8	8	9
GROUP7-19	1	4	4	7	8	8	9
GROUP5-8	4	2	5	3	5	9	6
SPECS-3164	4	2	2	2	2	6	2
UNMC-71-A5	4	2	2	2	2	6	2
MCL-24	1	1	4	1	7	7	8
UNMC-37	1	1	4	1	7	7	8
IA-02	1	4	4	7	8	8	9
GROUP7-3	1	4	4	7	8	8	9
S03-8	2	2	2	4	6	6	4
GROUP5-2	3	4	1	5	3	3	5
GROUP4-10	4	4	4	6	8	2	10
MCL-45	3	3	3	3	4	3	7
MCL-109	1	1	4	1	7	7	8
