membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	2	2	2	2
HUMC-8	2	2	3	3	3	3	3
UNMC-81	3	3	4	2	4	4	4
UNMC-18	1	1	2	2	5	5	2
HUMC-7	4	4	2	2	6	6	5
UNMC-16	3	3	5	3	5	2	2
UNMC-7	1	5	6	4	3	4	6
S92-5	4	3	5	5	4	7	4
UNMC-33	3	2	4	2	7	6	5
WCM062	2	2	5	3	2	2	2
GROUP4-9	2	2	5	3	3	3	2
UNMC-68-A2	4	4	6	6	8	8	7
M47-024	4	4	6	6	2	8	7
SPECS-3163	4	4	6	6	8	8	7
UNMC-5	2	1	5	3	3	2	2
S94-7	4	4	6	6	8	8	7
GROUP7-1	2	2	5	3	3	3	2
M47-027	2	2	5	3	3	3	2
SPECS-3155	4	4	6	6	8	8	7
GROUP7-15	1	1	1	1	1	1	1
WCM032	3	3	2	2	4	7	5
HUMC3	2	2	5	3	2	2	2
IA04	4	2	5	5	4	5	8
HUMC-15	3	3	4	7	5	9	9
IA1857	4	2	5	5	4	5	4
GROUP6-2	3	3	4	6	7	9	9
GROUP5-9	2	2	6	3	6	5	5
GROUP4-2	2	2	5	3	3	3	2
UNMC-62	4	3	5	7	4	9	4
SPECS-1917	4	4	6	6	8	8	7
IA2852	2	2	5	3	6	5	2
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	2	5	3	3	2	2
MCL-138	3	3	4	7	5	9	9
GROUP4-7	3	3	4	7	5	9	9
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	2	5	3	3	3	2
M47-029	2	2	5	5	4	5	2
M22-51	2	2	5	3	3	2	2
HUMC-6	2	2	5	3	3	2	2
S03-3	2	2	5	3	2	2	3
MCL-14	2	2	2	5	4	7	3
MCL-37	2	3	5	3	3	4	6
MCL-33	1	3	4	7	5	9	9
IA2268	2	2	5	7	5	9	2
GROUP4-1	1	1	1	3	5	2	2
GROUP4-4	2	2	5	3	3	3	2
MCL-40	2	2	5	3	3	3	2
GROUP7-13	1	3	3	5	7	2	10
UNMC-20	3	3	5	3	3	2	2
UNMC-69	3	3	4	7	5	9	9
SPECS-3158	4	4	6	6	8	8	7
IA4227	4	4	6	2	8	6	5
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	3	2	4	7	5	9	2
UNMC-28	1	1	1	1	2	2	1
SPECS-3157	3	3	4	5	4	9	9
MCL-39	2	2	5	3	3	2	2
MCL-42	1	3	6	4	3	4	6
UNMC-90	2	2	5	3	3	3	3
UNMC-48	3	3	4	5	4	5	10
GROUP7-6	2	2	5	3	3	3	2
GROUP5-4	3	3	4	5	7	9	10
IA68	3	3	4	2	4	4	4
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	2	2	5	3	3	3	4
