membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	1	2	2
HUMC-8	3	3	3	3	2	3	3
UNMC-81	1	1	4	4	3	3	4
UNMC-18	2	1	1	2	1	1	1
HUMC-7	2	2	2	5	4	4	5
UNMC-16	3	3	3	6	2	5	2
UNMC-7	2	2	2	2	1	2	6
S92-5	2	2	2	5	1	6	7
UNMC-33	2	2	2	2	5	2	7
WCM062	3	3	3	7	2	5	2
GROUP4-9	3	3	3	6	6	5	2
UNMC-68-A2	3	3	3	5	6	7	8
M47-024	1	4	2	5	5	7	7
SPECS-3163	3	3	3	5	6	7	8
UNMC-5	3	3	3	7	2	5	2
S94-7	3	3	3	6	6	5	2
GROUP7-1	3	3	3	6	6	5	2
M47-027	3	3	3	6	6	5	2
SPECS-3155	3	3	3	1	7	7	1
GROUP7-15	1	1	1	1	7	1	1
WCM032	2	2	2	5	3	7	4
HUMC3	3	3	3	7	2	5	2
IA04	2	2	2	4	5	6	7
HUMC-15	2	2	2	2	5	3	7
IA1857	1	3	4	4	3	6	4
GROUP6-2	3	5	4	4	3	8	4
GROUP5-9	2	2	2	5	1	7	7
GROUP4-2	1	1	3	6	7	5	2
UNMC-62	1	3	2	4	5	6	4
SPECS-1917	3	3	3	5	6	7	8
IA2852	3	3	3	6	5	5	2
MCL-38	1	1	1	1	7	1	1
GROUP5-6	3	3	3	6	6	5	2
MCL-138	2	2	2	2	1	2	7
GROUP4-7	3	3	3	6	5	5	7
MCL-98	1	1	1	1	7	1	1
GROUP7-17	3	3	3	6	6	5	3
M47-029	2	2	2	2	5	2	7
M22-51	3	3	3	6	6	5	2
HUMC-6	3	3	3	7	2	5	2
S03-3	3	3	5	7	2	9	2
MCL-14	2	3	2	5	1	9	9
MCL-37	4	4	6	3	8	3	6
MCL-33	2	2	2	2	1	2	7
IA2268	3	3	3	6	6	5	2
GROUP4-1	3	3	3	6	7	5	2
GROUP4-4	3	3	3	6	6	5	2
MCL-40	3	3	3	3	8	3	3
GROUP7-13	1	1	4	7	2	8	2
UNMC-20	1	1	3	6	7	5	2
UNMC-69	2	2	2	2	1	2	4
SPECS-3158	3	3	3	6	6	5	2
IA4227	2	2	2	2	1	2	5
GROUP6-4	1	1	1	1	7	1	1
GROUP6-3	3	3	3	6	6	5	2
UNMC-28	1	1	1	1	7	1	1
SPECS-3157	2	2	2	2	3	2	4
MCL-39	3	3	3	6	6	5	2
MCL-42	4	4	6	3	8	3	6
UNMC-90	3	3	3	7	2	5	2
UNMC-48	2	2	2	2	5	6	7
GROUP7-6	3	3	3	6	6	5	2
GROUP5-4	1	5	4	4	3	8	4
IA68	1	5	4	4	3	8	4
GROUP7-11	1	1	1	1	7	1	1
UNMC-6	1	5	4	4	3	3	4
SC86-6	4	1	6	3	8	3	6
IA4885	3	4	6	3	8	3	6
UNMC-55	1	5	4	4	3	3	4
UNMC-47	2	2	2	2	4	2	5
UNMC-87	2	2	2	5	1	2	5
GROUP7-9	2	4	3	6	8	3	3
GROUP7-20	2	2	2	5	4	4	5
GROUP5-10	2	2	2	5	4	4	5
UNMC-64	1	1	1	7	2	1	2
IA2745	1	1	1	1	7	1	1
HUMC4	2	3	2	5	4	4	5
UNMC-79-C1	2	2	2	3	1	2	7
IA2084	2	2	2	1	1	2	5
IA4203	2	2	2	2	1	2	5
IA1147	1	5	4	4	3	8	4
UNMC-61	3	3	3	5	6	7	8
MCL-128	1	1	1	1	7	1	1
GROUP7-14	1	4	6	3	8	3	3
GROUP4-6	1	5	4	4	3	8	4
GROUP7-2	1	1	1	1	2	9	1
HUMC5	3	3	3	6	6	5	2
MCL-35	1	1	1	1	7	1	1
MCL-75	2	5	2	4	3	4	10
UNMC-24	1	4	6	3	8	3	6
M47-023	3	4	6	3	8	3	6
UNMC-86	2	3	2	5	1	9	9
GROUP5-1	2	2	2	5	1	7	7
GROUP5-5	3	3	3	6	8	3	3
UNMC-8	1	1	2	2	1	2	1
GROUP6-1	1	1	1	1	1	2	1
UNMC-23	1	1	1	1	7	1	1
MCL-71	1	1	1	1	7	1	1
IA4289	2	5	2	4	3	4	10
S08-1	3	3	3	3	8	3	6
UNMC-84	3	4	6	3	8	3	6
SC02-11	1	5	4	4	3	8	4
UNMC-44	1	1	1	1	7	2	1
M47-022	1	4	6	3	8	3	6
BC04	4	4	6	3	8	3	6
HUMC-9	2	2	2	5	1	7	7
GROUP7-22	2	2	2	5	1	7	7
M47-3	1	1	1	4	7	1	1
UNMC-51	4	4	6	3	8	2	6
GROUP4-3	2	5	2	5	4	4	5
WCM045	2	2	2	5	5	6	7
UNMC-31	1	1	5	7	2	9	1
GROUP7-5	3	4	2	5	8	9	10
GROUP4-8	2	2	2	5	1	9	5
UNMC-97	1	5	4	7	2	9	4
HUMC1	2	4	2	7	2	5	2
MCL-61	1	1	5	7	2	9	1
S87-4	2	5	5	5	4	4	8
UNMC-85	2	3	2	5	1	6	7
SC08-2	2	3	2	5	6	7	8
S06-166	3	3	3	3	6	7	8
IA2334	2	5	2	4	3	4	10
MCL-122	1	1	5	5	7	8	8
GROUP5-3	1	1	1	1	7	1	1
GROUP5-7	1	1	1	1	7	1	1
S89-9	2	2	2	5	1	7	8
GROUP4-5	1	1	1	7	2	9	1
M47-025	3	3	3	5	6	5	2
IA834	3	3	3	5	6	7	8
HUMC-12	1	1	5	7	2	9	1
UNMC-88	1	1	1	1	2	1	1
GROUP4-11	2	2	2	4	1	8	5
UNMC-39	1	3	5	7	2	9	1
MCL-25	1	5	4	4	3	9	9
HUMC-10	1	5	4	4	3	8	4
GROUP7-19	1	5	4	4	3	8	1
GROUP5-8	3	3	5	5	6	5	8
SPECS-3164	2	2	2	3	1	2	7
UNMC-71-A5	2	2	2	5	1	2	7
