membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	1	2	2	1	2	1
HUMC-8	2	2	3	2	2	3	2
UNMC-81	3	2	2	3	3	4	2
UNMC-18	1	1	2	1	1	2	1
HUMC-7	2	3	4	4	4	2	3
UNMC-16	2	4	2	2	2	3	4
UNMC-7	3	3	5	3	5	2	5
S92-5	3	3	2	5	3	5	6
UNMC-33	3	3	4	3	5	6	5
WCM062	1	4	2	2	1	2	1
GROUP4-9	2	4	3	2	2	3	4
UNMC-68-A2	4	5	5	6	6	7	7
M47-024	4	5	5	6	6	7	8
SPECS-3163	4	5	5	6	6	7	7
UNMC-5	1	4	2	2	2	3	4
S94-7	4	5	5	6	6	7	7
GROUP7-1	2	4	3	2	2	3	4
M47-027	2	4	3	2	2	3	4
SPECS-3155	4	5	5	6	6	7	7
GROUP7-15	1	1	1	1	1	8	8
WCM032	3	3	4	7	3	4	1
HUMC3	1	1	2	2	1	1	1
IA04	2	3	3	4	2	5	6
HUMC-15	3	3	2	5	3	6	1
IA1857	2	2	3	4	7	5	6
GROUP6-2	4	5	5	6	6	7	7
GROUP5-9	3	3	6	5	5	6	6
GROUP4-2	2	4	3	2	2	3	4
UNMC-62	2	2	4	4	7	5	3
SPECS-1917	4	5	5	6	6	7	7
IA2852	2	2	4	4	7	5	3
MCL-38	1	1	1	1	1	8	8
GROUP5-6	2	4	3	2	2	3	4
MCL-138	3	1	2	7	3	1	1
GROUP4-7	3	3	6	5	2	6	6
MCL-98	1	1	1	1	1	8	8
GROUP7-17	2	4	3	2	2	3	4
M47-029	3	3	6	5	5	6	6
M22-51	2	4	3	2	2	3	4
HUMC-6	2	4	3	2	2	3	4
S03-3	1	4	2	2	1	1	1
MCL-14	2	4	3	2	2	3	4
MCL-37	3	4	5	5	8	9	2
MCL-33	3	1	2	7	3	1	1
IA2268	2	4	3	2	2	3	4
GROUP4-1	2	4	3	2	2	3	4
GROUP4-4	2	4	3	2	2	3	4
MCL-40	3	3	6	5	5	6	6
GROUP7-13	1	1	2	7	1	3	1
UNMC-20	3	4	2	5	3	4	4
UNMC-69	3	4	2	7	3	3	9
SPECS-3158	4	5	5	6	6	7	7
IA4227	3	3	6	5	4	6	5
GROUP6-4	1	1	2	7	1	1	1
GROUP6-3	2	4	2	2	2	3	4
UNMC-28	1	1	1	1	1	1	8
SPECS-3157	4	5	2	7	3	3	9
MCL-39	2	4	3	2	2	3	4
MCL-42	3	3	5	5	8	9	2
UNMC-90	1	4	2	2	2	1	1
UNMC-48	3	3	6	5	5	6	6
GROUP7-6	2	4	3	2	2	3	4
GROUP5-4	3	4	4	7	3	4	9
IA68	3	2	3	3	3	4	2
GROUP7-11	1	1	1	1	1	8	10
UNMC-6	2	2	3	3	8	9	6
SC86-6	3	3	3	5	8	9	2
IA4885	3	2	3	3	8	9	2
UNMC-55	3	3	3	3	5	2	5
UNMC-47	3	3	4	4	5	2	5
UNMC-87	3	3	4	4	4	2	3
GROUP7-9	3	3	6	3	4	2	5
GROUP7-20	3	3	4	3	5	2	5
GROUP5-10	3	3	4	3	5	2	5
UNMC-64	1	3	2	7	2	3	1
IA2745	2	4	3	2	2	3	4
HUMC4	3	3	4	3	4	2	5
UNMC-79-C1	3	3	5	5	5	2	5
IA2084	3	3	4	4	4	2	3
IA4203	3	3	4	4	5	2	5
IA1147	3	4	2	7	4	4	9
UNMC-61	2	5	2	3	3	4	2
MCL-128	1	1	1	1	1	8	8
GROUP7-14	1	1	3	3	8	9	2
GROUP4-6	3	2	3	3	8	9	10
GROUP7-2	1	1	2	1	1	1	1
HUMC5	2	2	3	2	2	3	3
MCL-35	1	1	1	1	1	8	8
MCL-75	3	5	4	4	7	5	3
UNMC-24	3	2	3	3	8	9	2
M47-023	3	2	3	3	8	9	2
UNMC-86	2	2	4	4	7	5	3
GROUP5-1	4	5	6	5	6	7	6
GROUP5-5	2	4	3	2	2	3	4
UNMC-8	1	1	5	1	1	8	8
GROUP6-1	1	1	1	1	1	8	6
UNMC-23	1	1	1	1	1	8	8
MCL-71	1	1	1	1	1	8	8
IA4289	3	5	4	4	7	5	3
S08-1	4	5	5	3	6	9	2
UNMC-84	2	4	2	3	8	9	2
SC02-11	3	5	5	6	6	7	7
UNMC-44	1	3	1	5	5	6	5
M47-022	3	2	3	3	8	9	2
BC04	3	2	3	3	8	9	2
HUMC-9	1	3	2	7	3	4	6
GROUP7-22	3	3	6	5	5	6	6
M47-3	1	1	1	1	7	8	10
UNMC-51	3	2	3	3	8	9	2
GROUP4-3	2	2	4	4	7	5	3
WCM045	3	3	5	6	4	3	1
UNMC-31	1	1	2	7	1	1	1
GROUP7-5	3	3	4	4	4	5	3
GROUP4-8	3	3	4	4	4	2	3
UNMC-97	1	1	3	7	4	1	9
HUMC1	2	2	3	3	4	2	2
MCL-61	1	1	2	7	1	1	1
S87-4	4	5	5	6	6	7	7
UNMC-85	2	3	6	5	5	5	6
SC08-2	4	5	5	6	6	7	6
S06-166	4	5	5	6	6	7	7
IA2334	2	2	4	4	7	5	3
MCL-122	2	2	4	4	7	5	3
GROUP5-3	3	4	2	3	3	4	2
GROUP5-7	1	1	1	1	1	8	8
S89-9	4	5	5	6	6	7	7
GROUP4-5	1	1	2	7	1	1	1
M47-025	4	5	5	6	7	8	10
IA834	4	5	5	6	6	7	7
HUMC-12	1	1	2	7	1	1	1
UNMC-88	1	1	2	1	1	1	1
GROUP4-11	3	3	4	6	5	2	5
UNMC-39	1	1	2	7	1	1	1
MCL-25	3	4	2	7	4	1	9
HUMC-10	4	5	5	6	6	7	7
GROUP7-19	1	1	1	3	1	8	10
GROUP5-8	2	3	3	5	2	3	4
SPECS-3164	3	3	6	5	5	2	6
UNMC-71-A5	3	3	6	5	5	2	5
MCL-24	1	1	1	1	1	8	8
UNMC-37	1	1	1	1	1	8	8
IA-02	1	1	1	1	1	8	8
GROUP7-3	2	4	3	7	4	1	9
S03-8	3	5	4	4	7	5	3
GROUP5-2	1	4	2	2	2	3	4
GROUP4-10	3	1	2	7	3	4	9
MCL-45	3	5	4	4	7	5	3
MCL-109	1	1	1	1	1	8	8
SC01-10	4	5	5	1	6	7	8
WCM041	3	3	6	6	5	2	5
MCL-146	3	3	6	5	5	6	5
MCL-126	4	5	5	6	6	7	7
