membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	1	2	2	2	2	2
HUMC-8	3	2	3	3	3	3	3
UNMC-81	4	3	4	4	4	4	4
UNMC-18	2	1	2	2	1	1	1
HUMC-7	3	4	5	5	5	5	5
UNMC-16	2	5	2	2	2	6	2
UNMC-7	2	4	5	5	6	7	6
S92-5	4	2	4	6	4	4	4
UNMC-33	2	4	5	6	7	1	1
WCM062	3	5	2	2	2	2	2
GROUP4-9	3	5	2	2	2	2	2
UNMC-68-A2	3	5	3	7	2	2	7
M47-024	3	2	5	3	6	3	6
SPECS-3163	3	5	3	7	2	2	7
UNMC-5	3	5	2	2	2	2	2
S94-7	3	5	2	2	2	2	2
GROUP7-1	3	5	5	7	2	2	2
M47-027	3	5	2	2	2	2	2
SPECS-3155	1	1	1	1	1	8	8
GROUP7-15	1	1	1	1	1	8	8
WCM032	4	3	4	5	4	4	4
HUMC3	3	3	2	2	3	2	2
IA04	2	4	5	6	7	1	1
HUMC-15	2	2	5	6	7	6	2
IA1857	3	5	4	4	4	9	4
GROUP6-2	4	3	4	4	4	4	4
GROUP5-9	2	4	5	6	7	1	1
GROUP4-2	1	1	2	1	2	8	2
UNMC-62	3	5	3	7	8	9	7
SPECS-1917	3	5	3	7	2	2	7
IA2852	3	5	3	7	8	9	7
MCL-38	1	1	1	1	1	8	8
GROUP5-6	3	5	2	2	2	2	2
MCL-138	2	3	2	2	2	6	2
GROUP4-7	2	4	5	6	7	2	2
MCL-98	1	1	1	1	1	8	8
GROUP7-17	3	5	3	2	2	2	2
M47-029	2	4	5	6	7	1	1
M22-51	3	5	2	2	2	2	2
HUMC-6	3	5	2	2	2	2	2
S03-3	4	5	3	2	3	2	3
MCL-14	3	5	3	7	8	9	7
MCL-37	2	2	5	3	6	7	6
MCL-33	2	1	5	6	7	6	1
IA2268	3	5	2	2	2	2	2
GROUP4-1	1	1	1	2	2	2	2
GROUP4-4	3	5	2	2	2	2	2
MCL-40	3	5	5	6	2	2	9
GROUP7-13	4	3	6	4	4	4	4
UNMC-20	2	5	2	2	2	6	2
UNMC-69	2	3	4	4	4	4	4
SPECS-3158	3	5	2	2	2	2	2
IA4227	3	4	5	6	7	1	1
GROUP6-4	1	1	1	1	1	6	2
GROUP6-3	2	3	2	2	2	6	2
UNMC-28	1	1	6	1	1	3	8
SPECS-3157	4	3	4	4	4	4	4
MCL-39	3	5	2	2	2	2	2
MCL-42	4	2	6	3	6	7	6
UNMC-90	3	5	3	2	3	2	3
UNMC-48	2	4	5	6	7	1	1
GROUP7-6	2	4	5	6	2	1	2
GROUP5-4	2	3	4	4	4	4	4
IA68	4	3	4	4	4	4	5
GROUP7-11	1	1	1	1	4	8	8
UNMC-6	4	5	4	4	4	9	4
SC86-6	4	2	5	6	6	7	6
IA4885	4	2	6	3	6	7	6
UNMC-55	2	4	5	6	4	7	5
UNMC-47	3	4	5	5	5	5	5
UNMC-87	3	4	5	5	8	5	5
GROUP7-9	3	4	5	7	5	2	5
GROUP7-20	2	4	5	5	5	5	5
