membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	1	2	2	1	2
HUMC-8	2	3	2	3	3	2	3
UNMC-81	3	1	1	1	4	1	4
UNMC-18	1	1	3	1	1	3	1
HUMC-7	4	2	4	4	5	4	5
UNMC-16	4	2	4	3	5	5	2
UNMC-7	3	2	5	5	5	6	6
S92-5	3	4	5	6	6	7	7
UNMC-33	4	2	4	4	5	4	6
WCM062	2	3	2	3	3	5	2
GROUP4-9	2	3	2	3	3	2	3
UNMC-68-A2	2	5	5	5	7	7	8
M47-024	3	5	5	5	7	6	8
SPECS-3163	2	3	5	5	7	6	8
UNMC-5	2	3	2	3	3	5	2
S94-7	2	3	5	5	7	6	8
GROUP7-1	2	3	2	3	3	2	3
M47-027	2	3	2	3	3	2	3
SPECS-3155	3	5	5	5	7	6	8
GROUP7-15	1	1	1	7	4	1	9
WCM032	2	4	1	6	6	7	9
HUMC3	2	3	2	3	3	5	2
IA04	2	3	3	2	2	5	2
HUMC-15	2	3	3	7	8	8	10
IA1857	2	3	2	3	3	1	2
GROUP6-2	3	5	5	7	8	6	8
GROUP5-9	3	4	5	6	6	7	7
GROUP4-2	2	3	2	7	8	5	2
UNMC-62	2	3	4	7	5	9	5
SPECS-1917	2	5	4	5	7	9	3
IA2852	2	4	4	4	3	9	5
MCL-38	1	1	1	1	4	1	9
GROUP5-6	2	3	2	3	3	5	2
MCL-138	3	2	3	2	2	3	10
GROUP4-7	2	3	2	3	3	5	2
MCL-98	1	1	1	1	4	1	9
GROUP7-17	2	3	2	3	3	2	2
M47-029	2	3	2	3	3	2	3
M22-51	2	3	2	3	3	5	2
HUMC-6	1	3	2	3	3	5	2
S03-3	1	3	1	3	3	3	1
MCL-14	2	4	5	6	6	7	7
MCL-37	2	3	2	3	3	5	2
MCL-33	3	2	3	2	2	3	10
IA2268	2	3	2	3	3	2	2
GROUP4-1	2	3	2	3	8	5	2
GROUP4-4	2	3	2	3	3	2	2
MCL-40	2	3	2	3	3	2	3
GROUP7-13	1	1	1	1	1	3	1
UNMC-20	1	3	2	3	3	5	2
UNMC-69	3	2	3	2	2	3	10
SPECS-3158	2	5	5	5	7	6	8
IA4227	3	2	3	2	2	3	10
GROUP6-4	1	2	1	2	2	3	10
GROUP6-3	2	3	2	3	8	5	10
UNMC-28	1	1	1	1	4	1	9
SPECS-3157	3	2	3	2	2	3	10
MCL-39	2	3	2	3	3	5	2
MCL-42	3	5	6	5	7	6	4
UNMC-90	2	3	2	3	3	5	2
UNMC-48	2	3	2	3	3	5	2
GROUP7-6	2	3	2	3	3	5	2
GROUP5-4	1	2	1	1	1	6	6
IA68	4	3	6	7	8	8	6
GROUP7-11	4	1	1	1	7	6	9
UNMC-6	2	3	2	3	3	2	3
SC86-6	3	5	2	5	5	9	4
IA4885	2	3	2	3	7	2	4
UNMC-55	4	5	6	7	8	6	6
UNMC-47	4	2	4	4	5	4	5
UNMC-87	4	2	4	4	5	4	5
GROUP7-9	4	2	4	4	3	4	5
GROUP7-20	4	2	4	4	5	4	6
GROUP5-10	4	2	5	4	5	7	6
UNMC-64	1	2	4	2	1	4	1
IA2745	4	3	2	3	3	5	2
HUMC4	4	2	4	3	5	4	6
UNMC-79-C1	3	5	5	5	7	6	4
IA2084	4	2	4	4	5	4	5
IA4203	4	2	4	4	5	4	6
IA1147	4	3	6	7	8	8	6
UNMC-61	4	5	5	4	1	6	6
MCL-128	1	1	1	1	4	1	9
GROUP7-14	2	1	2	3	7	2	3
GROUP4-6	2	3	6	7	1	6	3
GROUP7-2	1	1	1	1	1	2	1
HUMC5	2	3	2	3	3	2	3
MCL-35	1	1	1	1	4	1	9
MCL-75	2	3	6	7	8	8	10
UNMC-24	2	3	2	3	8	2	9
M47-023	2	3	2	3	7	2	4
UNMC-86	2	4	4	4	5	9	5
GROUP5-1	3	5	5	6	6	7	8
GROUP5-5	2	3	2	3	3	2	3
UNMC-8	3	2	1	2	2	3	10
