membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	2	3	2	3	3	3	3
UNMC-81	1	1	1	1	4	1	3
UNMC-18	1	2	3	1	5	4	4
HUMC-7	3	4	4	2	2	5	5
UNMC-16	2	2	2	3	6	2	2
UNMC-7	4	3	5	4	4	6	3
S92-5	3	4	2	2	7	7	6
UNMC-33	3	5	4	2	2	5	5
WCM062	2	2	2	5	6	2	2
GROUP4-9	2	2	2	3	3	3	2
UNMC-68-A2	3	4	6	6	8	8	7
M47-024	3	4	6	6	8	8	7
SPECS-3163	3	4	6	6	8	8	7
UNMC-5	2	2	2	3	6	2	2
S94-7	3	4	6	6	8	8	7
GROUP7-1	2	2	2	3	3	3	2
M47-027	2	2	2	3	3	2	2
SPECS-3155	3	4	6	6	8	8	7
GROUP7-15	1	1	1	1	1	1	1
WCM032	3	4	4	2	2	5	8
HUMC3	2	2	2	5	6	9	2
IA04	3	4	4	2	2	7	8
HUMC-15	3	3	3	4	5	4	4
IA1857	3	4	2	2	3	7	6
GROUP6-2	3	4	6	7	8	8	4
GROUP5-9	2	4	2	3	3	3	2
GROUP4-2	1	1	1	1	1	2	1
UNMC-62	3	4	2	2	7	7	6
SPECS-1917	3	4	6	6	8	8	7
IA2852	3	4	4	2	7	7	6
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	2	2	3	3	2	2
MCL-138	3	2	3	7	5	4	4
GROUP4-7	2	2	2	3	3	2	4
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	3	2	3	3	3	2
M47-029	2	3	2	1	3	3	6
M22-51	2	2	2	3	3	2	2
HUMC-6	2	2	2	3	3	2	2
S03-3	2	2	2	5	6	9	9
MCL-14	3	4	2	2	7	7	6
MCL-37	2	3	2	3	3	2	2
MCL-33	3	2	3	7	5	4	4
IA2268	2	2	2	3	3	2	4
GROUP4-1	1	1	1	1	1	2	1
GROUP4-4	2	2	2	3	3	2	2
MCL-40	2	3	2	3	3	3	10
GROUP7-13	1	2	2	5	6	2	2
UNMC-20	2	2	2	3	3	2	2
UNMC-69	3	2	3	7	5	4	4
SPECS-3158	3	2	3	7	8	4	4
IA4227	3	4	4	2	2	5	5
GROUP6-4	1	2	1	1	5	4	4
GROUP6-3	2	2	2	3	3	2	4
UNMC-28	1	1	1	1	6	1	1
SPECS-3157	3	2	3	7	5	4	4
MCL-39	2	2	2	3	3	2	2
MCL-42	4	3	5	4	4	6	3
UNMC-90	2	2	2	5	6	9	9
UNMC-48	2	2	2	3	3	2	2
GROUP7-6	2	2	2	3	3	2	2
GROUP5-4	2	2	2	3	3	2	2
IA68	3	3	3	4	5	6	4
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	2	3	2	1	3	3	6
SC86-6	4	3	5	4	4	6	3
IA4885	4	3	5	4	4	6	3
UNMC-55	1	3	5	4	4	6	3
UNMC-47	3	4	4	2	7	7	5
UNMC-87	3	4	4	2	2	5	5
GROUP7-9	3	4	4	2	2	5	5
GROUP7-20	4	5	4	2	2	5	5
GROUP5-10	4	5	4	2	2	5	5
UNMC-64	1	2	2	5	6	5	9
IA2745	1	1	2	1	3	2	2
HUMC4	4	5	4	2	2	5	5
UNMC-79-C1	3	4	6	6	8	8	7
IA2084	3	4	4	2	2	5	5
IA4203	3	4	4	2	2	5	5
IA1147	3	2	3	7	5	4	4
UNMC-61	3	2	3	7	5	4	4
MCL-128	1	1	1	1	1	1	1
GROUP7-14	4	3	5	4	4	6	3
GROUP4-6	4	3	5	5	4	6	3
GROUP7-2	1	1	1	1	6	1	9
HUMC5	2	3	2	3	3	3	10
MCL-35	1	1	1	1	1	1	1
MCL-75	3	2	3	7	5	4	4
UNMC-24	3	4	5	4	2	5	3
M47-023	2	3	5	4	4	6	3
UNMC-86	3	4	4	2	7	7	6
GROUP5-1	3	4	4	2	2	5	8
GROUP5-5	2	3	2	3	3	3	10
UNMC-8	1	1	1	1	2	5	8
GROUP6-1	1	1	1	1	1	1	1
UNMC-23	1	1	1	1	1	1	1
MCL-71	1	1	1	1	1	1	1
IA4289	3	4	4	2	2	5	8
S08-1	2	3	5	4	4	6	3
UNMC-84	2	3	5	4	4	6	3
SC02-11	3	4	6	7	8	6	4
UNMC-44	1	1	1	1	1	1	1
M47-022	4	3	5	4	4	6	3
BC04	4	3	5	4	4	6	3
HUMC-9	3	4	4	2	7	7	6
GROUP7-22	2	2	2	3	3	3	2
M47-3	4	5	4	1	2	5	6
UNMC-51	3	3	5	4	4	6	3
GROUP4-3	3	4	4	2	7	7	6
WCM045	3	4	4	2	8	8	6
UNMC-31	1	2	2	5	6	9	9
GROUP7-5	4	5	4	2	2	5	5
GROUP4-8	3	4	4	2	2	5	5
UNMC-97	3	2	4	2	2	9	9
HUMC1	2	2	2	5	6	2	2
MCL-61	1	2	2	5	6	9	9
S87-4	3	4	6	6	8	8	7
UNMC-85	2	4	2	2	3	3	6
SC08-2	3	4	6	6	7	7	6
S06-166	3	4	6	6	8	8	7
IA2334	3	4	4	2	7	7	6
MCL-122	3	4	4	2	7	7	6
GROUP5-3	1	1	1	1	1	2	2
GROUP5-7	1	1	1	1	1	1	1
S89-9	3	4	6	6	8	8	7
GROUP4-5	1	2	2	5	6	1	9
M47-025	2	4	2	6	3	3	10
IA834	2	3	2	6	3	3	7
HUMC-12	1	2	2	5	5	4	4
UNMC-88	1	1	1	5	6	1	9
GROUP4-11	3	4	4	2	2	5	5
UNMC-39	1	2	2	5	6	9	9
MCL-25	3	2	3	2	2	9	9
HUMC-10	3	4	6	6	8	8	7
GROUP7-19	1	2	3	7	5	4	4
GROUP5-8	1	3	5	1	4	6	10
SPECS-3164	3	4	4	2	7	5	2
UNMC-71-A5	3	4	6	6	8	8	7
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	1	1	1	1	1
GROUP7-3	1	2	2	5	5	9	9
S03-8	3	4	3	2	2	5	5
GROUP5-2	2	2	2	5	6	2	2
GROUP4-10	3	2	3	7	5	4	4
MCL-45	2	3	2	3	3	3	10
MCL-109	1	1	1	1	1	1	1
