membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	3	3	3	3	1	1	3
UNMC-81	4	1	4	4	3	3	4
UNMC-18	1	3	3	5	4	4	5
HUMC-7	3	4	5	6	5	5	6
UNMC-16	3	3	3	2	1	2	7
UNMC-7	4	1	4	4	3	3	4
S92-5	3	4	6	5	6	4	8
UNMC-33	4	3	3	2	7	5	6
WCM062	3	3	3	2	1	2	2
GROUP4-9	3	3	3	2	4	2	2
UNMC-68-A2	3	3	3	2	1	6	9
M47-024	1	2	1	4	1	3	9
SPECS-3163	3	3	3	2	1	6	9
UNMC-5	3	3	3	2	1	2	2
S94-7	3	3	3	2	1	2	9
GROUP7-1	3	3	3	2	4	2	2
M47-027	3	3	3	2	1	2	2
SPECS-3155	3	3	3	2	1	6	9
GROUP7-15	1	1	1	1	2	3	4
WCM032	2	4	6	2	6	3	4
HUMC3	1	2	3	2	1	2	7
IA04	2	5	2	2	5	7	10
HUMC-15	4	5	2	2	3	3	7
IA1857	1	3	3	1	4	8	2
GROUP6-2	3	3	2	7	8	1	7
GROUP5-9	3	4	6	5	6	4	5
GROUP4-2	1	3	3	1	4	8	2
UNMC-62	3	4	5	6	5	5	6
SPECS-1917	3	4	3	2	1	6	9
IA2852	3	4	5	6	5	5	6
MCL-38	4	1	1	1	2	8	1
GROUP5-6	3	3	3	2	1	2	2
MCL-138	2	2	2	7	8	1	7
GROUP4-7	3	3	3	2	1	2	2
MCL-98	1	1	1	1	2	8	1
GROUP7-17	3	3	3	2	4	2	2
M47-029	4	5	6	1	5	8	7
M22-51	3	3	3	2	1	2	2
HUMC-6	1	3	3	3	1	2	3
S03-3	3	3	3	3	1	2	2
MCL-14	3	4	6	3	6	4	8
MCL-37	4	1	3	2	1	3	4
MCL-33	2	2	2	7	8	1	10
IA2268	3	3	3	2	1	2	2
GROUP4-1	3	3	3	2	4	2	2
GROUP4-4	3	3	3	2	1	2	2
MCL-40	4	5	6	4	5	4	5
GROUP7-13	1	2	3	3	1	2	3
UNMC-20	3	5	3	2	1	2	2
UNMC-69	2	2	2	7	8	1	4
SPECS-3158	3	3	3	2	1	3	7
IA4227	2	4	2	7	5	9	10
GROUP6-4	1	2	2	7	8	1	7
GROUP6-3	3	3	3	2	1	2	2
UNMC-28	1	1	3	1	2	8	5
SPECS-3157	2	2	2	7	8	1	10
MCL-39	3	3	3	2	1	2	2
MCL-42	4	1	4	4	3	3	4
UNMC-90	3	3	3	3	1	2	3
UNMC-48	2	5	6	2	5	4	5
GROUP7-6	3	3	3	2	7	5	6
GROUP5-4	3	3	3	2	7	2	2
IA68	4	1	4	4	1	3	4
GROUP7-11	1	1	1	1	2	8	1
UNMC-6	1	1	1	1	2	3	4
SC86-6	4	1	4	4	3	3	4
IA4885	4	1	4	4	3	3	4
UNMC-55	4	1	4	4	3	3	4
UNMC-47	3	4	5	6	5	5	6
UNMC-87	2	4	5	7	5	9	10
GROUP7-9	3	2	2	7	5	5	10
GROUP7-20	3	4	5	6	7	5	6
GROUP5-10	3	4	5	6	7	5	6
UNMC-64	1	2	3	3	1	2	3
IA2745	1	3	3	1	4	8	2
HUMC4	3	4	4	6	7	5	6
UNMC-79-C1	4	1	4	4	3	4	5
IA2084	2	4	5	7	5	9	10
IA4203	2	5	5	2	5	9	6
IA1147	2	2	2	7	8	1	7
UNMC-61	3	1	6	2	1	3	5
MCL-128	1	1	1	1	2	8	1
GROUP7-14	1	1	4	4	1	3	6
GROUP4-6	1	2	3	2	1	1	4
GROUP7-2	1	2	3	1	1	1	1
HUMC5	3	3	3	2	1	2	2
MCL-35	1	1	1	1	2	8	1
MCL-75	3	2	1	1	1	6	9
UNMC-24	4	1	4	6	3	3	4
M47-023	4	1	4	4	3	3	4
UNMC-86	3	4	5	6	5	5	6
GROUP5-1	2	4	2	6	6	7	8
GROUP5-5	3	4	5	6	7	7	6
UNMC-8	1	2	1	7	2	1	10
GROUP6-1	1	1	1	1	2	8	1
UNMC-23	1	1	1	1	2	8	1
MCL-71	1	1	1	1	2	8	1
IA4289	2	1	2	6	2	7	8
S08-1	3	1	4	4	1	3	4
UNMC-84	3	1	4	4	1	3	4
SC02-11	4	1	4	4	3	3	4
UNMC-44	4	1	1	1	3	3	4
M47-022	4	1	4	4	3	3	4
BC04	4	1	4	4	3	3	4
HUMC-9	3	4	6	5	6	4	5
GROUP7-22	3	4	6	5	6	4	5
M47-3	3	4	4	6	7	5	6
UNMC-51	4	1	4	4	4	3	5
GROUP4-3	3	4	5	6	5	5	6
WCM045	3	4	5	6	7	5	6
UNMC-31	1	2	3	3	1	1	3
GROUP7-5	3	4	5	6	5	5	6
GROUP4-8	2	4	5	7	5	9	6
UNMC-97	1	2	3	3	8	1	3
HUMC1	3	1	5	6	7	5	6
MCL-61	1	2	3	3	1	1	3
S87-4	3	4	5	6	5	5	6
UNMC-85	3	4	6	5	6	4	8
SC08-2	3	4	6	5	6	4	8
S06-166	3	4	6	2	1	6	9
IA2334	3	4	5	6	5	5	6
MCL-122	3	4	5	6	5	5	6
GROUP5-3	3	3	3	2	1	2	2
GROUP5-7	3	4	5	6	7	5	6
S89-9	3	4	6	5	6	4	9
GROUP4-5	1	2	3	3	1	1	3
M47-025	3	3	3	2	1	2	2
IA834	3	3	3	2	1	6	9
HUMC-12	1	2	3	2	8	1	3
UNMC-88	1	2	3	3	1	1	3
GROUP4-11	2	4	5	7	5	9	10
UNMC-39	1	2	3	3	1	1	3
MCL-25	2	2	3	7	8	1	7
HUMC-10	1	1	1	1	3	8	4
GROUP7-19	1	3	1	1	8	8	1
GROUP5-8	3	3	3	2	4	3	2
SPECS-3164	4	1	6	4	5	4	5
UNMC-71-A5	4	1	6	4	5	4	5
MCL-24	1	1	1	1	2	8	1
UNMC-37	1	1	1	1	2	8	1
IA-02	1	1	1	1	2	8	1
GROUP7-3	1	2	3	3	8	1	3
S03-8	2	4	5	6	5	5	8
GROUP5-2	1	3	3	3	1	2	3
GROUP4-10	2	2	2	7	8	1	7
MCL-45	2	4	5	6	5	5	8
MCL-109	1	1	1	1	2	8	1
