membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	2	2	2	2	2
HUMC-8	2	3	3	3	3	3	3
UNMC-81	1	4	3	4	4	4	4
UNMC-18	1	1	4	5	1	1	1
HUMC-7	3	2	5	2	5	5	5
UNMC-16	2	3	6	6	3	3	5
UNMC-7	4	4	3	3	4	4	6
S92-5	2	5	6	6	2	6	7
UNMC-33	3	5	4	5	6	7	8
WCM062	2	3	6	6	7	8	9
GROUP4-9	2	3	6	6	7	8	9
UNMC-68-A2	2	3	6	6	7	8	9
M47-024	2	3	3	3	7	6	6
SPECS-3163	2	3	6	6	7	8	9
UNMC-5	2	3	6	6	3	3	10
S94-7	2	3	6	6	7	8	9
GROUP7-1	2	3	6	6	7	8	9
M47-027	2	3	6	6	7	8	9
SPECS-3155	2	3	1	6	1	8	9
GROUP7-15	1	1	1	1	1	1	1
WCM032	3	2	6	2	6	9	2
HUMC3	2	3	6	6	7	3	3
IA04	3	5	4	5	6	7	8
HUMC-15	4	5	4	6	4	4	6
IA1857	1	1	1	1	1	1	1
GROUP6-2	3	3	6	2	5	5	5
GROUP5-9	2	5	4	6	2	6	7
GROUP4-2	1	1	1	1	1	1	1
UNMC-62	3	3	6	2	5	5	5
SPECS-1917	2	3	6	6	7	8	9
IA2852	3	3	6	2	5	5	5
MCL-38	1	1	1	1	1	1	1
GROUP5-6	2	3	6	6	3	3	10
MCL-138	2	2	2	7	2	2	3
GROUP4-7	3	5	4	5	2	7	8
MCL-98	1	1	1	1	1	1	1
GROUP7-17	2	3	6	6	7	6	7
M47-029	3	5	4	5	6	7	8
M22-51	2	3	6	6	7	8	10
HUMC-6	2	3	2	7	3	3	3
S03-3	2	3	6	6	7	3	3
MCL-14	2	3	6	6	3	3	10
MCL-37	2	5	4	5	6	7	6
MCL-33	2	2	2	7	2	2	3
IA2268	2	3	6	6	7	8	9
GROUP4-1	2	3	6	6	7	6	7
GROUP4-4	3	5	4	5	6	7	8
MCL-40	3	5	4	5	6	7	9
GROUP7-13	1	1	1	7	3	3	3
UNMC-20	3	5	4	5	6	7	8
UNMC-69	2	2	2	7	2	2	7
SPECS-3158	2	3	2	6	7	6	6
IA4227	3	2	5	2	2	2	5
GROUP6-4	1	1	1	1	1	1	1
GROUP6-3	2	3	6	6	3	3	10
UNMC-28	1	1	1	1	1	6	1
SPECS-3157	2	2	2	7	2	2	2
MCL-39	2	3	6	6	3	3	10
MCL-42	4	4	3	3	4	4	6
UNMC-90	2	3	6	6	7	3	3
UNMC-48	3	5	4	5	6	7	8
GROUP7-6	3	5	4	5	6	7	8
GROUP5-4	2	3	3	3	8	1	4
IA68	4	4	3	4	4	4	4
GROUP7-11	1	1	1	1	1	1	1
UNMC-6	1	1	1	1	1	1	9
SC86-6	3	4	3	3	4	4	6
IA4885	4	4	3	3	4	4	6
UNMC-55	3	4	3	5	4	4	6
UNMC-47	3	2	5	2	5	5	5
UNMC-87	3	2	5	2	6	5	5
GROUP7-9	3	2	5	2	6	5	5
GROUP7-20	4	2	5	2	5	5	5
GROUP5-10	4	2	5	2	5	5	5
UNMC-64	1	1	1	7	3	5	3
IA2745	1	1	1	4	1	1	1
HUMC4	2	2	5	2	5	5	5
UNMC-79-C1	4	5	3	3	6	4	6
IA2084	3	2	5	2	6	5	5
IA4203	3	2	5	5	6	5	8
IA1147	1	4	3	4	4	1	6
UNMC-61	4	4	3	4	4	5	4
MCL-128	1	1	1	1	1	1	1
GROUP7-14	1	1	1	3	4	8	9
GROUP4-6	2	2	3	3	8	3	3
GROUP7-2	1	1	1	1	1	1	1
HUMC5	2	3	6	6	7	8	9
MCL-35	1	1	1	1	1	1	1
MCL-75	2	3	6	6	7	8	9
UNMC-24	3	2	3	2	8	9	2
M47-023	3	4	3	3	4	4	6
UNMC-86	3	3	6	2	5	5	5
GROUP5-1	3	2	6	2	2	6	7
GROUP5-5	3	2	6	2	2	9	2
UNMC-8	1	1	1	7	2	2	2
GROUP6-1	1	1	1	1	1	1	1
UNMC-23	1	2	1	1	1	9	2
MCL-71	1	1	1	1	1	1	1
IA4289	3	2	6	2	2	9	2
S08-1	2	3	3	3	4	8	9
UNMC-84	2	3	3	3	4	4	9
SC02-11	1	4	3	3	4	4	6
UNMC-44	1	1	4	5	1	7	8
M47-022	4	4	3	3	4	4	6
BC04	4	4	3	3	4	4	6
HUMC-9	2	5	6	6	2	6	7
GROUP7-22	2	5	4	6	2	6	7
M47-3	1	1	1	1	1	1	1
UNMC-51	4	4	3	3	4	4	6
GROUP4-3	3	2	5	2	5	5	5
WCM045	3	2	5	2	6	5	5
UNMC-31	1	1	1	7	3	3	3
GROUP7-5	2	3	6	6	5	5	9
GROUP4-8	3	2	5	2	5	5	5
UNMC-97	2	2	5	7	6	2	3
HUMC1	3	2	5	2	5	5	5
MCL-61	2	2	1	7	8	3	3
S87-4	3	3	6	2	5	5	5
UNMC-85	3	3	6	6	7	8	9
SC08-2	3	3	6	6	7	8	7
S06-166	2	3	6	6	7	8	9
IA2334	3	3	6	2	5	5	5
MCL-122	3	3	6	2	5	5	5
GROUP5-3	1	1	3	4	1	1	1
GROUP5-7	1	1	1	1	1	1	1
S89-9	2	3	6	6	2	6	7
GROUP4-5	1	1	1	7	3	3	3
M47-025	2	3	6	6	7	8	9
IA834	2	3	6	6	7	8	9
HUMC-12	1	1	1	7	3	3	3
UNMC-88	1	1	1	7	3	3	3
GROUP4-11	3	2	5	2	6	5	5
UNMC-39	2	3	6	6	7	3	3
MCL-25	3	2	5	2	6	5	5
HUMC-10	1	1	1	3	4	1	6
GROUP7-19	1	1	3	1	2	2	7
GROUP5-8	2	5	4	6	7	6	7
SPECS-3164	3	5	4	5	6	7	8
UNMC-71-A5	3	5	4	5	6	7	8
MCL-24	1	1	1	1	1	1	1
UNMC-37	1	1	1	1	1	1	1
IA-02	1	1	1	1	1	1	1
GROUP7-3	1	1	2	7	2	2	3
S03-8	3	2	5	2	5	9	5
GROUP5-2	2	3	1	7	3	3	3
GROUP4-10	3	2	5	2	5	9	5
MCL-45	1	1	1	3	7	8	9
MCL-109	1	1	1	1	1	1	1
