membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	1	2	2	2	2	2	2
HUMC-8	2	3	3	3	3	2	3
UNMC-81	3	4	3	4	4	3	4
UNMC-18	1	1	4	1	1	1	5
HUMC-7	4	2	5	4	5	4	4
UNMC-16	4	2	5	4	2	4	2
UNMC-7	4	2	5	4	5	4	6
S92-5	4	5	6	2	6	5	4
UNMC-33	4	2	5	5	5	4	4
WCM062	2	3	2	2	2	2	2
GROUP4-9	2	3	3	3	7	6	7
UNMC-68-A2	2	3	2	2	2	2	2
M47-024	1	2	6	2	2	2	8
SPECS-3163	2	3	2	2	2	2	2
UNMC-5	2	3	2	2	2	2	2
S94-7	2	3	2	2	2	2	2
GROUP7-1	2	3	3	3	7	6	7
M47-027	2	3	2	2	2	6	2
SPECS-3155	2	1	2	1	1	7	1
GROUP7-15	1	1	1	1	1	7	1
WCM032	4	5	6	4	5	4	9
HUMC3	2	3	2	2	2	2	2
IA04	2	3	2	2	6	5	8
HUMC-15	3	4	3	6	4	8	6
IA1857	2	3	2	2	6	5	8
GROUP6-2	4	4	6	6	4	5	9
GROUP5-9	4	2	6	5	5	8	5
GROUP4-2	2	3	3	2	7	6	7
UNMC-62	2	3	2	2	6	5	8
SPECS-1917	2	3	2	2	6	5	8
IA2852	4	3	6	7	8	5	10
MCL-38	1	1	1	1	1	7	1
GROUP5-6	2	3	2	2	2	2	2
MCL-138	1	5	4	6	3	1	6
GROUP4-7	2	3	2	5	5	8	2
MCL-98	1	1	1	1	1	7	1
GROUP7-17	2	3	3	3	7	6	7
M47-029	4	2	5	5	5	8	5
M22-51	2	3	2	2	2	2	2
HUMC-6	2	5	4	3	3	2	2
S03-3	1	5	4	3	3	1	3
MCL-14	4	2	6	7	8	5	10
MCL-37	2	3	2	2	2	2	6
MCL-33	1	1	4	5	5	8	3
IA2268	2	3	3	3	7	6	7
GROUP4-1	2	3	2	6	4	3	7
GROUP4-4	2	3	3	2	7	6	7
MCL-40	2	3	3	3	7	6	7
GROUP7-13	1	5	4	3	3	1	3
UNMC-20	1	5	2	2	2	2	2
UNMC-69	3	4	3	6	4	3	6
SPECS-3158	2	3	3	6	7	3	6
IA4227	4	2	5	5	5	8	5
GROUP6-4	1	1	1	1	1	1	3
GROUP6-3	2	3	2	2	2	2	2
UNMC-28	1	1	1	1	1	1	1
SPECS-3157	1	5	2	2	6	5	9
MCL-39	2	3	2	2	2	2	2
MCL-42	3	4	3	6	4	3	6
UNMC-90	2	5	4	3	3	2	2
UNMC-48	4	2	5	5	5	8	5
GROUP7-6	2	3	2	2	2	2	2
GROUP5-4	2	5	2	4	5	2	8
IA68	3	4	3	4	4	3	4
GROUP7-11	1	1	1	1	1	7	1
UNMC-6	2	3	3	3	7	6	8
SC86-6	3	4	3	6	4	3	6
IA4885	2	4	3	6	7	6	6
UNMC-55	3	4	3	6	4	3	6
UNMC-47	4	2	5	4	5	4	5
UNMC-87	4	2	5	4	5	4	4
GROUP7-9	2	3	3	3	7	6	7
GROUP7-20	4	2	5	4	5	4	4
GROUP5-10	4	2	5	4	5	4	4
UNMC-64	1	1	1	1	1	7	1
IA2745	1	1	1	3	1	7	1
HUMC4	4	2	5	4	5	4	4
UNMC-79-C1	4	2	5	4	5	4	5
IA2084	1	1	1	1	1	4	1
IA4203	4	2	5	4	5	4	5
IA1147	3	4	3	6	4	3	9
UNMC-61	2	4	3	4	4	3	4
MCL-128	1	1	1	1	1	7	1
GROUP7-14	3	3	3	3	7	6	7
GROUP4-6	2	5	4	2	4	5	8
GROUP7-2	1	1	1	1	1	1	3
HUMC5	2	3	3	3	7	6	7
MCL-35	1	1	1	1	1	7	1
MCL-75	2	3	2	6	4	3	9
UNMC-24	2	2	3	6	4	6	9
M47-023	2	3	3	7	7	6	6
UNMC-86	4	3	6	7	8	5	10
GROUP5-1	4	2	6	2	2	4	5
GROUP5-5	4	2	6	2	7	6	7
UNMC-8	1	1	1	1	1	7	1
GROUP6-1	1	2	1	1	1	7	1
UNMC-23	1	1	1	1	1	7	1
MCL-71	1	1	1	1	1	7	1
IA4289	4	2	6	2	2	2	5
S08-1	2	3	3	3	7	6	7
UNMC-84	2	3	3	3	7	6	7
SC02-11	3	4	3	6	4	3	6
UNMC-44	1	1	1	1	1	8	1
M47-022	3	4	3	6	4	3	6
BC04	3	4	3	6	4	3	6
HUMC-9	4	2	6	5	5	8	5
GROUP7-22	4	2	6	5	5	8	5
M47-3	4	2	6	7	8	5	10
UNMC-51	3	4	3	6	4	6	6
GROUP4-3	4	2	6	7	8	5	10
WCM045	2	3	2	2	5	8	5
UNMC-31	1	5	4	3	3	1	3
GROUP7-5	1	1	1	1	5	9	3
GROUP4-8	4	2	5	4	5	4	9
UNMC-97	1	5	4	3	3	1	3
HUMC1	2	3	2	2	2	2	2
MCL-61	1	5	4	3	3	1	3
S87-4	4	2	6	7	8	5	10
UNMC-85	4	3	6	7	8	5	7
SC08-2	4	2	6	7	8	5	10
S06-166	2	4	3	3	7	6	7
IA2334	4	2	6	7	8	5	10
MCL-122	4	2	6	7	8	5	10
GROUP5-3	1	5	6	4	1	4	4
GROUP5-7	1	1	1	1	1	7	1
S89-9	4	2	6	5	5	8	5
GROUP4-5	1	5	4	3	3	1	3
M47-025	2	5	3	3	7	6	7
IA834	2	3	3	3	7	6	7
HUMC-12	1	5	4	3	3	1	3
UNMC-88	1	5	1	1	1	7	3
GROUP4-11	4	2	6	7	8	5	10
UNMC-39	1	5	4	3	3	1	3
MCL-25	1	2	6	7	8	5	10
HUMC-10	1	1	1	6	4	3	6
GROUP7-19	2	4	2	6	4	3	1
GROUP5-8	2	2	3	3	4	3	7
SPECS-3164	4	2	5	7	5	4	10
UNMC-71-A5	4	2	5	4	5	4	5
MCL-24	1	1	1	1	1	7	1
UNMC-37	1	1	1	1	1	7	1
IA-02	1	1	1	3	7	6	7
GROUP7-3	1	5	4	3	3	1	3
S03-8	4	2	6	7	8	5	10
GROUP5-2	2	5	4	3	3	2	2
GROUP4-10	1	5	6	6	5	9	9
MCL-45	2	3	3	3	7	6	7
MCL-109	1	1	1	1	1	7	1
SC01-10	1	1	1	1	1	7	1
WCM041	4	2	5	5	5	8	5
MCL-146	4	2	5	5	5	8	5
MCL-126	2	3	2	2	2	2	2
