membership	membership.1	membership.2	membership.3	membership.4	membership.5	membership.6
MCL-28	1	1	1	1	1	1	1
UNMC-59	2	2	1	2	2	2	2
HUMC-8	3	3	2	3	3	3	3
UNMC-81	1	1	3	4	4	4	4
UNMC-18	1	2	1	1	1	1	5
HUMC-7	3	4	4	5	2	5	6
UNMC-16	2	3	2	3	5	2	3
UNMC-7	4	5	4	4	6	6	7
S92-5	3	2	3	6	7	2	6
UNMC-33	2	4	2	4	8	7	8
WCM062	3	3	2	3	7	2	3
GROUP4-9	3	3	2	3	3	3	3
UNMC-68-A2	4	5	4	5	6	8	7
M47-024	4	5	4	5	6	8	7
SPECS-3163	3	5	4	5	6	8	7
UNMC-5	3	3	2	3	5	9	3
S94-7	3	5	4	5	6	8	3
GROUP7-1	3	3	2	3	3	3	3
M47-027	3	3	2	3	3	3	3
SPECS-3155	4	5	4	5	6	8	7
GROUP7-15	1	1	1	1	1	1	5
WCM032	2	4	3	4	4	5	2
HUMC3	3	3	2	7	7	2	1
IA04	2	4	2	4	8	7	8
HUMC-15	2	2	3	4	5	6	9
IA1857	3	3	2	3	5	9	3
GROUP6-2	4	5	4	5	6	8	7
GROUP5-9	4	5	4	4	8	7	8
GROUP4-2	3	3	2	3	5	9	3
UNMC-62	3	4	4	3	3	5	6
SPECS-1917	4	5	4	5	6	8	7
IA2852	3	3	2	3	5	9	3
MCL-38	1	1	1	1	1	1	5
GROUP5-6	3	3	2	3	5	2	3
MCL-138	2	2	3	2	7	2	9
GROUP4-7	3	3	2	3	5	9	3
MCL-98	1	1	1	1	1	1	5
GROUP7-17	3	3	2	3	3	3	3
M47-029	2	4	2	4	8	7	8
M22-51	3	3	2	3	5	9	3
HUMC-6	3	3	2	3	5	9	3
S03-3	1	3	2	7	7	2	1
MCL-14	3	2	3	6	7	2	6
MCL-37	2	5	2	4	5	6	4
MCL-33	2	2	3	2	7	2	9
IA2268	3	3	2	3	3	3	3
GROUP4-1	3	3	2	3	5	9	3
GROUP4-4	3	3	2	3	3	3	3
MCL-40	2	4	2	4	8	7	8
GROUP7-13	1	2	1	2	7	2	3
UNMC-20	2	4	3	4	5	2	3
UNMC-69	2	2	3	2	7	2	9
SPECS-3158	4	5	4	5	6	8	7
IA4227	2	2	3	2	7	2	9
GROUP6-4	1	2	1	2	7	2	9
GROUP6-3	3	3	2	3	5	2	3
UNMC-28	1	1	1	1	6	1	7
SPECS-3157	2	2	3	2	7	2	9
MCL-39	3	3	2	3	5	9	3
MCL-42	4	5	5	4	6	6	4
UNMC-90	3	3	2	3	7	2	1
UNMC-48	2	4	2	4	8	7	8
GROUP7-6	3	3	2	3	3	9	3
GROUP5-4	2	2	3	2	4	4	7
IA68	2	4	3	4	4	4	4
GROUP7-11	1	1	1	1	1	1	5
UNMC-6	3	3	2	7	3	1	5
SC86-6	2	4	5	4	4	6	4
IA4885	3	3	2	7	3	3	4
UNMC-55	2	4	2	4	4	6	4
UNMC-47	2	4	4	5	8	7	8
UNMC-87	2	4	4	2	2	5	6
GROUP7-9	2	4	3	2	3	2	9
GROUP7-20	3	4	4	5	2	5	7
GROUP5-10	4	5	4	5	8	5	7
UNMC-64	1	2	1	1	1	2	5
